,Unnamed: 0.1,Unnamed: 0,text,sentiment_label,label
280,845,845,"I felt that the book was basically the same as the previous edition, with the exception of aromatherapy, and electric filing.  Unfortionatly no one book can give all of the information that is required about a subject.  That is what teaching is all about.  I generally supplement the material from other books, and Florida law so our students stay on the right path.  Over all I would have to say that this book was above average, and addressed many of the changes in the industry to date",0,1
293,804,804,"""Typee"" is based on Melville's experiences when, as a young man of 22, he ""jumped ship"" from an American whaling vessel on the island of Nukuheva in the Marquesas Islands of the South Pacific.  It is written in a straightforward narrative manner, but it is a work of fiction, NOT a journalistic report, something that is often overlooked.  While, like ""Moby Dick"", it contains lots of factual details, mostly quite accurate as confirmed by subsequent research, it is a much more complex tale than it appears to be on the surface.  For a first novel, written when Melville was only 27 years old, the narrative power is quite impressive, as for example in his description of the escape from the ship over the mountains to the Valley of the Typee.  In the early chapters, themes of peace, beauty, and sensuality are combined with Melville's righteous indignation at the activities of Western military and religious intruders to create the illusion of an earthly paradise.  Gradually dread, loneliness, horror, and fear of annihilation come to the fore, as ""Tommo"", the protagonist, becomes convinced that he is being kept for eventual eating at a ritual cannibal feast.  He is finally rescued almost by chance, and because of conflict among the Typees.  I read the Oxford World's Classics paperback edition, which has an introduction by Ruth Blair, an Australian professor of English.  It was very helpful with Melville's historical and literary sources and the geographical and cultural context.  The chapter on ""Typee"" in ""Studies in Classic American Literature"" by D.H. Lawrence adds a further depth of understanding.  Newton Arvin's biography of Melville helps to place ""Typee"" in the development of Melville as a writer.  Highly recommended in its own right as a superb example of 19th century American romanticism, with hints of the impending metaphysical explosion of ""Moby Dick""",0,1
347,174,174,"Music and culture are discussed, not with the usual artistic focus, but with a healthy blend of science and sociology added to the mix. Is music a luxury, an art, or a biological need? William Benzon's Beethoven's Anvil explores links between music and brain functioning, using the history of music and its evolution to draw some important arguments about music's importance to brain functioning as a whole",0,1
832,1793,1793,"Many of the columns were interesting . . . painting a picture of a vast right-ring conspiracy that Hillary Clinton first brought to the public discourse.  But it seems that most of these pieces are obsolete, without any interest either as themselves or as a theme.  Does anyone care about Texas state politics in 1989, or Phil Gramm's problems as a senator or as a presidential candidate?  Someone should have gone through this and culled out what was obsolete .. except that that would probably have left less material than would make up a book.  Just going through a bunch of previously written columns and passing them off as a book may be a cheap and easy way to publish something but it is an inadequate read",1,1
684,1625,1625,Ms Wilson needs to make up her mind whether to write a book of Literary Criticism or a biography.  The book suffers from too much critical analysis of Sassoon's poetry and not enough about his life.  Either he was an extremely boring and prosaic poet or Ms. Wilson needs to delve deeper into his intellectual and emotional development - really his cricket exploits and his hunting prowess does not lend anything to the very essence of his life.  Ms. Wilson's prose is turgid and repetitive. An extremely disappointing work,1,1
261,543,543,"In March 2006, there are only three or four books that boast Haskell in their titles.  They are all excellent books.  But the world can benefit from more Haskell books.  In fact, we are in need of such books, especially CS1 texts.  This book is a pleasure to read.  I suspect that even math haters will not find it hostile.  Anyone learning Haskell will find the book and its companion web site a valuable resouce.  On the web site, you will find the source code from the book, such as Powerseries.hs.  You can quickly play and experiment with it; read and learn from it. I wish more books are as pleasant and affordable ($25)",0,1
345,1147,1147,"I got this as both a book and an audio file.  I had waited to read it and was surprised by both the enthusiasm of the content and its author, but also by how he snuck in some odd biblically unsound thoughts (e.g., I gasped when he suggested Christ went to Hell...what Bible passage evidences this?).  I agree with how he suggests the enemy is out to deceive us and keep us asleep...but wonder if I go further how much more Eldredge will slip in of his own peculiar biblical misintrepretations.  Where were his editors when this was being written?  Why take sensible good sections and mar them with oddities?  I havent read all the reviews here but as one of those ""conservatives"" frequently mentioned in them I have to admit I may not even finish this book for fear of what else Eldredge has slipped up on.  I did appreciate his story about Daniel and the ""delayed"" angel...but am left wondering if I need go deeper into researching that as possible misintepretation too.  What a shame this book is turning into such a questionable venture for me.  We are at war as the author suggests and we must guard the source material well..the Bible well.  So far...I may join others and ditch this valiant attempt to energize Christians and return to the Word itself.  I wonder if I can get a refund",1,1
426,734,734,"Although this book is only 20 pages long, it contains helpful information about the concept of fair trade.  Americans have so much, and it is hard for us to imagine the degree of poverty in other third-world countries.  Rose Ericson begins to introduce the subject of what fair trade means to these nations.  To us it is only a $1 sometimes, but that $1 in a poor nation can supply food for a day to an entire family.  In our hurry to accumulate material goods, we must be careful to not take advantage of the artisans and producers of these third-world nations.  Fair trade is a concept whose time has come",0,1
667,1740,1740,"When I discovered the existence of this novel, I was enthusiastic and intrigued. Unfortunately, my hopes were more or less dashed as I trundled my way through the 382 pages. KLEOPATRA focuses on the famous queen's early years - a period of time of which we have no record - and the intrigues that haunted and led to the demise of any semblance of a family (something she may have compensated for in adulthood). What I liked: 1). The spelling of Kleopatra/ Cleopatra with a ""K""- it really does emphasize that Hellenistic connection; 2) Kleopatra's strength of character- Essex's general characterization is appropriate and it's easy to see what Kleopatra will become. Although the novel is a noble attempt by Karen Essex, it just didn't work for me. The character of Berenike as an Amazon seemed a bit far-fetched. And although I loved Kleopatra's love interest (I won't give away his name!), I felt it was a bit far-fetched as well, almost as if Essex was pressured into a love story from the publisher or something. Kleopatra's Dionysian rites were also a little hard to believe, as was Mohama. There were also scenes of random sex that were a bit... unnecessary. Overall, although Kleopatra was a strong, believable character, she was in the minority. The novel as a sort of back-story to the Queen of Egypt didn't work as it was weighed down by the elements of fiction! At least the sequel is better. For fiction that works, check out The Memoirs of Cleopatra by Margaret George.",1,1
854,159,159,"This is one of Nora Roberts' best books ever! I have read everything she's written and this is now my all time favorite. I ADORE this book.  The characters are interesting and very human, the plot is gripping and the background fascinating.  Callie, an archeologist, comes to a little town in Maryland to set up a dig and ends up learning about her birth parents and reuniting with her ex-husband. What I really like about this is the two main characters already have a history before this book so its so much that they fall in love on the spur of the moment, like most romances (including Roberts).  Definitely a book I highly recommend for both the romance and the thrilling plot.  It will keep you glued to the pages until you figure out who the bad guys are",0,1
303,409,409,Great recipes that truly are quick and easy.  Low to no-fat with healthful ingredients.  I will be using this cookbook a lot,0,1
855,1935,1935,"This book doesn't make any sense. It is so, so, so b-o-r-i-n-g. The book is not well written, and the sentences are way too short. I woudn't recommand this book to anyone",1,1
198,1010,1010,"Once upon a time I was given a vanity-published book to review. It was an illogical mess, full of breathtaking non-sequiturs. While reading ""Iron John,"" I couldn't help thinking of it. The vanity book, however, was at least entertaining.  John Eldredge refers to ""Iron John"" liberally in his book ""Wild at Heart,"" and because I considered that a ringing endorsement, I purchased a copy. I can't tell you what a chore it has been to finally finish reading it. The hardest part was not flinging it away in disgust about 17 times.  It's one thing to write a rambling tome full of obscure references; it's another to publish it. That people can slog through it and call it ""profound"" and ""important"" is baffling; what's even more mind-boggling is that people claim that this book ""spoke"" to them. I think it's a case of ""I'd better say I understand it, or people will think I'm not erudite."" Well, let me be erudite about it: ""Iron John"" is a big, steaming pile of New Age crapola. Don't say I didn't warn you",1,1
652,355,355,"Walzer's historical approach to examining just war theory is, I think, the most useful way to understand morality in war. That is so because empirical facts back up all the philosophical evaluations. Walzer describes experience and draws conslusions here; he is laying a philosophical foundation and implying, if not prescribing, moral norms from which the rules have been extracted. Be forewarned, he does not cut the reader any slack. This book requires some serious attention to the author's train of thought.  Just war theory has two categories: the justice of going to war, and the justice of fighting once in a war. Walzer's discussion usefully and clearly separates the two and examines via historical events what we regard as right and wrong within each sphere. In doing this he has done the modern world a tremendous service. His logical breakdown speaks to thousands of years of tradition about what thinkers have considered right and wrong in war. One of the best outcomes of this landmark work is the complete debunking of the notion that ""all is fair in love and war."" That is the path of least moral resistance (or as Clausewitz would say, ""friction""), yet we all know that soldiers are honored for fighting well and loathed for behaving like armed thugs and murderers. What is amazing from the discusion is the realization that Walzer knows he has to attack that age-old notion, something our collective sense of justice has historically always rejected.  Yet it remains a prevailing idea for many.  Originally coined by the Romans it seems (Walzer quotes them, ""In war the laws are silent""), they themselves were self-consciously contrite over the fates they inflicted on the Greeks and Carthginians.  The book rates five stars for rigorously addressing this issue alone.  Some make the mistake of thinking Walzer is a pacifist--far from it.  On the otherside some critics find his argument about ""supreme emergency"" a moral failure and a cop-out.  The case of Nazi Germany is his paradigmatic case of supreme emergency, one where normal rules may be relaxed, if ever so little, because of the especially pernicious nature of state-sponsored genocide.  The same relaxation of restraints would likely apply to Islamic terror. In contrast Walzer does not see Imperial Japan, for instance, as having represented a supreme emergency, and so the atomic bombings and the fire bombings of cities could not be morally justified. Readers may want to compare his view to Paul Fussell's perspective in the essay ""Thank God for the Atom Bomb.""  Significantly for current events, readers interested in the distinction between pre-emptive and preventive war will find a well articulated argument here. The US attack on Iraq was and still is often justified as pre-emptive.  That impulse on the part of the neo-conservatives who devised or whipped up the casus belli reflects, I think, a need to cloak a morally questionable war in the robes of legitimacy. There is no way that attack can be justified under the historically accepted norms of ""pre-emption."" Michael Walzer's well-thought distinction between pre-emption and prevention makes sense even in the milieu of asymmetric warfare against terror and Islamic radicalism, and it clearly shows why the Iraq war was a moral mistake from the start, regardless of its practical success down the road, if we are fortunate enough to see that. The moral precedent of engaging in preventive war will continue to haunt America long into the future. The fact that Iraq was not even on the spectrum where the fine line between pre-emption and prevention exists is a telling aspect of the overall ongoing strategic fiasco.  Where one fails to recognize the moral high ground, one is doomed to moral failure. Walzer was vocal about the run-up to war in 2003, and those who read his book would do well to find his comments about the Iraq invasion; they are edifying in terms of understanding the overall argument and where we are going in this role as the world's police force",0,1
108,1275,1275,"I am not going to repeat other reviewers discussion of the lack of character development.  My issue is with the lack of basic research.  One incident has Hawke's Zodiac being fired upon by a French Patrol Boat's missile.  Bell uses the Harpoon missile as the weapon.  The French have their own very effective ship to ship missile in the Exocet.  Very unlikely that the French would use an American made Harpoon.  Later in the novel, Hawke is taking off from a carrier deck in the latest VTOL aircraft, the F-35.  The catapult fails and Hawke is put in grave danger.  My problem, this is a VTOL aircraft, which the author goes to great lengths to mention and describe.    Why would there be a ""cat shot"" at all.  VTOLs are designed for vertical takeoff and then transistion into level flight, which, again the author describes.  Also this scene has nothing to do with the story.  Just another ""Saturday Cliff Hanger"" episode.  This is my second attempt at a Ted Bell novel, ASSASIN being the first.  There are too many other writers out there than give a sense of believability for me to waste my time on this type of thriller.  I believe the author has the ability to create a very good novel.  I wish he would cast aside the unbelievable and go with something a little more creditable",1,1
881,1078,1078,"Tim LaHaye, Jerry Jenkins, and others in the Pre-Trib circle, such as Ed Hindson, Tommy Ice, Chuck Missler, etc., continue to put forth the same deceptions that Hal Lindsey popularized decades ago.  The notion of a pre-tribulation rapture is foreign to scripture, it is foreign to the teachings of the early Church, and it is grooming the Church for destruction through ignorance and lack of preparation for what is really coming.  These men are novices and not prophecy ""experts"" or ""scholars"" by any stretch of the imagination; they are those who tickle the ears of gullible Christians.  Why continue to be deceived?  Tim Cohen, in his excellent book, The AntiChrist and a Cup of Tea, provides biblically sound and testable evidence to show that the coming AntiChrist is known NOW.  Not only that, the same author (Tim Cohen) has now put out the strongest presentation on the whole issue of the rapture EVER offered to the saints of God in Christ: The REAL Rapture.  If you really want to know the truth about the timing of the coming rapture, then you need to hear Tim Cohen's The REAL Rapture (based on a volume in his forthcoming ""Messiah, History, and the Tribulation Period"" series (see Prophecy House's web site for details on these items)",1,1
181,363,363,"Dave Barry has written and selected an extremely humorous collection of his articles from The Miami Herald.  There is a huge margin in difference of quality in Boogers are My Beat than in his initial non fiction books such as Dave Barry's Bad Habits.  Boogers are My Beat is one of those rare books that once you start turning the pages you don't want to put down until the back cover.  Dave Barry educates his fellow man on a diverse range of topics such as why you can't use the towels hanging in the bathroom, the Salt Lake City Olympics, babies on airlines, North Dakota, Bear in the Big Blue House and cell phones to name just a few.  His article written the day after September 11 and one written a year after, about the Philadelphia crashed plane are also included which prove Barry could have been a serious writer if he had pursued that career.  Thankfully he didn't because the rest of the book is hysterically funny as is his Carl Hiaasen style fiction novel Tricky Business.  Big Trouble isn't bad either. Check them out along with his other non fiction novels as well.",0,1
904,1169,1169,"I am leading a Christian study group using popular films.  I was hoping this book could help me use film to illustrate some Scriptural truth.  Unfortunately, the author was much less interested in a Christian message than to make sure he took every opportunity to insult the ""church.""  I know that churches have problems and hurt people, but it is not as common as this author seems to assert. He seems very angry at the church (and for some reason, all of western culture - especially America.)  Living in N. Ireland could make one suspicious of religion I assume, but despite his claims to be a Chrisitan so concerned about commmunity, he seems to enjoy tearing down more than teaching and building up. It is a good study of film (not movies - he definatley comes from a critical point of view and not that of an average person) but not very useful in the context of the church. That's my take anyway.  God bless",1,1
768,1409,1409,"I enjoy reading books of trivia and fun facts, but I didn't even make it through the first chapter before I put this book down in disgust. Almost every entry had to do with sex or male endowments. As I was flipping through the book, I found x-rated pictures and drawings that I would hate to have to explain to my children if they were to pick up this book. I never would have bought this book if I had seen it in a bookstore, and I regret throwing it in the trash before I could see if I could get my money back",1,1
522,827,827,This is a great book to have on your shelf. Lots of good recommendations for a beginner quilter,0,1
1021,63,63,"Theodore B. Taylor, the physicist who was the subject of this book died in 2004, but not before he had completed his spiritual journey from nuclear bomb maker to nuclear protester.  Even though the text of this book originally appeared in ""The New Yorker"" in 1973, Taylor was still driven to publish his own works on the dangers of nuclear proliferation.  McPhee has a very understated style (""just the facts, ma'am""), but this book is still the most frightening I've ever read.  I can't decide whether I would want him to write a sequel, because the threat of a nuclear bomb explosion is even greater today than it was in 1973.  Just ask yourself the following questions:  Is there more plutonium available to terrorists in 2006 than there was in 1973?  Yes.  Do more nations have nuclear capability?  Yes.  Can a nuclear bomb be built that is even smaller and more efficient than its 1973 counterpart?  Yes.  Are the instructions for building a nuclear device more readily available than they were in 1973?  Yes.  Do some people hate America even more than they did in 1973?  Decide this one for yourself.  John McPhee, staff writer for the ""New Yorker"" and Pulitzer-Prize-winning author of twenty-seven books on subjects as various as oranges and the merchant marine, has written a nuclear explosion of a book in ""The Curve of Binding Energy.""    It's one of those books that is even more relevant now than when it was written.  Essentially, it's a blueprint of how to build a nuclear device using materials at hand, along with a chunk of rather easily stolen U-235 or plutonium.  Theodore B. Taylor, himself the creator of smaller, more efficient nuclear bombs, tells us where to steal the plutonium, how to assemble a bomb, even gives hints on where to plant it--one of the eeriest parts of this book has Taylor and McPhee exploring the now-vanished towers of the World Trade Center, trying to pick the spot where a nuclear device could do the most damage.  ""The Curve of Binding Energy"" is a must read for every man, jack, and paper-pusher in the Department of Homeland Security, not to mention both houses of Congress.  I imagine the first reaction of many Congresspersons would be to ban this book, but it's way too late for that, my friend.",0,1
421,1508,1508,"I enjoyed the parts regarding the S.S. Valiant, but the later part of the book simply didn't work for me. Except for Picard, who we of course know quite well from the series, the other characters were flat and uninteresting. We never find out what is motivating the alien attackers and they are the cardboard cutout enemy-of-the-week, boring. The whole ""adversarial"" situation with the 1st Officer also just struck me as odd and wrong, and was just not developed correctly or fleshed out beyond being another cardboard enemy for Picard",1,1
357,1646,1646,"As far as style goes, I found this pretty boring from what I saw in the bookstore. Glad I never bought it, Races of Eberron is much better, as it has three great races (fourth isn't so hot) including one Living Construct type.  In fact, from Races of Eberron I made one Changeling Druid who has near complete Cold Adaptation and Heat Adaptation (from environment series), and a Warforged Monk which was effective against lycanthropes.  What can Races of the Dragon possibly give you? Flying creatures? Firebreathing creatures? You could be better off with weaked-down angel or better yet just a birdfolk race (like Raptorans in Races of the Wild, which by the way also has more variety with its Catfolk).  As for firebreathing, a feat could probably give you the whole fire-eating/fire-blowing act and save you the whole freakish thing of having weird blood.",1,1
424,1235,1235,"I know that no book can cover every topic, but this book left a lot out. It went into great detail about what I should do if I got some pretty rare diseases, but barely touched on the subject of Morning sickness, which is much more common. And some of the information was just plain wrong. I trashed the book when it made me freak out in the 20th week because I couldn't feel the baby move. It advised that I should call the doctor. When I did, I found out most women don't feel it move until 21 weeks. Unfortunately I found this out after I had cried my eyes out thinking something was wrong. I would not suggest this book to anyone",1,1
929,1245,1245,"I was quite surprised and disappointed with this book.  It is not at all a horror story, not at all mysterious, really it was very boring.   Normally I enjoy Koontz books.",1,1
1063,107,107,"Drenched with light and clarity, this book is an empowering and practical guide to accessing one's inner wisdom. Reading Marcia Emery's book inspires joy, and the freedom of true knowledge and acceptance of oneself.       Marcia Emery's various exercises for communicating with your inner wisdom  are not only effective, but will put you in touch with an infinite source  of love and joy. Awaken your intuition - and more energy than you've ever  known",0,1
298,1655,1655,"For the most part, the author seems to have pretty  good information for the time of the book's printing, but for anyone who wants to read this book on purely scientific terms, be warned; there are several places where the  book goes awry, for example: the author states that tracks of tyrranosaurus  indicate that it was a solitary animal, occasionally hunting in pairs.  Problem: no  tracks of a t. rex have been discovered to date, a decade and  a half after the writing. Aside from that and a few other points, though,  the book is good reading",1,1
912,1485,1485,"In the commencement Mr. Utterson and his cousin Mr. Richard Enfield were walking throughout London. The men go by a mysterious cellar door, and then Mr. Enfield talked about a story that ensue here previously. Also later in the book Utterson work to help Dr. Jekyll from being brung into the ghastly tribulations of Mr. Hydes. One year later, Edward Hyde viciously murders Sir Danvers Carew by thrashing him to death with a cane. I did not like this book because it was a high level booklover so I could not concentrate. I'd propose this book for high scholar for that reason, and if you're a person who reads allot. The genre was good because it was sci-fi and it seems sci-fi is a little more addicting. The author is a pretty well known writer his name is Robert Louis Stevenson.",1,1
140,192,192,"I purchased this for my husband for a birthday gift, and it came on time and in perfect condition. Thanks",0,1
824,491,491,"As a frequent reader of home design books and magazines, the title and the beautiful cover of this book immediately appealed to me.  A quick review of the table of contents revealed that I had to have this book.  Pelosi begins with the basics, moves into specifics, and then focuses on those special challenges we all face when trying to make our homes beautiful and appealing without spending a fortune. The pictures are gorgeous and inspiring and the author has an ability to write clearly and concisely with a great sense of humor. Whether you are looking for a single design solution or, like me, enjoy reading about interior design, this is the book for you...and it makes a great gift for your friends and family and colleagues and anyone who lives in a home.  ""Interior Divine"" made my holiday shopping easier this year!",0,1
316,778,778,"Miles Vorkosigan's cunning plan is to court the widow Ekaterin.  Unfortunately the only way he knows how to take on projects is through military precision.  Miles is an idiot.  Mark Vorkosigan's cunning plan it to create a new enterprise using ""butter bugs"", a genetically engineered bug that produces an edible tofu like substance.  [Miles calls it ""Bug Vomit""]  Mark wants to help Kareen Kouldelka earn her way back to a Beta Colony school where he and she can continue exploring their relationship without cultural impediments.  Ivan Vorpatril's strait forward plan, [Ivan isn't known for 'cunning',] is to propose to the Lady Donna.  Lord Dono has something to say about that.  Lord Dono has a cunning plan.  But who the heck is Lord Dono??  Surround the whole story with the pending marriage of Emperor Gregor and the Lady Laisa, and the Vor are dropping like flies on bug butter.  This Vorkosigan adventure has no military campaigns, no threats of death, [well...not really.] It does have all of the intrigue and mess-pionage that you could expect with the over abundance of cunning plans.  You'll suffer for Miles, and then cheer at the inevitable outcome.  Ekaterin is no shrinking violet!  Don't mess with her!  A Civil Campaign is a terrific read!  [A previous reviewer commented on the cover's inaccuracy in depicting Mile's stature.  Actually I believe the couple on the cover are meant to be Emperor Gregor and the Lady Laisa.  It's their wedding after all.  If that's the case then the cover would be okay.]  Shards of Honor Barrayar {Hugo Winner} The Warriors Apprentice The Vor Game {Hugo Winner} Cetaganda Brothers in Arms Borders of Infinity Mirror Dance {Hugo Winner} Memory Komarr -A Civil Campaign- {this review} Diplomatic Immunity",0,1
812,1777,1777,"I can see how instructors would be enthusiastic about this book, but unfortunately it will in no way help the student develop their ear training. Here's the problem. The book and CD basically outlines a METHOD of ear training, it is not ear training itself. For example, for each step of the book there is one and only one example on the CD. It is just that, an example, not a training. So, there is one 14 note ""lesson"" on intervals and from this you are supposed to magically learn how to identify all the major intervals. I don't think so. However, if you were an instructor then you could use that example as a starting point to develop your own lessons and work with students in recognizing intervals. You could spend a month on variations of that lesson itself since that's the core of ear training. In fact, if you're an instructor you can use the whole book as a blueprint for a year long curriculum from recognizing intervals to recognizing chords.  By the way, the CD itself mostly uses really dull organ patches. The idea may have been to eliminate timbre as a distraction. However, since one of the goals of ear training is to distinguish timbre from tone, this is another example of how this book/CD in itself won't be of much use to students.",1,1
788,1419,1419,This book was very boring. Details in a book make it interesting but the extended details in this book made it nausiating.  This book had a very interesting plot and many good ideas but the way it was writen didnt appeal to most of the students in my school that read it. A poll was taken and about 73% of the students in the school liked this book. What does that show about the book?,1,1
20,1256,1256,"Casual book browsers who stumble across Braden's book, ""The Isaiah Effect,"" might undoubtedly be drawn to the implications of the title: that there exists some mystical, unifying code which is only now being fully understood through modern techniques, research, and understanding. I, as one such browser, had briefly read about the so-called ""Bible Code"" which computers have now enabled man to explore and thought that the subject of this book might be related. With my interest piqued at the title and the book description, I delved into the pages expecting to learn exactly what encompassed Isaiah's ""precise instructions"" of prayer. I wanted to know exactly what Braden claimed to have stumbled upon.  What I found in this 250 page foray into countless subjects was nothing other than a pastiche of new-thought concepts. The mixing of religions, for example - a sort of pick-and-choose spirituality which has slowly been creeping its way into the mainstream for decades - is recycled over and over again, drawing from endless sources of gnostic gospels and other lost books. In only one chapter does Braden actually begin to describe in detail verses from the book of Isaiah. Instead he relegates the books of the Essenes to positions of higher authority and prominence.  In the brief pages in which Braden actually does discuss Isaiah, his conclusions speak nothing of a decoded lost science. His basic premise of ""The Effect"" is that people can alter their futures by the choices they make in the present. Such a revelation is not a new interpretation of Isaiah at all. Any student of the Bible and Christianity knows that all the prophetic books of the Old Testament are records of God warning Israel, and the world, of turning away from Him.  To Braden's credit, his discussions of the effects of prayer in today's society are commemorable, albeit somewhat misguided. I agree with him that people in today's society need to turn away from the petty details of life with which they've surrounded themselves. However, I believe Braden over-emphasizes the role of feelings and emotion in prayer. He fails to discuss how humans, and their emotions, are extremly fallable and can change as quickly as the winds in his anecdotes.  Braden wants desperately to believe that the true power of prayer is to be found in all the lost science which he has uncovered in ancient texts. In the process he fails to recognize that the blueprint for prayer has been known to man ever since he was created. Humbleness before God and the filling of the Holy Spirit are the true keys to prayer - not cosmic emotions and human feelings.  A disappointing read",1,1
766,1687,1687,"This breviary is disappointing to Traditional Catholics! Novus Ordo Catholics will be right at home with this but if you are a Traditional Orthodox Catholic who favors the Roman Rite and who has been traumatized by the profanations inflicted by iconaclastic innovations, this is the same ole same ole Vatican II ""stuff.""",1,1
794,1344,1344,"I have read a bunch of poker books and play regularly.  There are a lot of good books out there, Dan Harrington's the very best, but this isnt one of them.  Too much ego here and not enough helpful information",1,1
828,71,71,"Beginning with the introduction, I was taken on a fabulous journey. These gifted authors write a wonderful narrative.  Lande's Snapshots add a lot to this impressive and comprehensive companion. They are as engaging as any short story in the New Yorker! I found the collection of old posters designer appealing integrated with beautiful photography, as one would expect from National Geographic. The Guide is uniquely for both armchair and active travelers and TWO books in one. The first carefully expertly evaluates Top Ten lists on everything travel related, from Hotels to Hideaways, National Parks to International Markets.  Subjective of course. We all have our favorites.  I particularly liked a chapter called ""Ten Best Things to do on Sunday Afternoons in Ten Cities"". PART TWO includes Literary and Historical journeys, elevating this travel guide above all others.  Ready made and travel ready. I'm on my way on the Road to Mandalay! The book ends at lands end, with a country-by-country supplement to best destinations. What a travel kit!  National Geographic's Ten Best of Everything is passport perfect in every way. You'll love every moment.",0,1
938,362,362,"This book is loaded with the most recent medical findings and is organized as a referenced book, although I read it cover to cover.",0,1
1020,819,819,"I bought this together with a ""best of"" CD, both containing a lot of songs I really wanted to play on the piano myself. That combination has allowed me to hear what Vince played while also reading through the music to see just what it is he played. Without exception, I've found the written music exactly true to what Vince recorded, including pick up notes, tricky min-maj-min progressions, arpeggios, diminished 9th chords, and what-not, and it has made some previously unapproachable passages much easier to understand. I've also been able to use the book as a sort of learning tool, getting a feel for what a jazz musician really tries to accomplish when he sits down and plays a piece. I would like to have seen some fingering indications included, and without those, I think some beginners will not be able to do much with this work. And personally, I didn't find the performance notations particularly useful (""laid back"" doesn't really convey much to me), but like I said, I also purchased a CD of Vince's music, so I already have an idea of what sort of sound I want to achieve. Other than those two minor points, I can't find anything wrong with this edition. The binding is ""lay flat"" perfect bound, so the pages stay glued together but pull away from the spine, allowing this book to retain a crisp appearance and feel even after the pages are pulled open on a music stand. Guaraldi fans and aspiring jazz pianists will gain a lot from this work",0,1
329,1369,1369,"I see where this would be appealing to sum. I just never ""got it"".  Oh well.",1,1
945,1455,1455,"Am I the only one who didn't get a complete book? At first I noticed there was some poor editing - lots of typos. But then after page 180, where page 181 should be (Sleep chapter), it goes back to page 117 (Discipline chapter that I already read). It continues to repeat pages 117 to 180 (a whole 63 pages duplicated!), then picks up again on page 245 in the middle of the School Days chapter that I don't have the beginning of. I'm completely missing pages 181-245 (67 pages).  Other than that, good for a few laughs and a handful of ideas",1,1
980,378,378,"This book, unlike Morris's work on Hillary, is actually worth reading, because its perspective and analysis of our 42nd president is fascinating. Though the title is a little tiresome (and becomes especially so when Morris continues to say throughout the book `Why? Because he could!') the book is a fast page turner.  I particularly enjoyed Morris's portrayal of Clinton as one who only came to life around other people: if they were happy, he was, if they were in distress, he felt their pain. A master of reading people and changing according to their feelings, Clinton was perfectly suited to becoming a president who ruled by polls. Enter Dick Morris. As Clinton's chief poller, he also became, at one time, his chief political advisor. And Clinton needed one.  As `My Life' by Clinton shows, the president had no overall strategy and failed to see events as interconnected. For him, each issue needed to be examined individually and with Clinton, that was a laborious endeavor:  the prez had the painful habit of considering each argument with equal weight, and therefore was extremely indecisive and cautious to take action. Result? Fiasco's like Waco, Somalia, Bosnia and Health Care reform. More seriously for the future: the loss of the Congress to the Republicans (over ten years now and counting) and the failure to stop Bin Laden.  Morris gives credit where credit is due though: Clinton's work on welfare reform cut the roll books in half and the tough work on deficit reduction allowed the economic boom of the 1990s to take place. Also interesting, was Clinton's use of the presidency as a bully pulpit for families and education: an issue that was local politics, and therefore cost Clinton nothing in the budget but brought in massive political capital.  Read this book before reading Clinton's `My Life'.  Why? Because Morris points out the inconsistencies and just plain untruths contained therein.  Also, Morris says that the president's autobiography is the `Rosetta Stone' that decodes Clinton. If that is the case, then Morris is certainly the interpreter.",0,1
376,1106,1106,"""American Buffalo"" was recommended to me by a fellow thespian because he thought this was raw and fantastic.  It is indeed raw, but not at all fantastic.  The dialogue is very choppy and I felt out of the loop with it - as if I missed some great detail.  Perhaps this is a play that needs to be enjoyed when seen performed, rather than just read. I do not recommend",1,1
1025,1814,1814,"More Than Human is one of those books that has garnered high praise from the science fiction community because of its strong prose and original ideas.  The writing is often compared to that of Faulkner but I wouldn't make that connection having read a few of Faulkner's works.  Sturgeon uses many of Faulkner's narrative trademarks (i.e. streaming conscious, first person perspective of low IQ individuals, disorienting changes in first person narrative) but I didn't feel the net effect really compared to say something like As I Lay Dying.  I love science fiction books and the readers in general love the genre which is why they want it to be taken seriously.  This results in undue adulation and comparisons to mainstream books.  More Than Human is slow, dated and not what I would describe as genre transcending nor would I recommend it to others.  So the idea might of been original in the 50's but topics like telekenesis, ESP, computer-brain babies, and self produced morality and ethos have all been tackled more successfully in other science fiction classics before (Asimov) and since.  This book rarely set off that wow! button in my head or kept me turning pages.  This book simply did not have enough meat in it to make it anything more than mediocre at best.  In 1953 there were 5 Hugo Award nominees for best science fiction book (Determined in a retro hugo award ballot in 2004)  The Retro Hugo awards are fascinating because the voting (in this example) takes place 50 years later so the impact of the book on society can't really be ignored.  Besides More Than Human, the far superior The Caves Of Steel, Childhood's End, and Farenheit 451 were among the other entries in a banner year for classic sci-fi.  Needless to say, More Than Human did not win (Farenheit 451 did and rightfully so)  Bottom Line:  I wanted to like this book and it doesn't surprise me that others give it such high praise.  These are probably people that don't read other genres enjoy congratulatory wankfests",1,1
879,752,752,This has been a great tool in helping my kids understand why they should not eat junk!  Highly recommended,0,1
