,Unnamed: 0.1,Unnamed: 0,text,label,category,PET,euph_status,sentence,orig_text
2914,2914,2914,"James B. pays every centime of his five francs to M. Prohibant, and therefore is [PET_BOUNDARY]deprived[PET_BOUNDARY] of the pleasure of a book, or of some other thing of equal value. He loses five francs. This must be admitted; it can not fail to be admitted, that when the restriction raises the price of things, the consumer loses the difference.",0,,deprived,sometimes_euph,,"James B. pays every centime of his five francs to M. Prohibant , and therefore is deprived of the pleasure of a book , or of some other thing of equal value . He loses five francs . This must be admitted ; it can not fail to be admitted , that when the restriction raises the price of things , the consumer loses the difference ."
2166,2166,2166,Congressional District ZZ is used to indicate [PET_BOUNDARY]invalid[PET_BOUNDARY] congressional districts entered by recipients during the first reporting period.,0,,invalid,sometimes_euph,,Congressional District ZZ is used to indicate invalid congressional districts entered by recipients during the first reporting period .
1037,1037,1037,"And if the Northeast Republican establishment maintains its current stranglehold on it, it's pretty much over. @ @ @ @ @ @ @ @ @ @n't ascared a you! President Barack Obama bluntly told John McCain and other Republicans to [PET_BOUNDARY]lay off[PET_BOUNDARY] their attacks against U.N. Ambassador Susan Rice over the Benghazi assault, telling lawmakers that if they go after her ""then you have a problem with me."" And Obama, speaking at his first post-election press conference, vowed that Republican opposition would not dissuade him from nominating Rice to replace departing Secretary of State Hillary Clinton. ",0,employment/finances,lay off,sometimes_euph,President Barack Obama bluntly told John McCain and other Republicans to lay off their attacks against U,
512,512,512,"The result is that from the start the [PET_BOUNDARY]disadvantaged[PET_BOUNDARY] (heavy marbles) are unlikely to survive long or reproduce. By the end of this scenario, even the marbles that had no @ @ @ @ @ @ @ @ @ @ the advantaged (lighter) marbles consumed all the food.",0,employment/finances,disadvantaged,sometimes_euph,The result is that from the start the disadvantaged heavy marbles are unlikely to survive long or reproduce,
926,926,926,"And that they may recover themselves,.... Or ""awake"", and come to themselves, and appear to be sober, and in their right mind: the metaphor is taken from drunken men, who are overcharged, and are not in their senses, and being stupified fall asleep; and like these are persons [PET_BOUNDARY]intoxicated[PET_BOUNDARY] with errors and heresies, who when their minds are enlightened, and they are convinced of their evil tenets, repent of them, come to themselves, and acknowledge the truth, and so escape ",0,substances,intoxicated,sometimes_euph,Or awake and come to themselves and appear to be sober and in their right mind the metaphor is taken from drunken men who are overcharged and are not in their senses and being stupified fall asleep; and like these are persons intoxicated with errors and heresies who when their minds are enlightened and they are convinced of their evil tenets repent of them come to themselves and acknowledge the truth and so escape,
2697,2697,2697,"a few days later, on june th, indians' centerfielder rick manning fractured a vertebra while sliding into [PET_BOUNDARY]second base[PET_BOUNDARY]. manning went on the disabled list and was out until september. this turned out to be perhaps the most important event in eckersley's time with the indians, ahead of even that wonderful no hitter, but its importance wouldn't become clear for months, on the eve of the season.",0,,second base,sometimes_euph,,"A few days later , on June 4th , Indians ' centerfielder Rick Manning fractured a vertebra while sliding into second base . Manning went on the disabled list and was out until September . This turned out to be perhaps the most important event in Eckersley 's time with the Indians , ahead of even that wonderful no hitter , but its importance would n't become clear for months , on the eve of the 1978 season ."
1641,1641,1641,"That is simply not the case. After talking with my colleagues Ed Nangle and Charlette [PET_BOUNDARY]Stout[PET_BOUNDARY] about the program, we determined you have to look at the...",0,physical/mental attributes,stout,sometimes_euph,After talking with my colleagues Ed Nangle and Charlette Stout about the program we determined you have to look at the,
2794,2794,2794,"if rule xxii is continuously in effect, and does not [PET_BOUNDARY]expire[PET_BOUNDARY], how does one come to the conclusion that it applies on january th and every day thereafter, but there's something different about january rd'how does one come to the conclusion that there is hours in which now. does anyone care to answer my question?",0,,expire,sometimes_euph,,"If Rule XXII is continuously in effect , and does not expire , how does one come to the conclusion that it applies on January 4th and every day thereafter , but there 's something different about January 3rd ? How does one come to the conclusion that there is 24 hours in which @ @ @ @ @ @ @ @ @ @ Now . Does anyone care to answer my question ?"
1275,1275,1275,"Alan Campbell had shot himself one night in his laboratory, but had not revealed the secret that he had been forced to know. The excitement, such as it was, over Basil Hallward's disappearance would soon [PET_BOUNDARY]pass away[PET_BOUNDARY]. It was already waning.",0,death,pass away,sometimes_euph,The excitement such as it was over Basil Hallward's disappearance would soon pass away,
2685,2685,2685,"""i know the president hopes for a safer, freer, and a more prosperous middle east allied with us. i share this hope,"" romney continued. ""but hope is not a strategy. we can't support our friends and defeat our enemies in the middle east when our words are not [PET_BOUNDARY]backed up[PET_BOUNDARY] by deeds.""",0,,backed up,sometimes_euph,,""" I know the president hopes for a safer , freer , and a more prosperous Middle East allied with us . I share this hope , "" Romney continued . "" But hope is not a strategy . We ca n't support our friends and defeat our enemies in the Middle East when our words are not backed up by deeds . """
1478,1478,1478,"It has your name, address, party affiliation (if any ) and polling location. Only only have to show ID ( which could any photo ID, @ @ @ @ @ @ @ @ @ @ any official document with your name and address on it, ie bank statement, utility bill, pay stub, [PET_BOUNDARY]same-sex[PET_BOUNDARY] marriage certificate) and you only have the show ID the first time you vote. ",0,sexual activity,same-sex,sometimes_euph,Only only have to show ID which could any photo ID any official document with your name and address on it ie bank statement utility bill pay stub same-sex marriage certificate and you only have the show ID the first time you vote,
2279,2279,2279,"""We can [PET_BOUNDARY]neutralize[PET_BOUNDARY] the particles in your bloodstream, but the stargate is too big for our methods. We can't get 1,000 light-years away in time, either,"" Tom said. ""That's a year's travel for us.""",0,,neutralize,sometimes_euph,,""" We can neutralize the particles in your bloodstream , but the stargate is too big for our methods . We ca n't get 1,000 light-years away in time , either , "" Tom said . "" That 's a year 's travel for us . """
368,368,368,"It wasn?? t a question of whether he and his wife were going to divorce?? the relationship was toxic, the lawyers were in place, it was definitely over. The real concern was whether this guy needed time and space after the [PET_BOUNDARY]demise[PET_BOUNDARY] of his marriage. He assured my client that he didn?? t. ",0,death,demise,sometimes_euph,The real concern was whether this guy needed time and space after the demise of his marriage,
596,596,596,I have seen amazing tremendous transformations in all scopes in Poland since I came before the end of the 90s. The amazing democratic transformations that had taken place over the past 20 year generally in Eastern @ @ @ @ @ @ @ @ @ @ the deep changes within the macro-social system and the subsequent political and [PET_BOUNDARY]economical[PET_BOUNDARY] transformations. Today the Polish economy has become one of the most dynamically developing ones in Europe.,0,employment/finances,economical,sometimes_euph,The amazing democratic transformations that had taken place over the past 20 year generally in Eastern the deep changes within the macro-social system and the subsequent political and economical transformations,
2828,2828,2828,. for there are some eunuchs which were so born from their mother's womb-persons constitutionally either incapable of or [PET_BOUNDARY]indisposed[PET_BOUNDARY] to marriage.,0,,indisposed,sometimes_euph,,12 . For there are some eunuchs which were so born from their mother 's womb-persons constitutionally either incapable of or indisposed to marriage .
59,59,59,No I am not advocating taking up a religion just the opposite if you're in one dump it fast as instructed at Revelation 18v4 just take up studying the Bible and find the truth @ @ @ @ @ @ @ @ @ @ name YaHWeH Hebrew or JeHoVaH in English. I only found out about the last two items blue beam and H.A.A.R.P. apparently by [PET_BOUNDARY]accident[PET_BOUNDARY] from my study of the Bible I knew the fruitage of Jehovah God and what I was receiving was not displaying that fruitage all the time but it was displaying the abilities of God and Jesus so I prayed for an answer next day whilst looking at Bohemian Grove in amongst the many videos clips below was Project Blue Beam so I clicked on it and found the answer to my question.,0,misc.,accident,sometimes_euph,apparently by accident from my study of the Bible I knew the fruitage of Jehovah God and what I was receiving was not displaying that fruitage all the time but it was displaying the abilities of God and Jesus so I prayed for an answer next day whilst looking at Bohemian Grove in amongst the many videos clips below was Project Blue Beam so I clicked on it and found the answer to my question,
253,253,253,"Keep in mind, folks, that this guy claims to be a man of God. And yet he is in essence saying the murder of innocent babies and the furthering of the homosexual agenda are acceptable [PET_BOUNDARY]collateral damage[PET_BOUNDARY]. His shameful logic is BS to hide his racism and idolatry of skin color. ",0,death,collateral damage,sometimes_euph,And yet he is in essence saying the murder of innocent babies and the furthering of the homosexual agenda are acceptable collateral damage,
2586,2586,2586,Our baby at 8 months still sleeps with us about 3 hours a night. I probably wont try to correct it until maybe 1? up at 7am but he improved on his own. whatever works for parent and baby is whats best! Though sleeping without a pillow really sucks! (we had a major scare so I never [PET_BOUNDARY]sleep with[PET_BOUNDARY] a pillow when he is in our bed) Erin,0,,sleep with,sometimes_euph,,Our baby at 8 months still sleeps with us about 3 hours a night . I probably wont try to correct it until maybe 1 ? up at 7am but he improved on his own . whatever works for parent and baby is whats best ! Though sleeping without a pillow really sucks ! ( we had a major scare so I never sleep with a pillow when he is in our bed ) <h> Erin
2588,2588,2588,"That bottle is some ""Chucky"" lookin ish.. No way I could [PET_BOUNDARY]sleep with[PET_BOUNDARY] that thing sitting on my dresser staring at me all night..",0,,sleep with,sometimes_euph,,"That bottle is some "" Chucky "" lookin ish .. No way I could sleep with that thing sitting on my dresser staring at me all night .."
1276,1276,1276,"Regeneration is involved in pardon and justification. Old things have [PET_BOUNDARY]passed away[PET_BOUNDARY], and, behold, all things become new. The blind see, the lame walk, the deaf hear, the dead are brought to life. ",0,death,pass away,sometimes_euph,Old things have passed away and behold all things become new,
3093,3093,3093,"marko, can we please [PET_BOUNDARY]lay off[PET_BOUNDARY] the macbook insults'i happen to be using one right now.: )",0,,lay off,sometimes_euph,,"Marko , can we please lay off the Macbook insults ? I happen to be using one right now . : )"
984,984,984,"News started to filter out [PET_BOUNDARY]late[PET_BOUNDARY] on Saturday 29 February that the March Meeting of the American Physical Society (APS) had been cancelled due to ""rapidly escalating health concerns"" over coronavirus COVID-19. But this news came too late for many delegates who were already on their way to Denver, including many flying in from overseas. ",0,death,late,sometimes_euph,News started to filter out late on Saturday 29 February that the March Meeting of the American Physical Society APS had been cancelled due to rapidly escalating health concerns over coronavirus COVID-19,
1035,1035,1035,"might be to [PET_BOUNDARY]lay off[PET_BOUNDARY] this blog, other blogs, and cable news for awhile. There are lots of other things out there to handle, be involved with, and that are vastly more energizing and satisfying. ",0,employment/finances,lay off,sometimes_euph,might be to lay off this blog other blogs and cable news for awhile,
676,676,676,If this was a sequel I sure as hell would have watched the previous movie. It's like going into Return of the Jedi [PET_BOUNDARY]expecting[PET_BOUNDARY] everything to make sense. You have to watch A New Hope and The Empire Strikes Back to get the full context.,0,physical/mental attributes,expecting,sometimes_euph,It's like going into Return of the Jedi expecting everything to make sense,
3085,3085,3085,"i don't picture her husband as being a money grubber for her money. he doesn't seem the type, plus, he's successful in his own right &; earns good   as a plastic surgeon. ps-adrienne, [PET_BOUNDARY]lay off[PET_BOUNDARY] the plastic surgery, you look ridiculous!",0,,lay off,sometimes_euph,,"I do n't picture her husband as being a money grubber for her money . He does n't seem the type , plus , he 's successful in his OWN right &; earns good $ as a plastic surgeon . PS-Adrienne , LAY OFF THE PLASTIC SURGERY , you look ridiculous !"
1599,1599,1599,"Therefore did they rather choose for a season to suspend their assent unto the authority of the whole epistle than to prejudice the church by its admission. And well was it that some learned men afterward, by their [PET_BOUNDARY]sober[PET_BOUNDARY] interpretations of the words @ @ @ @ @ @ @ @ @ @ unto the errors of the Novatians; for without this it is much to be feared that some would have preferred their interest in their present controversy before the authority of it: which would, in the issue, have proved ruinous to the truth itself; for the epistle, being designed of God unto the common edification of the church, would have at length prevailed, whatever sense men, through their prejudices and ignorance, should put upon any passages of it. But this controversy is long since buried, the generality of the churches in the world being sufficiently remote from that which was truly the mistake of the Novatians; yea, the most of them do bear peaceably in their communion, without the least exercise of gospel discipline towards them, such persons as concerning whom the dispute was of old, whether they should ever in this world be admitted into the communion of the church, although upon their open and professed repentance. ",0,substances,sober,sometimes_euph,And well was it that some learned men afterward by their sober interpretations of the words unto the errors of the Novatians; for without this it is much to be feared that some would have preferred their interest in their present controversy before the authority of it which would in the issue have proved ruinous to the truth itself; for the epistle being designed of God unto the common edification of the church would have at length prevailed whatever sense men through their prejudices and ignorance should put upon any passages of it,
586,586,586,"Thus scattered by the need for haste the ships steamed west: Toledo reached Pearl Harbor on the 9th and left on the 11th; the Helena group arrived on the 11th and left on the 13th; the tankers, the submarines, and the two remaining destroyers pressed on behind. For destroyers en route to the Far East the distances west of Pearl posed problems of fuel consumption: steaming at 24 knots would save a day in transit, as compared to steaming at [PET_BOUNDARY]economical[PET_BOUNDARY] speed, but would also @ @ @ @ @ @ @ @ @ @ left the coast were far behind, none was available at Pearl for forward deployment, and the facilities at Midway Island, on the direct route westward, had been deactivated in May on instructions from the Department of Defense. ",0,employment/finances,economical,sometimes_euph,For destroyers en route to the Far East the distances west of Pearl posed problems of fuel consumption steaming at 24 knots would save a day in transit as compared to steaming at economical speed but would also left the coast were far behind none was available at Pearl for forward deployment and the facilities at Midway Island on the direct route westward had been deactivated in May on instructions from the Department of Defense,
936,936,936,"Yep, same problem here all day Friday and Saturday morning. How silly of me to think I had an [PET_BOUNDARY]invalid[PET_BOUNDARY] credit card number since THAT'S WHAT THE MESSAGE SAID. I finally made my way to the forum, called my credit card number @ @ @ @ @ @ @ @ @ @ morning, and finally while I had them on the phone they authorized and it went through. ",0,physical/mental attributes,invalid,sometimes_euph,How silly of me to think I had an invalid credit card number since THAT'S WHAT THE MESSAGE SAID,
1155,1155,1155,"Carbon. In pencil lead, it's @ @ @ @ @ @ @ @ @ @'s [PET_BOUNDARY]mixed up[PET_BOUNDARY] with other impurities and in the diamond it's in hard form. Jimmy Gator impression Quiz Kid Donnie Smith: "" Well... all we were asking was the common element, Donnie... but thank you for all that unnecessary knowledge... haha, kids! ",0,physical/mental attributes,mixed up,sometimes_euph,In pencil lead it's s mixed up with other impurities and in the diamond it's in hard form,
2470,2470,2470,"I haven't stopped marketing. I stopped wasting my time and money. I [PET_BOUNDARY]pulled the plug[PET_BOUNDARY] on my attempts to interrupt people with salesy messages they despise. I turned my strategy outside-in. Outside-in? Yes ma'am, outside-in. I stopped trying to find customers and started doing everything I can to have customers find me. It worked. Inbound marketing works.",0,,pulled the plug,sometimes_euph,,"I have n't stopped marketing . I stopped wasting my time and money . I pulled the plug on my attempts to interrupt people with salesy messages they despise . I turned my strategy outside-in . Outside-in ? Yes ma'am , outside-in . I stopped trying to find customers and started doing everything I can to have customers find me . It worked . <h> Inbound marketing works ."
778,778,778,"So when you go to the polls on Tuesday November 6 to cast your vote for President, Congress and the General Assembly, be sure to [PET_BOUNDARY]go all the way[PET_BOUNDARY] down the ballot and find Question 7 to cast your vote for the Affordable Housing Bond. It is @ @ @ @ @ @ @ @ @ @ day-to-day expenses to be able to find an affordable home, it is critical to building a better economic future for our state. ",0,sexual activity,go all the way,sometimes_euph,So when you go to the polls on Tuesday November 6 to cast your vote for President Congress and the General Assembly be sure to go all the way down the ballot and find Question 7 to cast your vote for the Affordable Housing Bond,
3027,3027,3027,"perish the thought, but the world's [PET_BOUNDARY]oldest profession[PET_BOUNDARY], salesmanship, is often a profession. salespeople don't produce anything; they lead others to do it for them. salespeople (as opposed to merchants) don't do anything except provide information and to attempt to change the behavior of others.",0,,oldest profession,sometimes_euph,,"Perish the thought , but the world 's oldest profession , salesmanship , is often a profession . Salespeople do n't produce anything ; they lead others to do it for them . Salespeople ( as opposed to merchants ) do n't do anything except provide information and to attempt to change the behavior of others ."
1032,1032,1032,"Of course, if the trial does find that simply an IP address is enough to convict an @ @ @ @ @ @ @ @ @ @ set a very scary precedent. However, if the trial finds that the minimal evidence copyright holders usually present in these cases isn't enough evidence to convict an alleged pirate, then copyright holders are going to have to implement new practices to find legitimate pirates, and [PET_BOUNDARY]lay off[PET_BOUNDARY] the trolling. ",0,employment/finances,lay off,sometimes_euph,However if the trial finds that the minimal evidence copyright holders usually present in these cases isn't enough evidence to convict an alleged pirate then copyright holders are going to have to implement new practices to find legitimate pirates and lay off the trolling,
2457,2457,2457,"Some facilities in the storm's trajectory, such as the nation's oldest nuclear have already [PET_BOUNDARY]pulled the plug[PET_BOUNDARY] for other reasons. In that case, routine maintenance has already allowed the facility a few days to cool down and will likely spare South Jersey from any otherwise imminent disaster. Across the East Coast, though, other sites might still pose a risk.",0,,pulled the plug,sometimes_euph,,"Some facilities in the storm 's trajectory , such as the nation 's oldest nuclear have already pulled the plug for other reasons . In that case , routine maintenance has already allowed the facility a few days to cool down and will likely spare South Jersey from any otherwise imminent disaster . Across the East Coast , though , other sites might still pose a risk ."
2387,2387,2387,"Clearly that position has changed. On Friday, Obama issued an executive order to implement unilateral sanctions against the Gaddafi regime. While the annex of the order only lists five individuals - the Libyan leader, his daughter Aisha, his sons Saif al-Islam, Mutassim, and Khamis - it targets all family members and associates. Hannibal is the only other sibling singled-out in the UN resolution that [PET_BOUNDARY]passed on[PET_BOUNDARY] Saturday.",0,,passed on,sometimes_euph,,"Clearly that position has changed . On Friday , Obama issued an executive order to implement unilateral sanctions against the Gaddafi regime . While the annex of the order only lists five individuals - the Libyan leader , his daughter Aisha , his sons Saif al-Islam , Mutassim , and Khamis - it targets all family members and associates . Hannibal is the only other sibling singled-out in the UN resolution that passed on Saturday ."
1585,1585,1585,"Being short of personnel, IFK Mariehamn figured that they should start buying players by the pound and, therefore, it made @ @ @ @ @ @ @ @ @ @ Toni Lehtinen (Haka ) who will greatly increase the pie-rate of MIFK's [PET_BOUNDARY]slim[PET_BOUNDARY] squad. After making this sizeable capture, Markus Paatelainen ( Honka ) and an assorted bunch of players from oversees joined the ranks of the islanders: Luca Bellisomo ( Vancouver Whitecaps, CAN ), Hendrik Helmke ( VfL Lbeck, GER ) and Fernando de Abreu Ferreira ( Olympiakos Nikosia, CYP). ",0,physical/mental attributes,slim,sometimes_euph,Being short of personnel IFK Mariehamn figured that they should start buying players by the pound and therefore it made Toni Lehtinen Haka who will greatly increase the pie-rate of MIFK's slim squad,
2281,2281,2281,"It's a well-known fact that exercise improves the circulation of immune cells in your blood. The job of these cells is to [PET_BOUNDARY]neutralize[PET_BOUNDARY] pathogens throughout your body. The better these cells circulate, the more efficient your immune system is at locating and defending against viruses and diseases trying to attack your body.",0,,neutralize,sometimes_euph,,"It 's a well-known fact that exercise improves the circulation of immune cells in your blood . The job of these cells is to neutralize pathogens throughout your body . The better these cells circulate , the more efficient your immune system is at locating and defending against viruses and diseases trying to attack your body ."
2370,2370,2370,"Well, as I stated previously, I heard an undercurrent of inexplicable anger and emotion that I thought far transcended the nature of the so-called ""crime."" Hate without reason, as it were, if not ""zealotry"" (although I never actually said she was a zealot, only that I see a similarity in her moral outrage to zealots. I also never said she was psycho, but forgive me if I [PET_BOUNDARY]pass on[PET_BOUNDARY] the kool-aid at her party)",0,,pass on,sometimes_euph,,"Well , as I stated previously , I heard an undercurrent of inexplicable anger and emotion that I thought far transcended the nature of the so-called "" crime . "" Hate without reason , as it were , if not "" zealotry "" ( although I never actually said she was a zealot , only that I see a similarity in her moral outrage to zealots . I also never said she was psycho , but forgive me if I pass on the kool-aid at her party )"
3057,3057,3057,"there are also numerous external risk factors for dropping out, such as gender, socioeconomic status, level of parental education, involvement [PET_BOUNDARY]with child[PET_BOUNDARY] welfare services, living in a single parent home and having a parent in prison. given that the more risk factors a student faces the more likely he/she is to drop out, we can extrapolate that interventions aimed at reducing and removing these alterable risk factors will be more successful at preventing students from dropping out.",0,,with child,sometimes_euph,,"There are also numerous external risk factors for dropping out , such as gender , socioeconomic status , level of parental education , involvement with child welfare services , living in a single parent home and having a parent in prison . Given that the more risk factors a student faces the more likely he/she is to drop out , we can extrapolate that interventions aimed at reducing and removing these alterable risk factors will be more successful at preventing students from dropping out ."
2292,2292,2292,"Of all Gaddafi's children, the most [PET_BOUNDARY]outspoken[PET_BOUNDARY] throughout the uprising has been his eldest son from Saif al-Islam has remained defiant since he declared that his country faced civil war and ""rivers of blood"" on February 20. He again spoke out on Saturday to say that his family was standing firm. Up until a week ago, many Western observers saw Saif al-Islam as a reformer - but times have since changed.",0,,outspoken,sometimes_euph,,"Of all Gaddafi 's children , the most outspoken throughout the uprising has been his eldest son from Saif al-Islam has remained defiant since he declared that his country faced civil war and "" rivers of blood "" on February 20 . He again spoke out on Saturday to say that his family was standing firm . Up until a week ago , many Western observers saw Saif al-Islam as a reformer - but times have since changed ."
980,980,980,"The central bank has been on its toes throughout the month, cushioning sharp losses in the rupee through its interventions in the spot as well as derivatives market. In March, the RBI sold $17.33 bln, reducing its arsenal of foreign exchange reserves to $469.91 bln that they have been stocking up since [PET_BOUNDARY]late[PET_BOUNDARY] September. ",0,death,late,sometimes_euph,In March the RBI sold $1733 bln reducing its arsenal of foreign exchange reserves to $46991 bln that they have been stocking up since late September,
2379,2379,2379,"If you are interested in becoming a consultant, Cloud 9 Parties will be with you every step party and beyond. We have added various success potions to our business that we just can't wait to [PET_BOUNDARY]pass on[PET_BOUNDARY] to you. Fill out our -Show Me How To Start An Adult Toy Business- form and well will happy to show you, ummm, the ropes! Succeed With The Tickle Team",0,,pass on,sometimes_euph,,"If you are interested in becoming a consultant , Cloud 9 Parties will be with you every step party and beyond . We have added various success potions to our business that we just ca n't wait to pass on to you . Fill out our -Show Me How To Start An Adult Toy Business- form and well will happy to show you , ummm , the ropes ! <h> Succeed With The Tickle Team"
355,355,355,"Though the War of 1812 is remembered as a relatively minor conflict in the United States and Britain, it looms large for Canadians and for Native Americans, who see it as a decisive turning point in their losing struggle to govern themselves. In fact, the war had a far-reaching impact in the United States, as the Treaty of Ghent ended decades of bitter partisan infighting in government and ushered in the so-called ""Era of Good Feelings."" The war also marked the [PET_BOUNDARY]demise[PET_BOUNDARY] of the Federalist Party, which had been accused of being unpatriotic for its antiwar stance, and reinforced a tradition of Anglophobia that had begun during the Revolutionary War. Perhaps most importantly, the war's outcome boosted national @ @ @ @ @ @ @ @ @ @ would shape the better part of the 19th century. ##346470 getting on planes with explosives. ",0,death,demise,sometimes_euph,The war also marked the demise of the Federalist Party which had been accused of being unpatriotic for its antiwar stance and reinforced a tradition of Anglophobia that had begun during the Revolutionary War,
2175,2175,2175,"Santorum's campaign said it challenged the Romney delegates, because the petitions were notarized in Massachusetts, according to Zahm. (It's unclear, however, if that's the case or if notarizing out of state would have made the petitions [PET_BOUNDARY]invalid[PET_BOUNDARY].)",0,,invalid,sometimes_euph,,"Santorum 's campaign said it challenged the Romney delegates , because the petitions were notarized in Massachusetts , according to Zahm . ( It 's unclear , however , if that 's the case or if notarizing out of state would have made the petitions invalid . )"
1036,1036,1036,"Ummm, economy collapsing, re-election campaigns, Obamacare, ending DADT, and yeah, Shyne. Please @ @ @ @ @ @ @ @ @ @ I'd wish you'd [PET_BOUNDARY]lay off[PET_BOUNDARY] the political blinds, for both parties. It just adds nonsense on top of the already steaming pile of nonsense that is the political arena. ",0,employment/finances,lay off,sometimes_euph,Please I'd wish you'd lay off the political blinds for both parties,
2448,2448,2448,"The show is in its 6th (!) and allegedly final season. The decision to [PET_BOUNDARY]pull the plug[PET_BOUNDARY] had already been made before Hurricane Sandy put its own exclamation point on it, meaning -- for better or worse -- many of our final images of the Shore as it used to be will include a drunken Nicole ""Snooki"" Polizzi being hauled off the beach by cops and large men pumping their fists in a frenzy like so many spikey-haired mutants. Needless to say, that's a bit sad.",0,,pull the plug,sometimes_euph,,"The show is in its 6th ( ! ) and allegedly final season . The decision to pull the plug had already been made before Hurricane Sandy put its own exclamation point on it , meaning -- for better or worse -- many of our final images of the Shore as it used to be will include a drunken Nicole "" Snooki "" Polizzi being hauled off the beach by cops and large men pumping their fists in a frenzy like so many spikey-haired mutants . Needless to say , that 's a bit sad ."
2241,2241,2241,"The way forward that has worked the best when I have over-reacted is to [PET_BOUNDARY]let go of[PET_BOUNDARY] any redaction that is not who I am when I'm at my best. My baseline for ""my best"" are some pictures I have when I was a child - pristinely myself - naturally loving, full-on, and curious about everything.",0,,let go of,sometimes_euph,,"The way forward that has worked the best when I have over-reacted is to let go of any redaction that is not who I am when I 'm at my best . My baseline for "" my best "" are some pictures I have when I was a child - pristinely myself - naturally loving , full-on , and curious about everything ."
2803,2803,2803,"markets suffered some volatility once the election results came in, but it should also be noted that consumer sentiment has reached a schiff included, but congress has assured the nation that it will reach a reasonable agreement by the time [PET_BOUNDARY]expires[PET_BOUNDARY]. markets should see a healthy jump in that event, but schiff stated that passing such a measure will only delay the inevitable decline of the economy.",0,,expire,sometimes_euph,,"Markets suffered some volatility once the election results came in , but it should also be noted that consumer sentiment has reached a @ @ @ @ @ @ @ @ @ @ Schiff included , but Congress has assured the nation that it will reach a reasonable agreement by the time 2012 expires . Markets should see a healthy jump in that event , but Schiff stated that passing such a measure will only delay the inevitable decline of the economy ."
1318,1318,1318,"So true @ @ @ @ @ @ @ @ @ @ the regional school from which I just retired, I was told ""This is a teaching university; you will not be fired for not publishing, but you will be fired for not teaching. "" I smiled at the dean and said, "" I feel like I just came home. "" Unfortunately, in the following years there were changes in administration which allowed the "" publish or [PET_BOUNDARY]perish[PET_BOUNDARY]"" people to devaluate our dedication to teaching. Once that bit of deconstruction of academe had been accomplished, we were given an administration devoted to PR-- forget about teachers' salaries, but put up statues and courtyards and have as many photo ops as possible. ",0,death,perish,sometimes_euph,Unfortunately in the following years there were changes in administration which allowed the publish or perish people to devaluate our dedication to teaching,
3001,3001,3001,"but what is also worrying how amanpour selectively shows all sides and yet she skews the story manly on to muslims, one after another and then another and then another and then one story that has nothing to do [PET_BOUNDARY]with child[PET_BOUNDARY] brides but domestic abuse but its done by a muslim man and so amanpour can get the ""men are kings"" quote up on the screen. the short time and caveat that this is done not just by muslims was laughable. this was shoddy and hack journalism to mask a sinsiter cnn angle.",0,,with child,sometimes_euph,,"But what is also worrying how Amanpour selectively shows all sides and yet she skews the story manly on to Muslims , one after another and then another and then another and then one story that has nothing to do with child brides but domestic abuse but its done by a Muslim man and so Amanpour can get the "" Men Are Kings "" quote up on the screen . the short time and caveat that this is done not just by Muslims was laughable . This was shoddy and hack journalism to mask a sinsiter CNN angle ."
1586,1586,1586,"But there was no way he was going to let them hurt Marceline. He knew his chances of winning were [PET_BOUNDARY]slim[PET_BOUNDARY], but he had to fight back. He would do anything for the little lost girl, even at the cost of his own life, however little that might be worth. ",0,physical/mental attributes,slim,sometimes_euph,He knew his chances of winning were slim but he had to fight back,
784,784,784,Roger said that the money goes to all areas. Howard said he's going [PET_BOUNDARY]to go to heaven[PET_BOUNDARY] for that. Roger said he doesn't think so.,0,death,go to heaven,sometimes_euph,Howard said he's going to go to heaven for that,
2263,2263,2263,"When I see comments like this, it reinforces my view that the whole debate is (painfully slowly, perhaps) approaching a [PET_BOUNDARY]neutralize[PET_BOUNDARY]d state. If one takes a multi-dimensional view, it almost can't end up anywhere but neutralized -- there's just too much discord -- and some of it is fierce.",0,,neutralize,sometimes_euph,,"When I see comments like this , it reinforces my view that the whole debate is ( painfully slowly , perhaps ) approaching a neutralized state . If one takes a multi-dimensional view , it almost ca n't end up anywhere but neutralized -- there 's just too much discord -- and some of it is fierce ."
1872,1872,1872,"There is a fight for sun. If the grass doesn't shade the [PET_BOUNDARY]weed[PET_BOUNDARY], the weed will shade the grass. Sun is food. ",0,substances,weed,sometimes_euph,If the grass doesn't shade the weed the weed will shade the grass,
2185,2185,2185,". But a few of you here need to see a therapist. Not because your anger is [PET_BOUNDARY]invalid[PET_BOUNDARY], but because it is directed in impractical directions.",0,,invalid,sometimes_euph,,". But a few of you here need to see a therapist . Not because your anger is invalid , but because it is directed in impractical directions ."
2280,2280,2280,"Forcing an animal-protein-free diet on everyone will invariably cause harm and suffering in many whose biochemically and genetically determined nutritional type requires large amounts of fat and protein. Stone also highlights a specific ""magic potion"" from an infectious diseases specialist that is based on pasteurized egg whites. Eggs are a phenomenal health food, especially when eaten raw, but consuming pasteurized eggs will [PET_BOUNDARY]neutralize[PET_BOUNDARY] many of the health benefits.",0,,neutralize,sometimes_euph,,"Forcing an animal-protein-free diet on everyone will invariably cause harm and suffering in many whose biochemically and genetically determined nutritional type requires large amounts of fat and protein . Stone also highlights a specific "" magic potion "" from an infectious diseases specialist that is based on pasteurized egg whites . Eggs are a phenomenal health food , especially when eaten raw , but consuming pasteurized eggs will neutralize many of the health benefits ."
