,Unnamed: 0.1,Unnamed: 0,text,clean_text,char_count,word_count,topic_sim_sum,topic_sim_index,topic_matches,label
587,9886,364209,"In Colorado , Amendment 64 "" would regulate marijuana much like alcohol , "" says Howard Wooldridge , a retired police detective from Texas and a longtime campaigner for marijuana legalization . He has come to Greeley , Colo. , to wave a sign for the measure . "" This would free up precious police resources to go after real criminals , drunk drivers , etc. , as opposed to wasting time on a green plant , "" he says .","in colorado , amendment  "" would regulate marijuana much like alcohol , "" says howard wooldridge , a retired police detective from texas and a longtime campaigner for marijuana legalization . he has come to greeley , colo. , to wave a sign for the measure . "" this would free up precious police resources to go after real criminals , drunk drivers , etc. , as opposed to wasting time on a green plant , "" he says .",414,80,12,0.1764705882352941,"[('amendment', 'bill', 0.69470596), ('amendment', 'legislation', 0.6887385), ('marijuana', 'drug', 0.5028342), ('police', 'investigators', 0.52164876), ('police', 'police', 1.0), ('detective', 'police', 0.5725097), ('marijuana', 'drug', 0.5028342), ('measure', 'bill', 0.5858489), ('measure', 'legislation', 0.55200386), ('police', 'investigators', 0.52164876), ('police', 'police', 1.0), ('criminals', 'crime', 0.59270114)]",1
48,5335,354022,""" Last night during a @ @ @ @ @ @ @ @ @ @ that approximately 3,650 ballots were double-counted on election night , and approximately 1,950 ballots were not counted at all , with all ballots coming from the last three days of early voting - which is what was retabulated on Sunday . However , if this information is accurate , the total vote in the county should have decreased by 1,700 votes after the Sunday retabulation . Instead the total votes cast declined by 799 . It simply does not add up .",""" last night during a @ @ @ @ @ @ @ @ @ @ that approximately , ballots were double-counted on election night , and approximately , ballots were not counted at all , with all ballots coming from the last three days of early voting - which is what was retabulated on sunday . however , if this information is accurate , the total vote in the county should have decreased by , votes after the sunday retabulation . instead the total votes cast declined by  . it simply does not add up .",483,96,26,0.3466666666666667,"[('ballots', 'election', 0.50737286), ('ballots', 'vote', 0.5650944), ('ballots', 'voters', 0.5508915), ('election', 'candidate', 0.50569105), ('election', 'election', 1.0), ('election', 'vote', 0.602672), ('election', 'voters', 0.5857161), ('ballots', 'election', 0.50737286), ('ballots', 'vote', 0.5650944), ('ballots', 'voters', 0.5508915), ('ballots', 'election', 0.50737286), ('ballots', 'vote', 0.5650944), ('ballots', 'voters', 0.5508915), ('voting', 'election', 0.5065524), ('voting', 'vote', 0.72739744), ('voting', 'voters', 0.52248776), ('vote', 'election', 0.602672), ('vote', 'vote', 1.0), ('vote', 'voters', 0.5841916), ('votes', 'election', 0.50482404), ('votes', 'vote', 0.767614), ('votes', 'voters', 0.529137), ('retabulation', 'election', 0.5566182), ('votes', 'election', 0.50482404), ('votes', 'vote', 0.767614), ('votes', 'voters', 0.529137)]",1
1033,7509,831180,"Brenda Shead graced her fingers along a photo of her son Tuesday in the Frank Murphy Hall of Justice in Detroit . When she had the opportunity , she stood up and told Circuit Court Judge Margaret Van Houten the murder of her son , Matthew Olivarez , will ...","brenda shead graced her fingers along a photo of her son tuesday in the frank murphy hall of justice in detroit . when she had the opportunity , she stood up and told circuit court judge margaret van houten the murder of her son , matthew olivarez , will ...",258,50,11,0.2444444444444444,"[('son', 'old', 0.5190995), ('justice', 'justice', 1.0), ('court', 'court', 1.0), ('court', 'judge', 0.69727296), ('judge', 'court', 0.69727296), ('judge', 'judge', 1.0), ('murder', 'crime', 0.53367186), ('murder', 'death', 0.6415225), ('murder', 'killing', 0.63495654), ('murder', 'murder', 1.0), ('son', 'old', 0.5190995)]",1
284,6035,282636,"10:45 PM Food stamp cuts are @ @ @ @ @ @ @ @ @ @ CEO Tony Vernon , who says a minimum one-sixth of company revenue comes from program usage . Proposals floating around Congress would cut funding for food stamps as health advocates point out the program is a corporate subsidy to the nation 's processed food giants",": pm food stamp cuts are @ @ @ @ @ @ @ @ @ @ ceo tony vernon , who says a minimum one-sixth of company revenue comes from program usage . proposals floating around congress would cut funding for food stamps as health advocates point out the program is a corporate subsidy to the nation 's processed food giants",310,61,13,0.2708333333333333,"[('cuts', 'budget', 0.5091997), ('cuts', 'cuts', 1.0), ('ceo', 'president', 0.5121207), ('revenue', 'fiscal', 0.55028176), ('proposals', 'legislation', 0.5197717), ('congress', 'congress', 1.0), ('cut', 'cuts', 0.6245189), ('funding', 'budget', 0.5415), ('funding', 'funding', 0.99999994), ('health', 'health', 1.0), ('nation', 'country', 0.7242872), ('nation', 'nation', 1.0), ('nation', 'world', 0.57605803)]",1
436,4994,331564,"So the current situation is that whether you have all domestic @ @ @ @ @ @ @ @ @ @ is still most likely to be treated as a foreign fund , subjected to all foreign investment restrictions and regulations . When this fund makes an investment into a Chinese company , this company will change from a purely domestic company to a foreign invested enterprise ( FIE ) , which falls under different regulatory rules .","so the current situation is that whether you have all domestic @ @ @ @ @ @ @ @ @ @ is still most likely to be treated as a foreign fund , subjected to all foreign investment restrictions and regulations . when this fund makes an investment into a chinese company , this company will change from a purely domestic company to a foreign invested enterprise ( fie ) , which falls under different regulatory rules .",410,78,12,0.1967213114754098,"[('fund', 'funding', 0.54371524), ('fund', 'money', 0.578971), ('restrictions', 'ban', 0.61776996), ('restrictions', 'restrictions', 1.0), ('regulations', 'law', 0.5151655), ('regulations', 'legislation', 0.527581), ('regulations', 'restrictions', 0.5882759), ('fund', 'funding', 0.54371524), ('fund', 'money', 0.578971), ('rules', 'law', 0.5177953), ('rules', 'restrictions', 0.5421726), ('rules', 'rule', 0.6459378)]",1
980,8159,1170567,"In this year 's primary , when only Republicans had a choice for presidential nominee ( Mitt Romney got more votes in Berks than Newt Gingrich , Rick Santorum and Ron Paul combined ) , only about 45,150 people voted in Berks , or 19 percent of registered voters .","in this year 's primary , when only republicans had a choice for presidential nominee ( mitt romney got more votes in berks than newt gingrich , rick santorum and ron paul combined ) , only about , people voted in berks , or  percent of registered voters .",256,49,12,0.2926829268292683,"[('primary', 'primary', 1.0), ('republicans', 'democrats', 0.6657833), ('republicans', 'republican', 0.7488651), ('presidential', 'election', 0.6043894), ('nominee', 'candidate', 0.59014064), ('votes', 'election', 0.50482404), ('votes', 'vote', 0.767614), ('votes', 'voters', 0.529137), ('voted', 'vote', 0.6484754), ('voters', 'election', 0.5857161), ('voters', 'vote', 0.5841916), ('voters', 'voters', 1.0)]",1
568,6048,1559455,"Press release , dated October 23 , 1950 , by presidential press secretary Charles G. Ross concerning a 1950 presidential address to the United Nations . In the October 24 , 1950 address , delivered before the United Nations General Assembly at Flushing Meadows , N.Y . , President Harry S. Truman reviewed the rationale for establishing the U.N . and reiterated the importance of fulfilling U.N . goals of peace and progress in human welfare . From the Papers of Harry Truman , Official @ @ @ @ @ @ @ @ @ @ December","press release , dated october  ,  , by presidential press secretary charles g. ross concerning a  presidential address to the united nations . in the october  ,  address , delivered before the united nations general assembly at flushing meadows , n.y . , president harry s. truman reviewed the rationale for establishing the u.n . and reiterated the importance of fulfilling u.n . goals of peace and progress in human welfare . from the papers of harry truman , official @ @ @ @ @ @ @ @ @ @ december",499,91,11,0.1617647058823529,"[('press', 'media', 0.6013203), ('press', 'news', 0.519518), ('presidential', 'election', 0.6043894), ('press', 'media', 0.6013203), ('press', 'news', 0.519518), ('presidential', 'election', 0.6043894), ('president', 'president', 1.0), ('peace', 'peace', 1.0), ('progress', 'progress', 1.0), ('welfare', 'health', 0.50554425), ('official', 'officials', 0.542246)]",1
1072,4636,736690,"When we read that book in school , my third grade reading teacher Mrs. Andrews turned our school into a fake Met . We had to hide from fake museum guards in bathroom stalls , and budget money and shit in the @ @ @ @ @ @ @ @ @ @ Harriet the spy inspired me to peer out of my windows with my crappy binoculars and watch people and write stuff down about them . This consumed most of my day . Now I feel like I was possibly not the only one who did this !","when we read that book in school , my third grade reading teacher mrs. andrews turned our school into a fake met . we had to hide from fake museum guards in bathroom stalls , and budget money and shit in the @ @ @ @ @ @ @ @ @ @ harriet the spy inspired me to peer out of my windows with my crappy binoculars and watch people and write stuff down about them . this consumed most of my day . now i feel like i was possibly not the only one who did this !",452,99,13,0.1566265060240964,"[('school', 'education', 0.50553805), ('school', 'school', 0.99999994), ('teacher', 'school', 0.6382406), ('school', 'education', 0.50553805), ('school', 'school', 0.99999994), ('bathroom', 'bathroom', 1.0), ('budget', 'budget', 0.99999994), ('budget', 'cuts', 0.5091997), ('budget', 'deficit', 0.5496122), ('budget', 'fiscal', 0.59004045), ('budget', 'funding', 0.5415), ('budget', 'spending', 0.56915724), ('money', 'money', 1.0)]",1
731,6140,1227886,"After three terms in the House , Donnelly is taking his record as a legislative moderate to the north side of the Capitol . As a Blue Dog Democrat , he advocated fiscal discipline along with national security @ @ @ @ @ @ @ @ @ @ will focus on helping Indiana businesses create jobs , strengthening the economy and lowering the debt .","after three terms in the house , donnelly is taking his record as a legislative moderate to the north side of the capitol . as a blue dog democrat , he advocated fiscal discipline along with national security @ @ @ @ @ @ @ @ @ @ will focus on helping indiana businesses create jobs , strengthening the economy and lowering the debt .",333,65,12,0.24,"[('legislative', 'lawmakers', 0.6512937), ('legislative', 'legislation', 0.5366426), ('legislative', 'senate', 0.5789615), ('moderate', 'conservative', 0.5067968), ('democrat', 'democrats', 0.756922), ('democrat', 'republican', 0.63158494), ('fiscal', 'budget', 0.59004045), ('fiscal', 'fiscal', 1.0), ('security', 'security', 1.0), ('jobs', 'job', 0.62629366), ('economy', 'economy', 1.0), ('debt', 'debt', 1.0)]",1
157,4097,126668,"By what measure , I wonder . I actually have to admit I know precious little about his education policy , except for the make-work "" Race @ @ @ @ @ @ @ @ @ @ "" no president has ever had to endure what the republican nitwits are tossing up . ""","by what measure , i wonder . i actually have to admit i know precious little about his education policy , except for the make-work "" race @ @ @ @ @ @ @ @ @ @ "" no president has ever had to endure what the republican nitwits are tossing up . """,242,54,10,0.25,"[('measure', 'bill', 0.5858489), ('measure', 'legislation', 0.55200386), ('education', 'education', 1.0), ('education', 'school', 0.50553805), ('policy', 'policy', 1.0), ('policy', 'strategy', 0.525799), ('race', 'race', 1.0), ('president', 'president', 1.0), ('republican', 'democrats', 0.60743797), ('republican', 'republican', 1.0)]",1
1042,3036,1638916,"Government-mandatory curricula and state or national assessments that drag teachers back to a timetable of enforced content and fear of failure . Learning can only really start once we as teachers and administrators can negotiate a pathway through outdated paradigms and apply learning to relevant contexts . Regrettably , an absence of government vision for education ( for decades ) , unworkable educational bureaucracies and a union that depresses grassroots innovation can create the perfect storm of disillusionment for teachers .","government-mandatory curricula and state or national assessments that drag teachers back to a timetable of enforced content and fear of failure . learning can only really start once we as teachers and administrators can negotiate a pathway through outdated paradigms and apply learning to relevant contexts . regrettably , an absence of government vision for education ( for decades ) , unworkable educational bureaucracies and a union that depresses grassroots innovation can create the perfect storm of disillusionment for teachers .",535,81,15,0.2027027027027027,"[('curricula', 'education', 0.5850596), ('teachers', 'education', 0.52093196), ('teachers', 'school', 0.6158268), ('teachers', 'education', 0.52093196), ('teachers', 'school', 0.6158268), ('government', 'administration', 0.5462369), ('government', 'government', 1.0), ('education', 'education', 1.0), ('education', 'school', 0.50553805), ('educational', 'education', 0.6780008), ('union', 'labor', 0.5315647), ('union', 'strike', 0.5092126), ('union', 'union', 1.0), ('teachers', 'education', 0.52093196), ('teachers', 'school', 0.6158268)]",1
966,424,11500,"First we estimated the two-party vote as a poll of polls in each battleground state . We use all available polls that entered the field on October 23 or later and were reported on the web by the morning of November 2 . For simplicity , we treat all polls as equally valid and ignore "" house @ @ @ @ @ @ @ @ @ @ simple random sampling , we estimate the probable outcomes from 10,000 simulations .","first we estimated the two-party vote as a poll of polls in each battleground state . we use all available polls that entered the field on october  or later and were reported on the web by the morning of november  . for simplicity , we treat all polls as equally valid and ignore "" house @ @ @ @ @ @ @ @ @ @ simple random sampling , we estimate the probable outcomes from , simulations .",387,78,16,0.2580645161290322,"[('vote', 'election', 0.602672), ('vote', 'vote', 1.0), ('vote', 'voters', 0.5841916), ('poll', 'poll', 1.0), ('polls', 'election', 0.6596775), ('polls', 'poll', 0.7592546), ('polls', 'vote', 0.54250556), ('polls', 'voters', 0.61303115), ('polls', 'election', 0.6596775), ('polls', 'poll', 0.7592546), ('polls', 'vote', 0.54250556), ('polls', 'voters', 0.61303115), ('polls', 'election', 0.6596775), ('polls', 'poll', 0.7592546), ('polls', 'vote', 0.54250556), ('polls', 'voters', 0.61303115)]",1
661,707,987528,"A reconciliation bill only needs 51 votes to pass , but at the same time it can in theory be extremely controversial . Vice President Dick Cheney cast a tie-breaking reconciliation vote in December 2005 at a time when Republicans held 55 seats in the Senate . And in recent days several Democrats have signaled that they might vote against a reconciliation bill if it contains big ticket items like health reform and climate change legislation . If they stick to their guns , Franken 's vote could be key .","a reconciliation bill only needs  votes to pass , but at the same time it can in theory be extremely controversial . vice president dick cheney cast a tie-breaking reconciliation vote in december  at a time when republicans held  seats in the senate . and in recent days several democrats have signaled that they might vote against a reconciliation bill if it contains big ticket items like health reform and climate change legislation . if they stick to their guns , franken 's vote could be key .",498,88,31,0.3780487804878049,"[('reconciliation', 'peace', 0.5533439), ('votes', 'election', 0.50482404), ('votes', 'vote', 0.767614), ('votes', 'voters', 0.529137), ('president', 'president', 1.0), ('reconciliation', 'peace', 0.5533439), ('vote', 'election', 0.602672), ('vote', 'vote', 1.0), ('vote', 'voters', 0.5841916), ('republicans', 'democrats', 0.6657833), ('republicans', 'republican', 0.7488651), ('senate', 'senate', 1.0), ('democrats', 'democrats', 0.99999994), ('democrats', 'republican', 0.60743797), ('vote', 'election', 0.602672), ('vote', 'vote', 1.0), ('vote', 'voters', 0.5841916), ('reconciliation', 'peace', 0.5533439), ('health', 'health', 1.0), ('reform', 'legislation', 0.57821727), ('reform', 'reform', 1.0), ('legislation', 'bill', 0.81843793), ('legislation', 'law', 0.58004606), ('legislation', 'lawmakers', 0.553626), ('legislation', 'legislation', 1.0), ('legislation', 'reform', 0.57821727), ('guns', 'gun', 0.7835824), ('guns', 'weapons', 0.6692915), ('vote', 'election', 0.602672), ('vote', 'vote', 1.0), ('vote', 'voters', 0.5841916)]",1
886,9477,562842,"As Christians , are we to just pray about all this stuff we see going on in our country or is it our duty as Christians to actually DO something about it ? Is a Christian to refrain from taking action regarding what happens socially in their Government or ( as per the Constitution of the United States of America ) are they to take action to correct the injustice ( physically oust the corrupt politicians , judges , etc ) ?","as christians , are we to just pray about all this stuff we see going on in our country or is it our duty as christians to actually do something about it ? is a christian to refrain from taking action regarding what happens socially in their government or ( as per the constitution of the united states of america ) are they to take action to correct the injustice ( physically oust the corrupt politicians , judges , etc ) ?",425,82,12,0.1643835616438356,"[('country', 'country', 1.0), ('country', 'nation', 0.7242872), ('country', 'world', 0.59803855), ('government', 'administration', 0.5462369), ('government', 'government', 1.0), ('constitution', 'law', 0.5401366), ('injustice', 'justice', 0.518453), ('politicians', 'democrats', 0.5317054), ('politicians', 'government', 0.5145743), ('politicians', 'lawmakers', 0.5712386), ('politicians', 'politics', 0.5705571), ('judges', 'judge', 0.6271926)]",1
589,8166,955724,"I never went to college , so I admit I 'm going out on a limb here , but help me out college grads-- were n't a lot of these rules essentially created by pressure from student groups who wanted to censor or limit the speech of other icky student groups that were unpopular or politically incorrect ? Student groups that tended to wave 6 "" American flags and go to church on Sunday ?","i never went to college , so i admit i 'm going out on a limb here , but help me out college grads-- were n't a lot of these rules essentially created by pressure from student groups who wanted to censor or limit the speech of other icky student groups that were unpopular or politically incorrect ? student groups that tended to wave  "" american flags and go to church on sunday ?",381,74,11,0.1571428571428571,"[('college', 'school', 0.6081898), ('college', 'school', 0.6081898), ('rules', 'law', 0.5177953), ('rules', 'restrictions', 0.5421726), ('rules', 'rule', 0.6459378), ('student', 'school', 0.6055627), ('limit', 'restrictions', 0.5305728), ('student', 'school', 0.6055627), ('incorrect', 'inaccuracies', 0.5201037), ('student', 'school', 0.6055627), ('church', 'church', 1.0)]",1
347,3754,836870,"It 's well-known that red states generally take back more federal money than they give , with Mother Jones nothing that "" Republican states , on average , received $1.46 in federal spending for every tax dollar paid . "" ( They also love their pork . ) While it 's true that Texas remains one of the few red states that bucks this trend , there 's plenty of other Perry-mooching that can be reimbursed , with those checks written back to President Obama and Uncle Sam .","it 's well-known that red states generally take back more federal money than they give , with mother jones nothing that "" republican states , on average , received $. in federal spending for every tax dollar paid . "" ( they also love their pork . ) while it 's true that texas remains one of the few red states that bucks this trend , there 's plenty of other perry-mooching that can be reimbursed , with those checks written back to president obama and uncle sam .",465,89,10,0.1265822784810126,"[('federal', 'government', 0.5094332), ('money', 'money', 1.0), ('republican', 'democrats', 0.60743797), ('republican', 'republican', 1.0), ('federal', 'government', 0.5094332), ('spending', 'budget', 0.56915724), ('spending', 'spending', 1.0), ('tax', 'tax', 1.0), ('dollar', 'dollar', 1.0), ('president', 'president', 1.0)]",1
398,2728,1385481,"U.S. and NATO officials said they were concerned forces loyal to Gadhafi might stage a last-ditch attack against civilians . Senior levels of NATO were watching closely for any sign of a massing of Libyan government forces or the movement of weapons such as rockets or artillery , said a senior allied official , speaking on condition of anonymity because of sensitive intelligence matters .","u.s. and nato officials said they were concerned forces loyal to gadhafi might stage a last-ditch attack against civilians . senior levels of nato were watching closely for any sign of a massing of libyan government forces or the movement of weapons such as rockets or artillery , said a senior allied official , speaking on condition of anonymity because of sensitive intelligence matters .",391,65,13,0.2131147540983606,"[('officials', 'investigators', 0.50950015), ('officials', 'officials', 0.99999994), ('concerned', 'concerns', 0.5112068), ('forces', 'army', 0.58733), ('forces', 'force', 0.519529), ('attack', 'attack', 1.0), ('government', 'administration', 0.5462369), ('government', 'government', 1.0), ('forces', 'army', 0.58733), ('forces', 'force', 0.519529), ('weapons', 'gun', 0.54864347), ('weapons', 'weapons', 1.0), ('official', 'officials', 0.542246)]",1
162,2196,1426187,"Ohio voters have backed the winner in the past 12 presidential elections , with a mix of Democrats and Republicans that make it a perpetual swing state . Obama beat Arizona Sen. John McCain there 51.5 percent to 46.9 percent in 2008 , a 262,224-vote margin of victory .","ohio voters have backed the winner in the past  presidential elections , with a mix of democrats and republicans that make it a perpetual swing state . obama beat arizona sen. john mccain there . percent to . percent in  , a ,-vote margin of victory .",251,47,11,0.2682926829268293,"[('voters', 'election', 0.5857161), ('voters', 'vote', 0.5841916), ('voters', 'voters', 1.0), ('presidential', 'election', 0.6043894), ('elections', 'election', 0.86722374), ('elections', 'vote', 0.566956), ('elections', 'voters', 0.5204255), ('democrats', 'democrats', 0.99999994), ('democrats', 'republican', 0.60743797), ('republicans', 'democrats', 0.6657833), ('republicans', 'republican', 0.7488651)]",1
788,564,689170,"Mr. Gray has faced intense scrutiny over a federal probe into activities during his 2010 campaign . Three of his campaign aides have pleaded guilty to either paying a minor mayoral candidate to verbally attack then-incumbent Mayor Adrian M. Fenty or to managing straw donations and $650,000 in undocumented campaign funds , prompting three D.C. Council members to call for his resignation .","mr. gray has faced intense scrutiny over a federal probe into activities during his  campaign . three of his campaign aides have pleaded guilty to either paying a minor mayoral candidate to verbally attack then-incumbent mayor adrian m. fenty or to managing straw donations and $, in undocumented campaign funds , prompting three d.c. council members to call for his resignation .",380,62,12,0.2033898305084746,"[('federal', 'government', 0.5094332), ('probe', 'investigation', 0.7943026), ('campaign', 'campaign', 1.0), ('campaign', 'campaign', 1.0), ('mayoral', 'election', 0.5104303), ('candidate', 'candidate', 1.0), ('candidate', 'election', 0.50569105), ('attack', 'attack', 1.0), ('undocumented', 'immigration', 0.55378), ('campaign', 'campaign', 1.0), ('funds', 'funding', 0.65487075), ('funds', 'money', 0.70552033)]",1
900,805,295357,"Solar PV development then slowed down in the 1980 ? s along with other renewable energy sources due to falling oil prices . Despite the slowed development , by 1999 the total worldwide PV installations accounted for 1,000MW , which produced enough energy to power 750,000 homes . Since then the emphasis has been on researching how to build cheap PV panels for the mass market in an attempt to reduce our dependence on fossil fuels for our energy supply . Progress has been enormous and influential .","solar pv development then slowed down in the  ? s along with other renewable energy sources due to falling oil prices . despite the slowed development , by  the total worldwide pv installations accounted for ,mw , which produced enough energy to power , homes . since then the emphasis has been on researching how to build cheap pv panels for the mass market in an attempt to reduce our dependence on fossil fuels for our energy supply . progress has been enormous and influential .",482,86,10,0.1282051282051282,"[('energy', 'gas', 0.50853217), ('oil', 'gas', 0.7105981), ('oil', 'oil', 1.0), ('prices', 'prices', 1.0), ('worldwide', 'world', 0.5641197), ('energy', 'gas', 0.50853217), ('power', 'power', 1.0), ('market', 'prices', 0.51924664), ('energy', 'gas', 0.50853217), ('progress', 'progress', 1.0)]",1
442,6130,1255153,"The same finding does not emerge when I compare individuals who quit their jobs just before and after Election @ @ @ @ @ @ @ @ @ @ explained by the fact that people who do not have to go to work simply have more free time to vote . The key is losing your job . Americans who lose their jobs in high-unemployment contexts are more likely to report voting than otherwise similar Americans who are employed on Election Day , but who will lose their jobs shortly .","the same finding does not emerge when i compare individuals who quit their jobs just before and after election @ @ @ @ @ @ @ @ @ @ explained by the fact that people who do not have to go to work simply have more free time to vote . the key is losing your job . americans who lose their jobs in high-unemployment contexts are more likely to report voting than otherwise similar americans who are employed on election day , but who will lose their jobs shortly .",460,91,18,0.2337662337662337,"[('jobs', 'job', 0.62629366), ('election', 'candidate', 0.50569105), ('election', 'election', 1.0), ('election', 'vote', 0.602672), ('election', 'voters', 0.5857161), ('vote', 'election', 0.602672), ('vote', 'vote', 1.0), ('vote', 'voters', 0.5841916), ('job', 'job', 1.0), ('jobs', 'job', 0.62629366), ('voting', 'election', 0.5065524), ('voting', 'vote', 0.72739744), ('voting', 'voters', 0.52248776), ('election', 'candidate', 0.50569105), ('election', 'election', 1.0), ('election', 'vote', 0.602672), ('election', 'voters', 0.5857161), ('jobs', 'job', 0.62629366)]",1
805,6041,1443279,The Natural Law How right and wrong are based on reason I. Human nature and the natural law We can reflect upon human nature and find those things that will help us actualize our potentialities . This is what Aquinas calls natural law . Human nature is the same from culture to culture and from century to century . So we can discover the natural law by reason .,the natural law how right and wrong are based on reason i. human nature and the natural law we can reflect upon human nature and find those things that will help us actualize our potentialities . this is what aquinas calls natural law . human nature is the same from culture to culture and from century to century . so we can discover the natural law by reason .,362,69,14,0.2153846153846154,"[('law', 'law', 1.0), ('law', 'legislation', 0.58004606), ('law', 'rule', 0.5247162), ('law', 'law', 1.0), ('law', 'legislation', 0.58004606), ('law', 'rule', 0.5247162), ('law', 'law', 1.0), ('law', 'legislation', 0.58004606), ('law', 'rule', 0.5247162), ('culture', 'society', 0.5302674), ('culture', 'society', 0.5302674), ('law', 'law', 1.0), ('law', 'legislation', 0.58004606), ('law', 'rule', 0.5247162)]",1
701,6600,294006,"Tom Dart Will Both Be Receiving An Award At The Very Liberal John Jay College of Criminal Justice In New York Today For Refusing To Enforce Evictions . Also To Be Honored With Dart , Is Marian Wright Edelman , Of The Childrens Defense Fund Of Equality .","tom dart will both be receiving an award at the very liberal john jay college of criminal justice in new york today for refusing to enforce evictions . also to be honored with dart , is marian wright edelman , of the childrens defense fund of equality .",253,48,11,0.25,"[('liberal', 'conservative', 0.7633196), ('liberal', 'democrats', 0.5507172), ('college', 'school', 0.6081898), ('criminal', 'crime', 0.50458133), ('criminal', 'criminal', 1.0), ('justice', 'justice', 1.0), ('enforce', 'enforcement', 0.61580557), ('defense', 'defense', 1.0), ('fund', 'funding', 0.54371524), ('fund', 'money', 0.578971), ('equality', 'justice', 0.5215687)]",1
814,1612,843794,We 've been elected Republicans and Democrats forever and getting nowhere ; actually things are getting worse ( except for the uber-rich ) . Somehow we think that continuing to vote for the latest batch of politicians is going to change anything . The top .001% run this country and they distract us with social issues and spin . If you can step back and look at the very @ @ @ @ @ @ @ @ @ @ against our best interests .,we 've been elected republicans and democrats forever and getting nowhere ; actually things are getting worse ( except for the uber-rich ) . somehow we think that continuing to vote for the latest batch of politicians is going to change anything . the top .% run this country and they distract us with social issues and spin . if you can step back and look at the very @ @ @ @ @ @ @ @ @ @ against our best interests .,417,84,16,0.2424242424242424,"[('elected', 'election', 0.56267977), ('republicans', 'democrats', 0.6657833), ('republicans', 'republican', 0.7488651), ('democrats', 'democrats', 0.99999994), ('democrats', 'republican', 0.60743797), ('vote', 'election', 0.602672), ('vote', 'vote', 1.0), ('vote', 'voters', 0.5841916), ('politicians', 'democrats', 0.5317054), ('politicians', 'government', 0.5145743), ('politicians', 'lawmakers', 0.5712386), ('politicians', 'politics', 0.5705571), ('country', 'country', 1.0), ('country', 'nation', 0.7242872), ('country', 'world', 0.59803855), ('issues', 'concerns', 0.59313965)]",1
292,6359,1520036,"The First Court Agreed with the ACLU that this should be legal , and wrote that : "" The filming of government officials engaged in their duties in a public place , including police officers performing their responsibilities , fits comfortably within these @ @ @ @ @ @ @ @ @ @ about government officials in a form that can readily be disseminated to others serves a cardinal First Amendment interest in protecting and promoting the free discussion of governmental affairs . ""","the first court agreed with the aclu that this should be legal , and wrote that : "" the filming of government officials engaged in their duties in a public place , including police officers performing their responsibilities , fits comfortably within these @ @ @ @ @ @ @ @ @ @ about government officials in a form that can readily be disseminated to others serves a cardinal first amendment interest in protecting and promoting the free discussion of governmental affairs . """,474,84,16,0.2318840579710145,"[('court', 'court', 1.0), ('court', 'judge', 0.69727296), ('government', 'administration', 0.5462369), ('government', 'government', 1.0), ('officials', 'investigators', 0.50950015), ('officials', 'officials', 0.99999994), ('police', 'investigators', 0.52164876), ('police', 'police', 1.0), ('officers', 'police', 0.72437155), ('government', 'administration', 0.5462369), ('government', 'government', 1.0), ('officials', 'investigators', 0.50950015), ('officials', 'officials', 0.99999994), ('amendment', 'bill', 0.69470596), ('amendment', 'legislation', 0.6887385), ('discussion', 'debate', 0.7011256)]",1
961,5161,1311782,"SECTION 11 . ? Dade County , home rule charter . -- ( 1 ) ? The electors of Dade County , Florida , are granted power to adopt , revise , and amend from time to time a home rule charter of government for Dade County , @ @ @ @ @ @ @ @ @ @ Dade County shall be the governing body . This charter :","section  . ? dade county , home rule charter . -- (  ) ? the electors of dade county , florida , are granted power to adopt , revise , and amend from time to time a home rule charter of government for dade county , @ @ @ @ @ @ @ @ @ @ dade county shall be the governing body . this charter :",291,67,10,0.238095238095238,"[('rule', 'law', 0.5247162), ('rule', 'rule', 1.0), ('electors', 'election', 0.5405818), ('electors', 'vote', 0.506962), ('electors', 'voters', 0.67785203), ('power', 'power', 1.0), ('rule', 'law', 0.5247162), ('rule', 'rule', 1.0), ('government', 'administration', 0.5462369), ('government', 'government', 1.0)]",1
824,8504,1304161,"While I do n't dispute that there are bad teachers , bad teachers are not the public schools ' biggest problems . The larger problems are terrible curricula , resource-intensive administrations that add little or no value , unrealistic and anti-educational mandates forced on schools and classroom teachers , and terrible parents .","while i do n't dispute that there are bad teachers , bad teachers are not the public schools ' biggest problems . the larger problems are terrible curricula , resource-intensive administrations that add little or no value , unrealistic and anti-educational mandates forced on schools and classroom teachers , and terrible parents .",331,53,16,0.3404255319148936,"[('bad', 'poor', 0.5352231), ('teachers', 'education', 0.52093196), ('teachers', 'school', 0.6158268), ('bad', 'poor', 0.5352231), ('teachers', 'education', 0.52093196), ('teachers', 'school', 0.6158268), ('schools', 'education', 0.5620153), ('schools', 'school', 0.74119085), ('curricula', 'education', 0.5850596), ('administrations', 'administration', 0.6416967), ('schools', 'education', 0.5620153), ('schools', 'school', 0.74119085), ('classroom', 'school', 0.6281621), ('teachers', 'education', 0.52093196), ('teachers', 'school', 0.6158268), ('parents', 'school', 0.5244654)]",1
