,Unnamed: 0,label,expression,dataset,position,id,context,text,Unnamed: 0.2,Unnamed: 0.1,sentence,annotation,idiom,usage,variant,pos_tags,complete
1871,1608,1,cooled,TroFi_ORIGSPLIT,[27 33],TroFi.o.317,Takeover speculative ardor cooled in Information Resources .,Takeover speculative ardor [PET_BOUNDARY]cooled[PET_BOUNDARY]cooled,,,,,,,,,
1266,468,1,stick,TroFi_ORIGSPLIT,[76 81],TroFi.o.3191,"And it 's far from certain that the latest increases on business fares will stick -- already , the airlines have postponed the move for seven days , and some smaller carriers such as Midway Airlines say they wo n't match the increases .",And it 's far from certain that the latest increases on business fares will [PET_BOUNDARY]stick[PET_BOUNDARY]stick,,,,,,,,,
1693,538,1,plows,TroFi_ORIGSPLIT,[61 66],TroFi.o.2498,"In retelling the story of Freud 's life and work , Peter Gay plows a furrow already dug deep by many previous Freud biographers and historians of psychoanalysis .","In retelling the story of Freud 's life and work , Peter Gay [PET_BOUNDARY]plows[PET_BOUNDARY]plows",,,,,,,,,
1487,486,1,poured,TroFi_ORIGSPLIT,[31 37],TroFi.o.2536,"More than $ 5 million is being poured into this year 's campaign , political insiders estimate , making it a hugely expensive municipal debate .",More than $ 5 million is being [PET_BOUNDARY]poured[PET_BOUNDARY]poured,,,,,,,,,
1575,1554,1,absorb,TroFi_ORIGSPLIT,[75 81],TroFi.o.4,"And even when that loophole was closed , in 1980 , the Japanese decided to absorb the tariff rather than boost prices .","And even when that loophole was closed , in 1980 , the Japanese decided to [PET_BOUNDARY]absorb[PET_BOUNDARY]absorb",,,,,,,,,
1835,829,1,evaporated,TroFi_ORIGSPLIT,[51 61],TroFi.o.1038,"The euphoria of hiring four agents the first month evaporated when the local franchise owners , who earlier sung VR 's praises , revealed their discontent now that he was one of them .",The euphoria of hiring four agents the first month [PET_BOUNDARY]evaporated[PET_BOUNDARY]evaporated,,,,,,,,,
1265,505,1,missed,TroFi_ORIGSPLIT,[32 38],TroFi.o.2287,"The current junior team members missed out on Minkey , which began last year , but they did benefit from Olympic profits in the form of a one-time $ 1.2 million payment disbursed by the U.S. Olympic Committee .",The current junior team members [PET_BOUNDARY]missed[PET_BOUNDARY]missed,,,,,,,,,
1043,1501,1,touched,TroFi_ORIGSPLIT,[37 44],TroFi.o.3638,A sudden flush of buy or sell orders touched off by a single index-arbitrage program typically involves $ 25 million of trading -- and sometimes far more .,A sudden flush of buy or sell orders [PET_BOUNDARY]touched[PET_BOUNDARY]touched,,,,,,,,,
1588,480,1,kill,TroFi_ORIGSPLIT,[27 31],TroFi.o.1853,But let 's be specific and kill off only those programs that are n't working .,But let 's be specific and [PET_BOUNDARY]kill[PET_BOUNDARY]kill,,,,,,,,,
1363,1115,1,killed,TroFi_ORIGSPLIT,[76 82],TroFi.o.1934,"The message was programmed to be seen only once -- on March 2 -- `` then it killed itself , '' she said .",The message was programmed to be seen only once -- on March 2 -- `` then it [PET_BOUNDARY]killed[PET_BOUNDARY]killed,,,,,,,,,
956,693,1,planting,TroFi_ORIGSPLIT,[49 57],TroFi.o.2422,"The moles were just doing what comes naturally , planting a micromanagement time bomb in another massive piece of legislation .","The moles were just doing what comes naturally , [PET_BOUNDARY]planting[PET_BOUNDARY]planting",,,,,,,,,
1478,1256,1,dissolve,TroFi_ORIGSPLIT,[59 67],TroFi.o.592,"Carl C. Icahn , Texaco Inc. 's major shareholder , sued to dissolve the company 's agreement with Pennzoil Co. that bars Pennzoil from supporting his reorganization plan for Texaco .","Carl C. Icahn , Texaco Inc. 's major shareholder , sued to [PET_BOUNDARY]dissolve[PET_BOUNDARY]dissolve",,,,,,,,,
1425,1043,1,destroying,TroFi_ORIGSPLIT,[146 156],TroFi.o.512,Whether that should be welcome news or cause for alarm depends on one 's confidence in the ability of Congress to write rules for markets without destroying them .,Whether that should be welcome news or cause for alarm depends on one 's confidence in the ability of Congress to write rules for markets without [PET_BOUNDARY]destroying[PET_BOUNDARY]destroying,,,,,,,,,
1647,1887,1,missed,TroFi_ORIGSPLIT,[76 82],TroFi.o.2297,"`` Of course , you look at some of the women competing today , and they 've missed the whole point .","`` Of course , you look at some of the women competing today , and they 've [PET_BOUNDARY]missed[PET_BOUNDARY]missed",,,,,,,,,
1560,97,1,wither,TroFi_ORIGSPLIT,[107 113],TroFi.o.3706,"That means just patching their patches , like some farmer making do with a secondhand tractor , until they wither away .","That means just patching their patches , like some farmer making do with a secondhand tractor , until they [PET_BOUNDARY]wither[PET_BOUNDARY]wither",,,,,,,,,
1497,1626,1,attacked,TroFi_ORIGSPLIT,[29 37],TroFi.o.211,`` Otherwise we will also be attacked . ''/'',`` Otherwise we will also be [PET_BOUNDARY]attacked[PET_BOUNDARY]attacked,,,,,,,,,
1598,257,1,roll,TroFi_ORIGSPLIT,[12 16],TroFi.o.2857,Maybe he 'd roll over in his grave . ''/'',Maybe he 'd [PET_BOUNDARY]roll[PET_BOUNDARY]roll,,,,,,,,,
1184,1322,1,stepping,TroFi_ORIGSPLIT,[25 33],TroFi.o.3163,"Eastern Airlines Inc. is stepping up its marketing war in the busy , competitive Northeast shuttle-service market , offering discounts of as much as 30 % for passengers buying tickets in bulk .",Eastern Airlines Inc. is [PET_BOUNDARY]stepping[PET_BOUNDARY]stepping,,,,,,,,,
1026,1933,1,absorbed,TroFi_ORIGSPLIT,[29 37],TroFi.o.70,"Most of these losses must be absorbed by the FSLIC , the industry 's insurer , analysts said .",Most of these losses must be [PET_BOUNDARY]absorbed[PET_BOUNDARY]absorbed,,,,,,,,,
1235,758,1,filling,TroFi_ORIGSPLIT,[92 99],TroFi.o.1261,"Compaq Computer Corp. is expected to unveil today a long-awaited line of laptop computers , filling a gaping hole in the company 's product line .","Compaq Computer Corp. is expected to unveil today a long-awaited line of laptop computers , [PET_BOUNDARY]filling[PET_BOUNDARY]filling",,,,,,,,,
1889,1152,1,filled,TroFi_ORIGSPLIT,[ 4 10],TroFi.o.1236,She filled out a report right away .,She [PET_BOUNDARY]filled[PET_BOUNDARY]filled,,,,,,,,,
1049,166,1,struck,TroFi_ORIGSPLIT,[71 77],TroFi.o.3354,"Last March , Judge Alex Kozinski of the appeals court in San Francisco struck down a San Francisco plan earmarking 30 % of city contracts for minority-owned businesses and 10 % for firms owned by women .","Last March , Judge Alex Kozinski of the appeals court in San Francisco [PET_BOUNDARY]struck[PET_BOUNDARY]struck",,,,,,,,,
1023,520,1,fix,TroFi_ORIGSPLIT,[38 41],TroFi.o.1301,"General Cinema has announced plans to fix up and expand the 22-store flagship chain , an undertaking estimated at more than $ 100 million .",General Cinema has announced plans to [PET_BOUNDARY]fix[PET_BOUNDARY]fix,,,,,,,,,
1859,699,1,targeted,TroFi_ORIGSPLIT,[47 55],TroFi.o.3534,"But to improve its profitability , it recently targeted mid-sized businesses as well .","But to improve its profitability , it recently [PET_BOUNDARY]targeted[PET_BOUNDARY]targeted",,,,,,,,,
1520,1597,1,flooding,TroFi_ORIGSPLIT,[42 50],TroFi.o.1455,"Designers there have n't any intention of flooding the U.S. with Siberia-made , scratchy woolen socks or a line of apres-bowling wear .",Designers there have n't any intention of [PET_BOUNDARY]flooding[PET_BOUNDARY]flooding,,,,,,,,,
1357,892,1,eat,TroFi_ORIGSPLIT,[51 54],TroFi.o.869,"To air fresh shows through June , `` we 'd have to eat the second showing of some episodes , '' he said , which would cause a financial hit .","To air fresh shows through June , `` we 'd have to [PET_BOUNDARY]eat[PET_BOUNDARY]eat",,,,,,,,,
1622,254,1,stepping,TroFi_ORIGSPLIT,[122 130],TroFi.o.3168,"Many insurers , including Cigna Corp . , Metropolitan Life Insurance Co . , and Prudential Insurance Co. of America , are stepping up pressure on companies to shed the traditional free-choice indemnity plans that reimburse employees for most of their medical costs while giving them total control over selecting a doctor .","Many insurers , including Cigna Corp . , Metropolitan Life Insurance Co . , and Prudential Insurance Co. of America , are [PET_BOUNDARY]stepping[PET_BOUNDARY]stepping",,,,,,,,,
1594,757,1,destroy,TroFi_ORIGSPLIT,[221 228],TroFi.o.421,"Claiborne says in the complaint that Avon 's failure to meet its obligations for the `` crucial 1988 Fall Christmas seasons , which together account for over 70 % of annual sales , '' would `` irreparably harm and likely destroy the business . ''/''","Claiborne says in the complaint that Avon 's failure to meet its obligations for the `` crucial 1988 Fall Christmas seasons , which together account for over 70 % of annual sales , '' would `` irreparably harm and likely [PET_BOUNDARY]destroy[PET_BOUNDARY]destroy",,,,,,,,,
1841,1438,1,escaping,TroFi_ORIGSPLIT,[53 61],TroFi.o.995,"It 's little wonder , then , that Susan has taken to escaping into the company of her delightfully charming , exceedingly attractive , immensely rich fantasy family: an adoring husband , a devoted daughter and a frothy younger brother whose only occupation in life is to pour yet another round of champagne -- `` champers , '' as he prefers to call it -- for the four of them .","It 's little wonder , then , that Susan has taken to [PET_BOUNDARY]escaping[PET_BOUNDARY]escaping",,,,,,,,,
1897,1002,1,absorb,TroFi_ORIGSPLIT,[44 50],TroFi.o.50,"While reconstruction projects may initially absorb many of the workers , the need to find work for men demobilized from Iraq 's million-strong army makes it unlikely that guest labor will remain at current levels .",While reconstruction projects may initially [PET_BOUNDARY]absorb[PET_BOUNDARY]absorb,,,,,,,,,
1476,601,1,touch,TroFi_ORIGSPLIT,[33 38],TroFi.o.3633,"`` People are a little afraid to touch steels because they 've been up so much lately , '' said one dealer .",`` People are a little afraid to [PET_BOUNDARY]touch[PET_BOUNDARY]touch,,,,,,,,,
1200,679,1,ride,TroFi_ORIGSPLIT,[143 147],TroFi.o.2771,"Says Romy Enriquez , an independent candidate for mayor of Zamboanga City: `` You might think Cory is still a candidate the way people like to ride on her popularity . ''/''","Says Romy Enriquez , an independent candidate for mayor of Zamboanga City: `` You might think Cory is still a candidate the way people like to [PET_BOUNDARY]ride[PET_BOUNDARY]ride",,,,,,,,,
1125,564,1,lend,TroFi_ORIGSPLIT,[68 72],TroFi.o.2084,"Still , market participants say the firmer U.S. interest rates will lend support to the dollar if tomorrow 's report shows that the trade gap widened in June .","Still , market participants say the firmer U.S. interest rates will [PET_BOUNDARY]lend[PET_BOUNDARY]lend",,,,,,,,,
1209,1374,1,knocking,TroFi_ORIGSPLIT,[63 71],TroFi.o.2037,"It razed the Sirri and Sasson platforms in the southern gulf , knocking out the command and control radar facilities of the Iranian military that come to bear on the Hormuz Strait choke point .","It razed the Sirri and Sasson platforms in the southern gulf , [PET_BOUNDARY]knocking[PET_BOUNDARY]knocking",,,,,,,,,
1437,702,1,kicked,TroFi_ORIGSPLIT,[168 174],TroFi.o.1826,"`` Flip '' was born 16 months ago at a lunch at Le Toque , an entertainment-industry hangout where Mr. Schreger and Mort Marcus , HRI 's telecommunications president , kicked around ideas .","`` Flip '' was born 16 months ago at a lunch at Le Toque , an entertainment-industry hangout where Mr. Schreger and Mort Marcus , HRI 's telecommunications president , [PET_BOUNDARY]kicked[PET_BOUNDARY]kicked",,,,,,,,,
1397,1671,1,ate,TroFi_ORIGSPLIT,[141 144],TroFi.o.117,"`` Suddenly with Monday , they not only had to do an enormous amount of selling , they had an enormous holdover , and the front-runners just ate them alive , '' said Mr. Kirby .","`` Suddenly with Monday , they not only had to do an enormous amount of selling , they had an enormous holdover , and the front-runners just [PET_BOUNDARY]ate[PET_BOUNDARY]ate",,,,,,,,,
1229,850,1,filled,TroFi_ORIGSPLIT,[45 51],TroFi.o.1213,"But on this wintry afternoon when the air is filled with the smell of homemade cinnamon buns , Doris Van Sickle , once the Boone County Democratic women 's chairman , is surrounded by her new allies -- political novices eager to meet Marlene Elwell , the Michigan housewife who has organized the Midwest for the former religious broadcaster .",But on this wintry afternoon when the air is [PET_BOUNDARY]filled[PET_BOUNDARY]filled,,,,,,,,,
1307,578,1,fixed,TroFi_ORIGSPLIT,[60 65],TroFi.o.1349,The consulting firm of Data Resources Inc. expects business fixed investment this year to top the 1987 outlays by 11.1 % .,The consulting firm of Data Resources Inc. expects business [PET_BOUNDARY]fixed[PET_BOUNDARY]fixed,,,,,,,,,
1754,331,1,pump,TroFi_ORIGSPLIT,[108 112],TroFi.o.2593,"The fierce-looking , hairy-chested Mr. Ventura , a ring dangling from one ear , is shown saying , `` Do n't pump trouble .","The fierce-looking , hairy-chested Mr. Ventura , a ring dangling from one ear , is shown saying , `` Do n't [PET_BOUNDARY]pump[PET_BOUNDARY]pump",,,,,,,,,
1280,305,1,targets,TroFi_ORIGSPLIT,[22 29],TroFi.o.3607,"The firm 's list also targets several truly out-of-favor stocks , namely Primerica , the financial-services concern , and retailers Dayton Hudson and Zayre .",The firm 's list also [PET_BOUNDARY]targets[PET_BOUNDARY]targets,,,,,,,,,
1793,1747,1,attack,TroFi_ORIGSPLIT,[89 95],TroFi.o.136,Most budget experts agree that any credible solution to the deficit problem will have to attack two political sacred cows: taxes and Social Security .,Most budget experts agree that any credible solution to the deficit problem will have to [PET_BOUNDARY]attack[PET_BOUNDARY]attack,,,,,,,,,
1309,1169,1,stuck,TroFi_ORIGSPLIT,[ 8 13],TroFi.o.3436,You 're stuck with it .,You 're [PET_BOUNDARY]stuck[PET_BOUNDARY]stuck,,,,,,,,,
1553,217,1,stuck,TroFi_ORIGSPLIT,[26 31],TroFi.o.3415,"Over-the-counter stocks , stuck in doldrums lately , managed a second consecutive advance yesterday as trading desks came to life for one of the few times this month .","Over-the-counter stocks , [PET_BOUNDARY]stuck[PET_BOUNDARY]stuck",,,,,,,,,
1129,695,1,filled,TroFi_ORIGSPLIT,[72 78],TroFi.o.1248,The executives ' positions at their previous agencies have n't yet been filled .,The executives ' positions at their previous agencies have n't yet been [PET_BOUNDARY]filled[PET_BOUNDARY]filled,,,,,,,,,
1894,186,1,pour,TroFi_ORIGSPLIT,[63 67],TroFi.o.2507,Judges often ca n't review voluminous fee applications as they pour in .,Judges often ca n't review voluminous fee applications as they [PET_BOUNDARY]pour[PET_BOUNDARY]pour,,,,,,,,,
1819,16,1,die,TroFi_ORIGSPLIT,[11 14],TroFi.o.569,"Traditions die hard , and the Fed has n't shaken its habit of targeting the real economy -- under the notion that inflation , too much money chasing too few goods , is prevented by curtailing the production of goods .",Traditions [PET_BOUNDARY]die[PET_BOUNDARY]die,,,,,,,,,
1395,1803,1,fill,TroFi_ORIGSPLIT,[100 104],TroFi.o.1181,"As the U.S . , the world 's largest grain producer , has fewer crops to export , other nations will fill the gap .","As the U.S . , the world 's largest grain producer , has fewer crops to export , other nations will [PET_BOUNDARY]fill[PET_BOUNDARY]fill",,,,,,,,,
1426,1358,1,dragged,TroFi_ORIGSPLIT,[72 79],TroFi.o.710,"While broadcasting revenue increased 9 % in the quarter , earnings were dragged down by weak national sales and Gannett 's investment in GTG Entertainment , a new TV production company headed by Grant Tinker .","While broadcasting revenue increased 9 % in the quarter , earnings were [PET_BOUNDARY]dragged[PET_BOUNDARY]dragged",,,,,,,,,
986,285,1,escape,TroFi_ORIGSPLIT,[110 116],TroFi.o.938,Mr. Tennyson said it 's unfair that foreign cigarette manufacturers who advertise through U.S. magazines will escape the ban .,Mr. Tennyson said it 's unfair that foreign cigarette manufacturers who advertise through U.S. magazines will [PET_BOUNDARY]escape[PET_BOUNDARY]escape,,,,,,,,,
1631,863,1,pour,TroFi_ORIGSPLIT,[26 30],TroFi.o.2513,"Still , calls continue to pour in on Dr. Lapin 's 800-NO-BLOOD hotline .","Still , calls continue to [PET_BOUNDARY]pour[PET_BOUNDARY]pour",,,,,,,,,
1371,474,1,examined,TroFi_ORIGSPLIT,[105 113],TroFi.o.1123,The Boeing spokesman said: `` A concern from a longstanding and honored customer like JAL is going to be examined immediately to see what actions we can and shall take .,The Boeing spokesman said: `` A concern from a longstanding and honored customer like JAL is going to be [PET_BOUNDARY]examined[PET_BOUNDARY]examined,,,,,,,,,
1108,187,1,rolled,TroFi_ORIGSPLIT,[73 79],TroFi.o.2906,To get some idea of how far back down the mountain American politics has rolled consider that the biggest individual political decision George Bush and Michael Dukakis have made so far in their runs for the presidency is selecting Dan Quayle and Lloyd Bentsen as their running mates .,To get some idea of how far back down the mountain American politics has [PET_BOUNDARY]rolled[PET_BOUNDARY]rolled,,,,,,,,,
1428,599,1,escape,TroFi_ORIGSPLIT,[93 99],TroFi.o.918,"Because Israel does n't have the luxury of an all-volunteer military force , its army ca n't escape the schisms of opinion that beset the wider society .","Because Israel does n't have the luxury of an all-volunteer military force , its army ca n't [PET_BOUNDARY]escape[PET_BOUNDARY]escape",,,,,,,,,
1466,1302,1,flooded,TroFi_ORIGSPLIT,[172 179],TroFi.o.1442,"The vice president 's confrontation with Mr. Rather also has raised further questions about the media 's performance this political season , as CBS and its affiliates were flooded with phone calls , mostly critical of Mr. Rather .","The vice president 's confrontation with Mr. Rather also has raised further questions about the media 's performance this political season , as CBS and its affiliates were [PET_BOUNDARY]flooded[PET_BOUNDARY]flooded",,,,,,,,,
1355,991,1,targeted,TroFi_ORIGSPLIT,[68 76],TroFi.o.3551,"Out of 2 , 500 patented Soviet technologies available , Lic-Con has targeted 10 for the U.S. market initially , including a ceramic spray-coating process ; a non-explosive powder for excavating rock ; and a water-resistant concrete binding agent .","Out of 2 , 500 patented Soviet technologies available , Lic-Con has [PET_BOUNDARY]targeted[PET_BOUNDARY]targeted",,,,,,,,,
1666,1354,1,filled,TroFi_ORIGSPLIT,[145 151],TroFi.o.1251,"The priest , a young bearded man with a flat-topped black hat , wore gold vestments that glistened in the candlelight as he processed around the filled church .","The priest , a young bearded man with a flat-topped black hat , wore gold vestments that glistened in the candlelight as he processed around the [PET_BOUNDARY]filled[PET_BOUNDARY]filled",,,,,,,,,
1877,256,1,drowning,TroFi_ORIGSPLIT,[11 19],TroFi.o.830,France was drowning in wheat and it needed to get wheat out of warehouses .,France was [PET_BOUNDARY]drowning[PET_BOUNDARY]drowning,,,,,,,,,
1828,1546,1,filled,TroFi_ORIGSPLIT,[157 163],TroFi.o.1240,"THE NEW YORK OFFICES of Simulations Publications Inc. looked like a poorly financed college fraternity house: shabby furniture , maze-like corridors , rooms filled with mountains of paper .","THE NEW YORK OFFICES of Simulations Publications Inc. looked like a poorly financed college fraternity house: shabby furniture , maze-like corridors , rooms [PET_BOUNDARY]filled[PET_BOUNDARY]filled",,,,,,,,,
1281,1138,1,evaporating,TroFi_ORIGSPLIT,[20 31],TroFi.o.1053,But the euphoria is evaporating as reality sinks in .,But the euphoria is [PET_BOUNDARY]evaporating[PET_BOUNDARY]evaporating,,,,,,,,,
1027,809,1,absorbed,TroFi_ORIGSPLIT,[136 144],TroFi.o.56,Anyone who spends a few hours reading his speeches and talking to Democrats familiar with his views learns quickly that Mr. Dukakis has absorbed many of the dovish obsessions of his party 's left .,Anyone who spends a few hours reading his speeches and talking to Democrats familiar with his views learns quickly that Mr. Dukakis has [PET_BOUNDARY]absorbed[PET_BOUNDARY]absorbed,,,,,,,,,
1755,141,1,destroyed,TroFi_ORIGSPLIT,[53 62],TroFi.o.455,"An example: Last fall , Joseph Biden 's campaign was destroyed after a leaked videotape showed similarities between his speech and one given by British Labor Party leader Neil Kinnock .","An example: Last fall , Joseph Biden 's campaign was [PET_BOUNDARY]destroyed[PET_BOUNDARY]destroyed",,,,,,,,,
1703,1675,1,pour,TroFi_ORIGSPLIT,[19 23],TroFi.o.2508,"Money continues to pour into venture-capital funds , but investors are becoming increasingly selective about the partnerships with which they place money .",Money continues to [PET_BOUNDARY]pour[PET_BOUNDARY]pour,,,,,,,,,
1450,402,1,step,TroFi_ORIGSPLIT,[56 60],TroFi.o.3085,Some GOP insiders predict Treasury Secretary Baker will step in to direct the fall campaign .,Some GOP insiders predict Treasury Secretary Baker will [PET_BOUNDARY]step[PET_BOUNDARY]step,,,,,,,,,
991,611,1,poured,TroFi_ORIGSPLIT,[33 39],TroFi.o.2534,"Kubota Ltd . , for example , has poured about $ 75 million into some of Silicon Valley 's hottest companies , including MIPS Computer Systems and Ardent Computer .","Kubota Ltd . , for example , has [PET_BOUNDARY]poured[PET_BOUNDARY]poured",,,,,,,,,
1236,478,1,kicked,TroFi_ORIGSPLIT,[10 16],TroFi.o.1825,We 'll be kicked out the Front-Runners ' Club . ''/'',We 'll be [PET_BOUNDARY]kicked[PET_BOUNDARY]kicked,,,,,,,,,
1317,904,1,dissolved,TroFi_ORIGSPLIT,[90 99],TroFi.o.626,Mr. Stambaugh then moved to Florida and filed for divorce there ; a Florida circuit court dissolved the marriage but left the financial settlement to be determined elsewhere because the couple 's principal assets were Pennsylvania real estate .,Mr. Stambaugh then moved to Florida and filed for divorce there ; a Florida circuit court [PET_BOUNDARY]dissolved[PET_BOUNDARY]dissolved,,,,,,,,,
1854,365,1,flooded,TroFi_ORIGSPLIT,[222 229],TroFi.o.1402,"But in June 1987 , two doctors affiliated with Ueno Fine Chemical Co. reported that in test-tube studies , dextran sulfate was an effective antiviral agent against AIDS. Almost overnight , desperate American AIDS patients flooded Kowa with demands for the drug .","But in June 1987 , two doctors affiliated with Ueno Fine Chemical Co. reported that in test-tube studies , dextran sulfate was an effective antiviral agent against AIDS. Almost overnight , desperate American AIDS patients [PET_BOUNDARY]flooded[PET_BOUNDARY]flooded",,,,,,,,,
1004,53,1,examine,TroFi_ORIGSPLIT,[161 168],TroFi.o.1064,"CNW Corp . , the parent of the Chicago & North Western Transportation Co . , said President Reagan has ordered the creation of a presidential emergency board to examine the issues in a labor dispute over crew size , thus temporarily averting a strike that had been scheduled for tomorrow night .","CNW Corp . , the parent of the Chicago & North Western Transportation Co . , said President Reagan has ordered the creation of a presidential emergency board to [PET_BOUNDARY]examine[PET_BOUNDARY]examine",,,,,,,,,
1074,1176,1,poured,TroFi_ORIGSPLIT,[153 159],TroFi.o.2518,"A military group described as supporting former leader Ne Win ousted Burma 's civilian president , and thousands of citizens armed with homemade weapons poured into Rangoon 's streets to reject the regime , the fourth in two months .","A military group described as supporting former leader Ne Win ousted Burma 's civilian president , and thousands of citizens armed with homemade weapons [PET_BOUNDARY]poured[PET_BOUNDARY]poured",,,,,,,,,
1374,1355,1,drown,TroFi_ORIGSPLIT,[79 84],TroFi.o.819,"The long war over , blacks found that they had little more than the freedom to drown in the white world 's misery .","The long war over , blacks found that they had little more than the freedom to [PET_BOUNDARY]drown[PET_BOUNDARY]drown",,,,,,,,,
1253,925,1,kicked,TroFi_ORIGSPLIT,[87 93],TroFi.o.1818,"The U.S. would say it officially `` recognizes '' the presidency of the fellow Noriega kicked out of office , who is now hiding somewhere in Panama .",The U.S. would say it officially `` recognizes '' the presidency of the fellow Noriega [PET_BOUNDARY]kicked[PET_BOUNDARY]kicked,,,,,,,,,
1278,1736,1,touched,TroFi_ORIGSPLIT,[15 22],TroFi.o.3649,"Mr. Rowland `` touched on the matter '' of a possible stake purchase again last week , according to Sir Michael .",Mr. Rowland `` [PET_BOUNDARY]touched[PET_BOUNDARY]touched,,,,,,,,,
1015,370,1,attacked,TroFi_ORIGSPLIT,[17 25],TroFi.o.161,"Common Cause has attacked the Ways and Means Committee 's proposal to repeal the $ 3 , 000 limit on the deductibility of congressional living expenses in Washington , D.C .",Common Cause has [PET_BOUNDARY]attacked[PET_BOUNDARY]attacked,,,,,,,,,
1333,994,1,struck,TroFi_ORIGSPLIT,[117 123],TroFi.o.3383,"The merits of that defense are to be argued today in Delaware Chancery Court , the same court that earlier this week struck down Interco Inc. 's poison pill .","The merits of that defense are to be argued today in Delaware Chancery Court , the same court that earlier this week [PET_BOUNDARY]struck[PET_BOUNDARY]struck",,,,,,,,,
1613,437,1,eating,TroFi_ORIGSPLIT,[77 83],TroFi.o.892,"The chemicals , widely used in refrigerants and styrofoam , are suspected of eating away the Earth 's protective ozone layer .","The chemicals , widely used in refrigerants and styrofoam , are suspected of [PET_BOUNDARY]eating[PET_BOUNDARY]eating",,,,,,,,,
1251,1602,1,kill,TroFi_ORIGSPLIT,[74 78],TroFi.o.1866,"People with AIDS , however , should understand that the forces arrayed to kill any proposal to suspend Kefauver are formidable .","People with AIDS , however , should understand that the forces arrayed to [PET_BOUNDARY]kill[PET_BOUNDARY]kill",,,,,,,,,
1826,692,1,ride,TroFi_ORIGSPLIT,[175 179],TroFi.o.2773,"The hardest -- that is , most invulnerable-bases in the Western orbit are in Switzerland , Israel and Saudi Arabia ; they have deep , extensive underground facilities and can ride out an attack and deliver a punishing counterblow .","The hardest -- that is , most invulnerable-bases in the Western orbit are in Switzerland , Israel and Saudi Arabia ; they have deep , extensive underground facilities and can [PET_BOUNDARY]ride[PET_BOUNDARY]ride",,,,,,,,,
1739,713,1,grasping,TroFi_ORIGSPLIT,[45 53],TroFi.o.1776,"Donell -RRB- is guilty , and he is obviously grasping at straws in terms of what defense he can use . ''/''","Donell -RRB- is guilty , and he is obviously [PET_BOUNDARY]grasping[PET_BOUNDARY]grasping",,,,,,,,,
1672,574,1,ride,TroFi_ORIGSPLIT,[37 41],TroFi.o.2774,"The media have given him a ticket to ride , but they 're unlikely to leave him in the driver 's seat for long .",The media have given him a ticket to [PET_BOUNDARY]ride[PET_BOUNDARY]ride,,,,,,,,,
1663,1672,1,lent,TroFi_ORIGSPLIT,[48 52],TroFi.o.2149,Mr. Genscher and his Free Democratic Party have lent support to such efforts by pursuing a detentist line .,Mr. Genscher and his Free Democratic Party have [PET_BOUNDARY]lent[PET_BOUNDARY]lent,,,,,,,,,
1523,1794,1,dragging,TroFi_ORIGSPLIT,[191 199],TroFi.o.730,"`` Most people can not believe that in the late 1980s this racist stereotype is still in existence anywhere , '' says Dara Demmings , an Interfaith Center executive , who says the company is dragging its feet .","`` Most people can not believe that in the late 1980s this racist stereotype is still in existence anywhere , '' says Dara Demmings , an Interfaith Center executive , who says the company is [PET_BOUNDARY]dragging[PET_BOUNDARY]dragging",,,,,,,,,
1231,67,1,knock,TroFi_ORIGSPLIT,[54 59],TroFi.o.1990,"Some people can go out to the ball park once a year , knock back a few brews and compare frequent-flier mileage with their buddies while the Great Game goes on before their unseeing eyes .","Some people can go out to the ball park once a year , [PET_BOUNDARY]knock[PET_BOUNDARY]knock",,,,,,,,,
1292,1576,1,stuck,TroFi_ORIGSPLIT,[13 18],TroFi.o.3409,"Most of them stuck around for Gibson 's blast , too , but that game was close so they had an excuse .",Most of them [PET_BOUNDARY]stuck[PET_BOUNDARY]stuck,,,,,,,,,
1792,207,1,flying,TroFi_ORIGSPLIT,[30 36],TroFi.o.1701,"To keep those flowerpots from flying , companies more and more try to prepare employees for working with AIDS patients .",To keep those flowerpots from [PET_BOUNDARY]flying[PET_BOUNDARY]flying,,,,,,,,,
1566,1482,1,flow,TroFi_ORIGSPLIT,[286 290],TroFi.o.1550,"What I can say is that these things are inexplicably beautiful , as is almost always the case in Mr. Wilson 's work ; that Mr. Muller 's text , in the translation of Carl Weber , keeps finding new ways to express the contradictions of the human spirit ; and that `` Quartet '' seems to flow through its two-hour running time like a shifting stream of hot lava -- you do n't know where it 's going next , but you want to be sure and leave it plenty of room .","What I can say is that these things are inexplicably beautiful , as is almost always the case in Mr. Wilson 's work ; that Mr. Muller 's text , in the translation of Carl Weber , keeps finding new ways to express the contradictions of the human spirit ; and that `` Quartet '' seems to [PET_BOUNDARY]flow[PET_BOUNDARY]flow",,,,,,,,,
1272,682,1,destroyed,TroFi_ORIGSPLIT,[112 121],TroFi.o.466,"In any event , Mr. Dhlomo understands better than do most U.S. congressmen that if the South African economy is destroyed by sanctions , so , too , will be the prospects for revolutionary , or even evolutionary , change .","In any event , Mr. Dhlomo understands better than do most U.S. congressmen that if the South African economy is [PET_BOUNDARY]destroyed[PET_BOUNDARY]destroyed",,,,,,,,,
