,Unnamed: 0,index,label,sentence,pos,v_index
7579,7579,3469,0,"The large study, involving 17, 187 patients treated at 417 hospitals in North America, Europe and Australia, provided the strongest evidence yet that the emergency use of a clot dissolving drug can save lives, said researchers involved in the clinical trial",VERB,29
6132,6132,1649,0,"Because of sharp drops in grain stockpiles, the department is likely to allow farmers to plant more acreage next year",VERB,15
5133,5133,650,0,"But to improve its profitability, it recently targeted mid- sized businesses as well",VERB,7
13196,13196,3484,0,Russians eat awful sausage by the ton,VERB,1
13473,13473,24,0,"It seems that Mr. Jackson escapes the media's searching questions of experience, public policy and character that other candidates are subjected to because of the delicate racial issue",VERB,5
35207,35207,1201,0,Longtime American expatriates here like to recall what happened in the 1970s when Japan easily absorbed the same heavy body blows from the organization of Petroleum Exporting Countries that bring other developed nations to their knees,VERB,15
18335,18335,1522,0,One sure sign has reappeared to attest that the interests of the United States must be taking a turn for the good in El Salvador: The country is being attacked,VERB,29
2667,2667,1548,0,"Compact and vital, feisty as ever, the maestro shows no signs of withering into one of those grand old men of legend who creak to the podium, radiating aura but little else",VERB,12
28579,28579,1301,0,"The study notes that some machines weigh half a ton when fully loaded and can strike the ground with a force of almost 1, 000 pounds",VERB,15
25108,25108,1194,0,"Moody's said it will examine the effect of such a tender offer, if sucessfully completed, on Facet's capital structure and debt- protection measurements",VERB,4
6392,6392,1909,0,"The rate on funds, or reserves that banks lend each other overnight, has been hovering between about 8% and 8 1 4% recently",VERB,8
33035,33035,2766,0,"Mr. Pickens was badly beaten in last fall's battle for Newmont Mining, a raid that baffled takeover experts because 26% of Newmont was already controlled by the ultimate victor, Consolidated Gold Fields PLC. Mesa's$ 100 million stock profit from the deal -- Mr. Pickens's estimate -- also evaporated during October's market crash",VERB,47
12237,12237,2525,0,"James D. Harper Jr., a big Chicago investor and former real estate lending chief at Continental Illinois Corp., said he lent hundreds of millions of dollars to Mr. Zell over the years, it was always repaid, and that Mr. Zell nearly always made out well",VERB,20
21658,21658,1481,0,"Without the boost in the capital- gains rate, congressional liberals would have attacked the tax reform plan for leaning too far in favor of the rich",VERB,12
1692,1692,573,0,"If only employees would learn to "" prioritize and organize, "" corporate executives often argue, then tardy reports, missed deadlines and frantic late nights would disappear",VERB,18
26336,26336,2795,0,"The action began a few months ago when Fred Carr, First Executive's chairman, moved to spruce up the lot by planting some grass",VERB,20
913,913,913,0,"In striking down the machinists' covenant, Judge Zagel cleared at least one hurdle to the pilots' proposed acquisition, which is pending",VERB,1
9386,9386,1912,0,"They are so consumed by their own power, by a Mussolini- like ego, that their willingness to run over normal human beings and to destroy honest institutions is unending.'",VERB,24
806,806,806,0,Any support for the State Department's proposals quickly evaporated when the ideas wound up in the press,VERB,8
21872,21872,1695,0,"The Kidney Patient Association, an independent group, estimates that some 1, 500 Britons die every year because of lack of kidney treatment",VERB,13
20613,20613,63,0,"The missiles, which only on rare occasions are pointed skyward, rest obscurely behind a wire fence at the western edge of town",VERB,10
36261,36261,2255,0,"In Greece, an official said the terrorists who attacked the liner in the Aegean Sea may have been pro- Iranian Arabs trying to hijack it",VERB,8
20513,20513,3700,0,The case makes New York state seem almost ungrateful for the way it responded to a federal law that pumped$ 675 million of Uncle Sam's funds into 21 troubled New York thrifts a few years ago,VERB,19
13632,13632,183,0,"New Pig Corp., Tipton, Pa., offers a hot- dog- shaped sponge that absorbs polluting liquids around factory machines",VERB,12
8224,8224,2615,0,"Suzy says she almost didn't answer the Revson column: "" But nobody, especially nobody of this ilk, can attack the queen",VERB,18
36295,36295,2289,0,"If you wish to examine why college costs rise faster than the cost- of- living index, you can start with our libraries",VERB,4
2183,2183,1064,0,"The Sandinistas have now offered reasons for attacking and arresting anti- government demonstrators Sunday -LRB- "" Somocista Bands Invade Nandaime "" -RRB-; for closing Radio Catolica -LRB- "" lack of respect for constitutional order "" -RRB-; for arresting a Conservative Party leader -LRB- "" the principal instigator "" -RRB-",VERB,7
27308,27308,30,0,"In case you missed it, this low- budget exploitation flick is one of the record 263 films that qualify for Academy Award nominations by virtue of the fact that they opened in 1987 and played for at least a week in Los Angeles",VERB,3
31462,31462,820,0,"Lower- alcohol beer is favored by "" session drinkers "" who spend an entire evening in a pub and are accustomed to drinking English beer which, despite its robust taste, generally is less potent than Australian or U.S. brands",VERB,22
31621,31621,979,0,"In fact, nursery accidents killed an average of 81 children a year between 1980 and 1986",VERB,4
13022,13022,3310,0,"Because they're so accurate, cruise missiles can use conventional bombs to destroy targets that only a few years ago required nuclear warheads",VERB,11
36171,36171,2165,0,She filled out a report right away,VERB,1
33316,33316,3047,0,"He sees many cars every day, and the Reatta clearly sticks out on first sight",VERB,10
24193,24193,279,0,"As each diver plunges into a cage, Mr. Roessler pours a smelly dipper of chum on top of him: the initiation rite",VERB,9
12156,12156,2444,0,The government's obsession with winning hearts and minds on the local level flows from its failure to entice black leaders into token participation at the national level,VERB,12
24645,24645,731,0,"A typist's fingers rest in indentations; moving a finger within an indentation "" types "" a character",VERB,3
8340,8340,2731,0,"At the Pavilion, Mr. Worthington pours a last glass",VERB,5
19554,19554,2741,0,"One young man, out of work for two years, says all the jobs he applies for are being filled by blacks; another man, nearing retirement, bitterly complains that the wages of his black colleagues are rising faster than his",VERB,18
33837,33837,3568,0,"After all, like any worthwhile hero, Fred was struggling -- to be a good father, to make movies, to reconcile his fantasy life with the domesticity he'd settled into, to stay in shape and still drink lots of Budweiser",VERB,35
13581,13581,132,0,This little romp doesn't miss a cliche,VERB,4
14907,14907,1831,0,The California system acknowledges it missed some opportunities by not going abroad sooner,VERB,5
15144,15144,2068,0,""" He just tried to eat the propeller, "" says Mr. Fox",VERB,5
21143,21143,966,0,These don't protect anything and aren't designed to kill attacking guerrillas,VERB,9
23238,23238,3061,0,"The funds rate, which is the rate on reserves that banks lend each other overnight, strongly influences many other rates, including those that dealers must pay to finance their bond holdings",VERB,11
761,761,761,0,""" As the amount of copper available for delivery rose above the number of contracts that had to be satisfied, the threat of a squeeze' in the March contract evaporated, "" said William O'Neill, research director for Elders Futures Inc., New York",VERB,29
26246,26246,2705,0,"From the start, the women are trodden upon, dragged across the stage, pushed around, used as wheelbarrows",VERB,8
32687,32687,2045,0,"But the report, published in today's edition of Science, lends credence to a body of opinion that HIV-2 in some cases may not ravage T-4 cells -- immune sentries of the bloodstream -- as much as it harms cells of the brain or bowel, said Dr. Levy in an interview",VERB,9
26226,26226,2685,0,But the Baylor Research Foundation in Dallas soon will unveil a technique for using this versatile laser to vaporize tumors without hurting the surrounding healthy cells,VERB,18
31487,31487,845,0,"On the U.S. side of the equation, Mr. Hodge said the improved October U.S. jobs data, the election and an expected improvement in the U.S. September trade deficit over the August report will all lend only temporary support to the dollar on its downward trend",VERB,34
28380,28380,1102,0,And a family in adjacent Hamilton County turned to him after it got little response from local authorities to its complaints about people dancing and praying in a nearby graveyard,VERB,23
27371,27371,93,0,"U.S. conservatives attacked the accord, but it helps clear the way for an upbeat superpower summit in Moscow at the end of May",VERB,2
13680,13680,231,0,"Among the problems that can be addressed, and perhaps resolved, at the joint session is the output currently escaping OPEC's quotas",VERB,18
29941,29941,3036,0,"Jack Scowen, a Conservative member of parliament from northern Saskatchewan, said that "" unless somebody wants to stir up a bunch of garbage, "" the language issue should be "" left to die.'",VERB,32
30746,30746,104,0,"In the West Bank, troops fired on Arab youths, killing at least one",VERB,9
12366,12366,2654,0,"In retelling the story of Freud's life and work, Peter Gay plows a furrow already dug deep by many previous Freud biographers and historians of psychoanalysis",VERB,11
28575,28575,1297,0,Non- U.S. companies that don't respond to the need for more substantive and timely information will miss the opportunity to attract U.S. investment,VERB,16
17872,17872,1059,0,"-- Last September, 22-year- old Kimberly Isaac of Baton Rouge, La., was badly scraped over a large part of her body when a 1977 LTD she had just parked in a grocery- store lot backed up, knocking her over and dragging her in circles",VERB,36
13431,13431,3719,0,The nation's cattle herd is withering,VERB,5
34775,34775,769,0,"The airline said load factor, or the percentage of seats filled, was 39.3%, up from 37.7% a year earlier",VERB,10
12923,12923,3211,0,"Parasite infections of people who like to eat raw or undercooked fish are increasing, and the main cause is the rising population of seals and other protected marine mammals, scientists reported",VERB,7
37088,37088,3455,0,"I arrived in Vietnam in early 1968, as green as the beret I wore, and was assigned to the Special Forces "" A "" team that had the dubious distinction, two weeks later, of being one of the first attacked during the Tet offensive",VERB,39
31083,31083,441,0,"Having expanded to handle the 1986 and 1987 mortgage crush, lenders flush with deposits have money to lend but not enough borrowers",VERB,17
2246,2246,1127,0,"They began from scratch, amateurs learning to sing and dance and act, working up to 18 hours a day, almost every day",VERB,9
21082,21082,905,0,"In the accident, which occurred in the Atlantic Ocean off Virginia Beach, Va., three crewmen escaped, but a co- pilot drowned",VERB,20
34519,34519,513,0,"From the answer to the Vietnam issue, should it ever be conclusively decided, will flow the prevailing view of America's world role",VERB,14
10380,10380,295,0,Immunex said the study examined patients with lymph cancers such as leukemia,VERB,4
19065,19065,2252,0,"The thesis already has been broadly bruited -- that over the past five centuries the great empires -LRB- Spanish, Dutch, French, British -RRB- have risen, flourished and won their wars because their effective military power was backed by a superior economic force",VERB,25
35444,35444,1438,0,"The fare restructuring, aimed at tying prices to mileage flown, apparently will wipe away many of the bargain- basement fares currently available to leisure travelers, and make it likely that those travelers will pay$ 10 to$ 30 more on most fares",VERB,9
8475,8475,2866,0,"The administration has been reluctant, for a number of reasons, to attack Tokyo on rice, historically Japan's most sacrosanct product",VERB,11
28492,28492,1214,0,"Field stone, generally rounder, is hard to come by because much is already in old stone walls, and few farmers are plowing new fields",VERB,21
12763,12763,3051,0,"In one spectacular 508-point swan dive Oct. 19, the industrial average crashed back to the level it first surpassed in March 1986, vaporizing the stunning advances of the intervening months -- along with many investors' paper profits",VERB,22
13515,13515,66,0,One person was killed -- an engineer on one of the trains,VERB,3
4264,4264,3145,0,"Several Wall Street investment bankers said clients have instructed them to examine the feasibility of topping the Swiss giant's bid, but emphasized that interest so far is preliminary",VERB,11
27950,27950,672,0,"Iowa farmers were just as demanding as candidates approached that state's contest 10 weeks ago, but those voters were stepping out of a portrait of American Gothic",VERB,19
31751,31751,1109,0,"Despite a drying up of domestic demand for equity- warrant paper, more than$ 1 billion of equity- warrant issues poured into the market last week, and further heavy issuance is scheduled for coming weeks",VERB,19
4615,4615,132,0,This little romp doesn't miss a cliche,VERB,4
26520,26520,2979,0,And only 20% reported that their customers lent them engineers to supplement their own technical expertise,VERB,7
10570,10570,485,0,""" Seems like you'll never make it to the top unless you know how to dance, "" the announcer intones",VERB,15
7293,7293,2810,0,Custom demands that cognac be poured from a freshly opened bottle,VERB,5
32962,32962,2693,0,The curator who answered our loud knocking was so happy to have two Americans visit she opened up the entire museum for us,VERB,6
24917,24917,1003,0,"Coke is even directly attacking coffee's breakfast appeal with radio ads urging people to drink something cold to come "" alive in the morning.'",VERB,14
35801,35801,1795,0,"Although it never saw combat, the Fortress flew photo mapping missions in Europe",VERB,7
7243,7243,2760,0,Many had believed that the heavier- than- expected weekend rains would dampen for at least several days a rally that has been based primarily on conjecture that the newly planted corn and soybean crops were too dry to start growing,VERB,29
4955,4955,472,0,Actigall could be used to dissolve the fragments that remain from that procedure,VERB,5
26346,26346,2805,0,"For the most part the events flow swiftly, from the decision by the gamblers to bribe the players, to the players' decision to accept the bribe, to the games, to the newspaper expose, to the trial",VERB,6
933,933,933,0,"Donald Ogilvie, executive vice president of the American Bankers Association, hailed the Senate vote and said that it would lend "" momentum "" to advocates of similar legislation in the House",VERB,19
16454,16454,3378,0,"At least one dealer, Mr. Feigen, feels that art as an investment is a fad that could evaporate if the Japanese economy weakens",VERB,17
25806,25806,2265,0,"Meanwhile, the U.S. quietly tries to persuade former Israeli Defense Minister Sharon not to undercut Shamir by attacking the peace effort",VERB,17
13052,13052,3340,0,"Nobody, however, could have foreseen the chain of events that would flow from this one",VERB,11
22840,22840,2663,0,"The horses' handler, a young woman, leapt onto Mr. Ricci's horse and kicked away in a cloud of dust",VERB,12
22398,22398,2221,0,"Even so, Mr. Babbitt won't miss the rigors of the road",VERB,5
3369,3369,2250,0,But Mr. Hewett says a prolonged argument in the Kremlin over how and when to introduce market- oriented prices could delay other reforms and even destroy them if the price issue isn't honestly resolved,VERB,25
33397,33397,3128,0,But sometimes there is a loosening of former rigidities: The communists once declared golf a capitalist evil and plowed up courses to plant crops,VERB,18
8225,8225,2616,0,"The pipe, dragging the sea floor 500 feet below, hit a coral boulder eight feet in diameter and sprang a leak",VERB,2
3637,3637,2518,0,"The campaign was able to buy television time in the week before the election only because Mr. Ward personally lent it$ 20, 000",VERB,19
11169,11169,1084,0,""" We haven't dug down to see "" what is missing, says Mr. Nelson",VERB,10
26577,26577,3036,0,"Jack Scowen, a Conservative member of parliament from northern Saskatchewan, said that "" unless somebody wants to stir up a bunch of garbage, "" the language issue should be "" left to die.'",VERB,32
23760,23760,3583,0,"The federal judge, while backing the pill last week, has left open the possibility he might strike it down at a later date under different conditions",VERB,16
23321,23321,3144,0,""" Germany is being regarded more and more as a high- cost producer of goods, and money will flow more and more to countries that produce more efficiently, "" said Christopher S. Bourdain, a senior financial markets adviser at BankAmerica International",VERB,18
8404,8404,2795,0,"The action began a few months ago when Fred Carr, First Executive's chairman, moved to spruce up the lot by planting some grass",VERB,20
5385,5385,902,0,"Two more of Sassy magazine's largest advertisers have been targeted for a letterwriting campaign by Liberty Report, a newspaper published by Rev. Jerry Falwell's Moral Majority",VERB,9
3150,3150,2031,0,"As the water runs down, it leaches salt from the earth and carries it to the Mother of Poisons, where water evaporates in the searing sun, crystallizing the salt in a thick white crust on the surface",VERB,21
17052,17052,3596,0,"The theory behind the strategy: If it's there, people will drink it",VERB,10
34625,34625,619,0,"On Friday, another leader of the failed mutiny against President Aquino's government escaped prison",VERB,12
27278,27278,0,0,"When the U.S. expanded its gulf fleet a year ago to protect Kuwaiti tankers flying the U.S. flag, it left little doubt that it was siding with Iraq and the other Arab nations against Iran",VERB,14
834,834,834,0,"Since then, the World Bank alone has lent more than$ 83 billion to already overburdened Third World debtors",VERB,7
8588,8588,2979,0,And only 20% reported that their customers lent them engineers to supplement their own technical expertise,VERB,7
20155,20155,3342,0,"Airborne, he grabs a roll of money from his back pocket and punches it toward the camera",VERB,2
37291,37291,3658,0,This might include such cream- puff outings as hiking in the Alps or riding elephants in Thailand,VERB,13
20169,20169,3356,0,An early new accord would absorb the existing one,VERB,5
33780,33780,3511,0,""" Consumer spending would mean a wider -LRB- U.S. -RRB- trade deficit, "" he said, adding, "" we want to examine the content "" of the growth data",VERB,20
36623,36623,2990,0,"Film clips 30 and 40 years old are used to contrast the "" horrors "" of conventional surgery, radiation and chemotherapy treatments with the ease of drinking a dose of Hoxsey's tonic",VERB,26
29212,29212,2307,0,""" But there are some things we can fix right now",VERB,8
31068,31068,426,0,"Chairs fly, Geraldo is bloodied, the governor is yelling "" outta my face, Noriega- breath! "" while the vice president screams "" Read my lips, liberal man! "" -RRB-/-R",VERB,1
25519,25519,1605,0,PRESS RELEASES about lawyers are flooding newspaper offices as the profession becomes more aggressive about marketing,VERB,5
28297,28297,1019,0,"Earlier in the month, the rate on reserves that banks lend each other overnight was averaging around 7 3 8%",VERB,10
22228,22228,2051,0,"Tears flowing, he stares at the picture till dawn",VERB,1
8236,8236,2627,0,"Josefina Pahilga, 38 years old, trained as a teacher, took a job as a maid abroad after she could not find a teaching post and ended up earning$ 100 a month rolling cigarettes in a tobacco factory",VERB,31
12704,12704,2992,0,""" This is a place to come for a better life, "" she says, as her troupe of tiny vendors surrounds tourists stepping off a bus",VERB,22
32507,32507,1865,0,"Two executive vice presidents resigned from First Chicago Corp. to take other jobs, and the banking concern shifted some officers to fill the vacancies",VERB,21
28279,28279,1001,0,"After two hours of this and more, Mr. Grappelli finally came on stage, wearing the loudest plaid shirt you' ve ever seen, and impishly, sweetly played circles around everyone, never for a second showing his age",VERB,25
17407,17407,594,0,"You have to plant it when it's small, and wait for it to grow.",VERB,3
15351,15351,2275,0,"To keep the bananas flourishing in winter, you need a$ 3, 400 heat blower and$ 5, 500 of diesel fuel",VERB,4
22612,22612,2435,0,"The dual rallies were touched off by falling commodity prices, which came in reaction to rain in the parched Farm Belt",VERB,15
9204,9204,1730,0,"These Protestants retaliate by physically attacking Catholics, Mr. Donnelly says",VERB,5
30227,30227,3322,0,"Mr. Phillips said the bars would "" melt for about half "" of their auction price",VERB,7
13392,13392,3680,0,Mr. Knight and others criticize the service for helping students miss classes,VERB,10
14353,14353,1277,0,"The Federal Aviation Administration, trying to reduce the risk of accidents caused by wind shear, ordered that all planes with 30 seats or more be outfitted with equipment that detects and helps pilots escape the condition",VERB,33
17171,17171,3715,0,The government won't estimate the condition of the recently planted corn and soybean crops until August,VERB,9
16134,16134,3058,0,"The last Volkswagen made in North America has rolled off the assembly line, but it isn't for sale",VERB,8
26192,26192,2651,0,"When dissolved in water, the protein acts as a catalyst to aid the freezing process by increasing the effective freezing point of water by 8 degrees to 10 degrees Fahrenheit",VERB,1
468,468,95,0,"A spokesman for the real estate investment trust, which was set up a year ago to lease properties to American Medical International Inc., a health- care concern, said there isn't any immediate plan to fill the chief executive position",VERB,34
18972,18972,2159,0,"For the first five months of the year, the NWA Inc. unit flew 14.9 billion revenue passenger miles, down 7.5% from 16.1 billion miles a year earlier",VERB,12
30277,30277,3372,0,"Once the people move, these houses will be destroyed",VERB,8
15678,15678,2602,0,""" He's tan, rested and ready.'",VERB,3
21176,21176,999,0,"But industry lobbyists argued successfully that reconstituting spent plastic containers into such alternative products as flower pots, drainpipes, synthetic lumber, and filling for pillows and sleeping bags should count against the recycling targets",VERB,21
33744,33744,3475,0,Senate negotiators last week tried to persuade the House to at least include a fallback provision that would fix the problem in case Justice is right and the agreement is found unconstitutional,VERB,18
16922,16922,3466,0,"The well flowed at a rate of seven million cubic feet of gas a day through a 14 64-inch opening at depths of 12, 500 feet",VERB,2
23193,23193,3016,0,"In retelling the story of Freud's life and work, Peter Gay plows a furrow already dug deep by many previous Freud biographers and historians of psychoanalysis",VERB,11
18060,18060,1247,0,But Mr. Mitterrand has said he wouldn't dissolve parliament and call new elections unless it voted down his government,VERB,7
22164,22164,1987,0,"In 1983, North Korean agents are believed to have set off a bomb in Rangoon, Burma, that killed four South Korean cabinet ministers and 13 other Koreans in what may have been an attempt on the life of then- President Chun Doo Hwan",VERB,17
2561,2561,1442,0,"In 1936 a German chemist, Gerhard Schrader, stumbled on a phosphorus compound extremely poisonous to insects",VERB,7
34681,34681,675,0,The martini ranked second in the publication's recent survey of what Americans are drinking,VERB,13
15807,15807,2731,0,"At the Pavilion, Mr. Worthington pours a last glass",VERB,5
6437,6437,1954,0,"Colombia signed a$ 1 billion loan with 112 of its bank creditors, showing that banks still are willing to lend to the more- creditworthy Latin American countries",VERB,19
16741,16741,3665,0,"In February, money flowed out of stock funds for the first time since October",VERB,3
5434,5434,951,0,The suit also charges that Suzuki fraudulently withheld information about alleged design defects that give the Samurai a propensity to roll over in certain abrupt maneuvers,VERB,20
29992,29992,3087,0,But a union- company panel later reviewed the pay of workers whose responsibilities had changed as job demarcations dissolved,VERB,18
6260,6260,1777,0,""" If we don't do something to address the needs of the urban poor, then the core of our cities will die, "" says Frank Lomax, executive vice president of the National Urban League",VERB,21
36051,36051,2045,0,"But the report, published in today's edition of Science, lends credence to a body of opinion that HIV-2 in some cases may not ravage T-4 cells -- immune sentries of the bloodstream -- as much as it harms cells of the brain or bowel, said Dr. Levy in an interview",VERB,9
35243,35243,1237,0,"In 15 years, Ms. Tsemel says, "" I can count my wins on one hand -- with two fingers missing.'",VERB,19
29909,29909,3004,0,Southeastern poultry producers fear withering soybean supplies will force up prices on other commodities,VERB,4
10167,10167,82,0,"Oh, for the day when we all drive Yugos to our stagnant jobs, secure in the knowledge that no one will lend us money",VERB,21
25638,25638,1724,0,"Gary Floyd, owner of Johnson's Corner, says he pumped one million fewer gallons of diesel fuel in 1987 than a year earlier",VERB,8
14983,14983,1907,0,"He says he lent$ 13, 000 to Victor Cohen, a friend of Mr. Galvin's and an Air Force assistant secretary whose phone was tapped by federal investigators",VERB,3
20531,20531,3718,0,"There has yet to be a confirmed report of a large animal killed by the flames, although a few deaths are almost inevitable, park officials say",VERB,12
11424,11424,1712,0,"Japanese, West German, Taiwanese and other foreign machine tool builders grabbed business away from U.S. machine builders, both in the U.S. and abroad",VERB,10
14966,14966,1890,0,""" I wish we didn't run to the government every time it doesn't rain, "" says W.J. "" Dub "" Waldrip, of the huge Spade Ranches of Texas and New Mexico",VERB,13
26029,26029,2488,0,Thousands of Chinese soccer fans battled police and besieged a rival team's hotel during a riot Monday night,VERB,8
32571,32571,1929,0,"Mr. Ketelsen said yesterday that said their interest is greater than the company expected, but that "" we may have people kicking tires.'",VERB,21
27479,27479,201,0,"They will change their attitude -- and will lend money to Brazil -- they have too much at stake not to, "" says Rimmer de Vries, chief international economist at Morgan Guaranty Trust Co",VERB,8
24497,24497,583,0,"Now, in a suit filed in State Supreme Court in Manhattan, Claiborne alleges that Avon failed to keep an agreement to continue filling orders for the former venture, which had 1987 sales of about$ 27 million",VERB,22
31245,31245,603,0,But I'll tell you this: I haven't had a cold since I ate it,VERB,12
16429,16429,3353,0,"Where CBS or ABC harped on religious freedom over footage of Ronald Reagan visiting an orthodox church, "" Vremya "" stated that Mr. Reagan "" touched upon the question of religion, "" and a deputy in charge responded, "" these issues. .. are now being looked into carefully.'",VERB,25
18091,18091,1278,0,They remember how the boom in small stocks withered in March under the glare of bull- market publicity; some portfolio managers back then were complaining that the public excitement over little stocks was a bit overdone,VERB,8
36041,36041,2035,0,"I drank Vodka, So did you "" and saw the doors opening to the glittering life of an octave- thundering concert pianist",VERB,1
32198,32198,1556,0,"About 100, 000 Kurds -- a people not previously known for running -- have fled across the border to Turkey to escape the onslaught",VERB,21
22849,22849,2672,0,"After such warfare killed or maimed millions in World War I, public horror brought an international agreement in 1925 to ban it forever",VERB,3
33538,33538,3269,0,"Nothing Like the Sun "" left you relatively cool, you won't want to miss these concerts featuring the former Police chief and his hot new band",VERB,13
3922,3922,2803,0,"Secretary of State George Shultz last week attacked as "" shocking "" Mr. Dukakis's willingness to recognize Jerusalem rather than Tel Aviv as Israel's capital -- a move that has been long sought by the Israelis and would be popular with Jewish voters in the U.S., but that Mr. Shultz asserts would complicate efforts to find a Mideast peace",VERB,7
10397,10397,312,0,Whether that should be welcome news or cause for alarm depends on one's confidence in the ability of Congress to write rules for markets without destroying them,VERB,25
24258,24258,344,0,"He said incinerator temperatures of as much as 1, 000 degrees Celsius are enough to destroy the mineral",VERB,15
35472,35472,1466,0,Another form of front- running likely to be examined in coming months is trading by Wall Street firms in October in anticipation of massive sell orders by money managers using the computerized hedging strategy known as portfolio insurance,VERB,8
27428,27428,150,0,"Charles Jude, Mr. Nureyev's partner, danced with a youthful resilience that reflected unfavorably on the latter's growing infirmity",VERB,5
33645,33645,3376,0,"And if occupancy ran low, the administrator would just let the doctors know and the beds would fill up",VERB,17
6698,6698,2215,0,"The solvent, methyl tert- butyl ether, has been known for some time to dissolve gallstones but hasn't been widely used because it had to be pumped into the gallbladder by a hand syringe for several hours while the patient was under general anesthesia",VERB,25
3098,3098,1979,0,"Astrotech went into a deep tailspin two years ago, officials say, with the explosion of the Space Shuttle Challenger, which destroyed hopes of near- term commercial space travel",VERB,20
3456,3456,2337,0,"This is also true, I believe, with respect to the famous Buddhist university at Nalanda, India, which too was destroyed by the Moslem hordes, who had no respect for others' learning",VERB,19
17574,17574,761,0,""" As the amount of copper available for delivery rose above the number of contracts that had to be satisfied, the threat of a squeeze' in the March contract evaporated, "" said William O'Neill, research director for Elders Futures Inc., New York",VERB,29
32139,32139,1497,0,Omnicom's Tracy- Locke unit in Texas recently struck a deal to buy back 20% of its stock from the parent,VERB,7
12848,12848,3136,0,"Last year, Mexico claimed that the equivalent of 6, 200 acres of poppies were destroyed, up from 5, 900 acres the previous year",VERB,14
35508,35508,1502,0,"-- The peaceful absorption into the world economy and polity of nations now moving swiftly to absorb all the major technologies, a group including among others, China and India, Brazil and Mexico",VERB,16
14137,14137,688,0,"But these corporate gains appear more like personal setbacks to Mr. Collyer and many of the other 32, 500 British workers who struck Ford's British plants eight days ago",VERB,22
21715,21715,1538,0,"After losing overseas business to Japanese rivals in recent years, U.S. construction and engineering concerns are starting to worry that their home turf now is being targeted by aggressive Japanese builders",VERB,26
17765,17765,952,0,"In a letter sent yesterday to the German media, the terrorist group said Mr. Tietmeyer, who was unharmed in the attack, has been targeted because of his central role in sustaining the world's "" imperialist "" financial system",VERB,23
18860,18860,2047,0,"JAMIE SECURITIES Inc. is dissolving, firm officials have said, but the company hasn't formally announced the move",VERB,4
15536,15536,2460,0,"Bond yields initially surged, but as stocks crashed inflation fears evaporated and an explosive bond market rally began",VERB,10
6434,6434,1951,0,"According to Ernest Simon, cotton specialist for Prudential- Bache Securities Inc., dry weather in areas of Texas and in the Mississippi Valley, from Missouri to Louisiana, presented a potential threat to the newly planted crop",VERB,33
22531,22531,2354,0,"Sir Nicholas, who presided over many changes at the exchange, helped lay the foundation for the "" Big Bang "" deregulation of Britain's securities markets by agreeing to end fixed commissions and other rules",VERB,29
14889,14889,1813,0,During that period I had made a number of wilderness trips into war zones in an effort to examine the reliability of the many conflicting human- rights reports and present an overall picture of the Contra war's human toll,VERB,18
9332,9332,1858,0,"Quiet pressure from top businessmen combined with British and German threats of more sanctions to convince Pretoria to soften legislation that would cut off overseas funding of opposition groups, and to indefinitely postpone the hanging of the Sharpeville Six, a group of blacks sentenced to die for the mob killing of a black town councillor",VERB,45
124,124,497,0,"Out of 2, 500 patented Soviet technologies available, Lic- Con has targeted 10 for the U.S. market initially, including a ceramic spray- coating process; a non- explosive powder for excavating rock; and a water- resistant concrete binding agent",VERB,11
36322,36322,2316,0,"A player couldn't let the knees touch the ground, for two reasons -- one a matter of protocol, the other practical",VERB,6
7639,7639,3529,0,"Similarly, Stephen Lister, a senior vice president of the American Stock Exchange, said that in examining the activities of brokers, the exchange's investigators sometimes encounter brokers who can't explain an investment strategy they' ve recommended to customers",VERB,15
30232,30232,3327,0,That rise is at least 1 degree Fahrenheit per decade; we won't be able to miss it if it happens,VERB,15
22533,22533,2356,0,Evidence in the New Jersey trial showed the driver had stepped on both pedals,VERB,10
9274,9274,1800,0,""" Our view is that the economy is going to stumble and stagger through 1988, "" he said, "" and then we think the best bet is that we'll slip into a recession in 1989.'",VERB,10
11798,11798,2086,0,""" It's no scarier than stepping out my door at home, "" says Davoru Sperling, a Torah student from the West Bank",VERB,5
4159,4159,3040,0,"Now when a NATO ship touches the land between the Baltic and North seas, Denmark will notify the ship's embassy the visit must "" take place in agreement with the rules laid down by the Danish government.'",VERB,5
21832,21832,1655,0,The specter raised by economic nationalists is that the country will be flooded with foreign materials,VERB,12
28349,28349,1071,0,Then he drop- kicked the ball through some goal posts about 50 yards distant,VERB,3
34785,34785,779,0,""" I have long suspected that more people are sleeping apart because of snoring than are sleeping together for all other reasons combined.'",VERB,16
10553,10553,468,0,""" From an issuer's perspective, this is a market that occasionally stumbles over the truth but quickly picks itself up and hurries on as if nothing has happened, "" said Joseph Fichera, a vice president at Smith Barney, Harris Upham& Co., paraphrasing Winston Churchill",VERB,11
27331,27331,53,0,"Nearly all of this growth is in the developing countries of Africa, Asia and Latin America, which are least capable of absorbing it, the report said",VERB,21
7007,7007,2524,0,"Zero makes cases, cabinets and cooling equipment for the electronics industry and industrial and consumer use",VERB,5
8418,8418,2809,0,"In fact, the debate found him at one point cross- examining the senator like a prosecutor",VERB,10
4765,4765,282,0,"The rate on Federal funds, or reserves banks lend one another overnight, could climb above 8% by tomorrow from just under 7 3 4%, he said",VERB,8
