,Unnamed: 0.1,Unnamed: 0,sentence,score,label
212,2148,2148,Thank you for your answer. What are the sources for region 4 (Australia) release dates?,1.144087995,True
390,399,399,"Hello. Since you have contributed to <url> in the past, could you spare a minute to discuss the fate of <url>?",1.096368622,True
723,579,579,"Normally I'd welcome <person>, but in this case I think you are a better editor to do that as I'm he-0! Would you do the honours please?",0.2825833326,True
884,2025,2025,"Hi, I tweaked it again. Could you check please?",0.9288454419,True
125,173,173,The large coat of arms is still be commented on. Maybe you can lend a word or two?,0.4604581675999999,True
405,590,590,"Hi, what are the technical steps to withdraw a nomination to delete a category? Or more specifically, what template did you use to withdraw your nomination?",0.6539510905,True
911,1535,1535,"Katy, good buddy. Is <url> your lost article?",0.7962538767,True
256,647,647,"If you want I could simply remove the maps from each article, its not that important. What do you think?",0.4177549363,True
500,719,719,"Fair nuff. Anyhow, somebody's birthday is coming up, is it not?",0.4192908925999999,True
934,553,553,"I wondered, simply because I see you occasionally and had never seen him before, so at first I thought he was you. I wonder if there's a User:Nyttned running around?",0.0622371513999999,True
963,2654,2654,"In fact, what I'd like to propose here is that we take a bit more control, establish some stricter edit warring restrictions, unprotect the page, slap up an edit notice, and enforce them with blocks so that people can get back to writing the article. Do you think that would have a positive effect?",0.1276903653999999,True
18,979,979,I have reverted your relocation of the images of this fragment - as I think it better if the images and transcripts can be seen side-by-side. Do you agree?,0.6508520461,True
603,1686,1686,There is a very nice moving picture at <url> which illustrates the bisection method. Can we get it for our version?,0.9619815193,True
813,3127,3127,"Hey poetic decay, I was planing on merging <url>, <url>, <url>, <url> and <url> together. You think you could help me with it?",1.163042124,True
1029,1084,1084,Hey. I'm proposing a <url> - would you be interested in coming along?,0.4749572712,True
1038,205,205,This is now ready for transfer. I will leave it up to you if that is OK?,1.09505829,True
0,1327,1327,"Fair enough. Shell, can I suggest wacking his userspace drafts while you're at it?",0.166999759,True
593,3233,3233,"Hi Steve, I've added refs & cites to this article. Do you think it still needs a warning about lack of refs/citations?",0.9892285524,True
929,1852,1852,"I was confused by ""darkhad"" being translated as ""sacred ones"", when the usual translation I know is smith or craftsman (kind of). Was I at least correct in being confused?",0.5336017389,True
86,2143,2143,"Thank you for your comments. May I refer you to <url>, where I think you will find the sort of criticism section that you are looking for?",0.1205044247,True
36,1032,1032,It's a shame that <url> still needs repair. What do you think?,0.2682609654,True
488,3275,3275,"4. I had once felt that the Euroleague, Italian and Greek leagues were the top leagues. If I were to choose selected European leagues from this page <url>, do you have any thoughts on which ones are important?",0.6192770518,True
800,378,378,Indeed. How did you find this?,0.1468204701,True
494,321,321,"Alright, I added my final ideas. <url>?",0.3024556052,True
558,1248,1248,"As for the Norwoods, both South Norwood and Upper Norwood are in Croydon, but West Norwood belongs to the LB of Lambeth. Does that help?",0.3836668611,True
825,213,213,"Hi, not sure exactly what you are asking, the three web refs you list (IUCN, Birdlife, Audubon) all work fine for me, possible a server might have been down temporally, since these rarely give trouble otherwise? Or have I misunderstood your question?",0.4754047454,True
293,1418,1418,Merci! Should the template page be updated to show how to list the article?,0.2109371944,True
406,473,473,I just saw that after I left this message to you. By speech marks do you mean quotation marks?,0.6733802259,True
637,3116,3116,"One more thing if you want, let's talk on the Seinfeld talk page. I think I am taking up your talk page so let's talk there instead, ok?",0.8916686133,True
780,2301,2301,I presume you just removed every backlink to <url> on accident? Did you need me to revert that real quick?,0.3788149134,True
457,988,988,"So far, I haven't seen any sound samples in music articles, not even in <url>, which is featured according to the nomninator of <url>. Can you point me to a page where I can find this discussed?",0.6015076900999999,True
417,2972,2972,The block has indeed expired. What message are you getting when you try to edit?,0.3179541424,True
866,3158,3158,"Soman, since you visited the Swedish Social Democratic Party site in May 2010, did you put the May 2010 ""(This article) may need to be rewritten entirely to comply with Wikipedia's quality standards"" atomic bomb tag at the top of the article? If so, will you clarify which sections you feel are inappropriate to a discussion of the political party, and what sort of focus you'd prefer to see, and why?",0.6517013578,True
310,2001,2001,"Ah, thanks! Btw, IS THERE any kind of guideline for FAs in regard to lede length somewhere?",1.45367984,True
569,100,100,"I don't follow you I was not aware that my edits were vandalism, I was editing according to what had (it appeared to me) been agreed on the talk page, but additional material had been inserted (that had not been agreed upon) that esentialy said the same thing (and was not supported by the sources) that had caused the origioanl disagrement. I think I may have mis-understood you point, are you saying that I can only revert three times if its vandalism, or that my edits were vandalims?",0.5316213811,True
430,2589,2589,P.S. do you think you should add this template to the Federated page?,0.1365727148,True
923,3033,3033,Congratulations! You are the winner of <url> Round 10. Would you like to prepare the questions for the next Wikifun?,1.554459162,True
164,1140,1140,"The benefit of a version of the sentence is that it helps clarify the differences between Lavoisier and Priestley; however, we need to be careful that we don't convey the wrong impression to the reader. How best to do this?",0.8841266899,True
166,581,581,I am currently writing up an RfA for Chacor. Can you check with the other Arbcom members and make absolutely sure that he's authorized to run?,0.5488926270000001,True
580,1836,1836,Its good the only changes I would make are putting Jansen and Venglos under the McCann era. Maybe Celtic and the wars should have a heading of its own?,0.1757470685,True
836,2432,2432,Yes. What other types of images are like logos (cannot be used in templates; only articles)?,0.324593195,True
756,2766,2766,"Apologies for this being on your page, but then you are an admin. Is it normal for 6 articles to have cut-and-paste identical substantial content on Wikipedia?",0.2612041976,True
140,1012,1012,"Thanks for telling me. Do you just perform the rename, and I then re-create the account to take it for myself?",0.9594233987,True
1058,975,975,"You're very welcome. What no stones thrown my way for referring to Bishzilla, as a damsel in distress?",0.1022481001,True
887,27,27,"Clever work with the search and replace (I still think w:es should have recognised that ISO date format, tho'). Now, any idea where I can find a list of the DF's late, unlamented ''regentes'' to flesh out my <url> article?",0.473694546,True
742,889,889,One other question I have is that the ''Wikipedia'' article states that his 1968 paper had been first rejected by American publications before it was accepted by the British one. Would you happen to know why?,0.4538478849,True
138,470,470,"at the end of the <nowiki><head> </head></nowiki>. Could that be fixed again, please?",0.4020234229,True
462,3708,3708,"Thank you for the tip Javier. As I've never done a FL before, can you take a look after I've completed the list?",1.62812087,True
158,3333,3333,"Hi Orlady, I wanted to seek your advice....Information on FIBAA is available in the German language on Wikipedia : http://de.wikipedia.org/wiki/Foundation_for_International_Business_Administration_Accreditation. Is there any chance to have it in English?",0.594558989,True
299,3121,3121,<url> is basically ready for FAC pending some copy edits. Could you take a look to see if anything additional needs to be done?,0.3902759483,True
562,345,345,"My post above was a helpful hint about following DYK as a whole, not about the nomination process. Would you mind posting your post under a new heading, as it seems to have little to do with what I was saying and seems to be changing the subject?",0.5333195435,True
525,421,421,I read your publication and enjoyed seeing the relationship between activeness and chance of success to become an admin. Are you planning to do a similar model for bureaucrats?,0.6189743646,True
1099,1674,1674,"This seems to have become a standard put-down of yours<url>, but can you translate ''Go maith leith scxe9al'' <url> for me? Or did you mean ''Gabh mo leithscxe9al''?",0.07662512352,True
758,1330,1330,The old article was deleted. Have you had a chance to read the discussion and rationale for this decision?,0.2702295977,True
969,272,272,Good catch. Do we have a solution for that yet?,0.5643429870000001,True
651,947,947,i searched through the history and the question at http://en.wikipedia.org/wiki/Talk:Telephone_numbering_plan#coincidence.3F relates to infomation <url>. could you possiblly answer it?,0.5403099368,True
579,1288,1288,I'll leave a note on his talk. Can you revert the edits?,0.069367893,True
985,3619,3619,<url>. What do you think should be done?,0.04351725456,True
878,1959,1959,"Sorry, I dont quite remember what we were talking about. Can you tell me what you were/are confused about?",0.9256320307,True
820,1586,1586,"OK, just to make sure there are city, town, village as incorporated places, the townships are districts, and of course CDPs (I want to make the key right). Also, how many parishes are there (perhaps I should have asked this first)?",0.3926915013,True
1066,1351,1351,"Thank you much! May I call upon you if I make mistakes or need help, then, please?",2.2994064830000003,True
370,653,653,"It already look great. BTW, what are your thoughts about the previous post on the names of the other post office and rates lists?",0.7323415566,True
288,2662,2662,"Hey, out of curiosity, why is your name ""TruthbringerToronto"" if you're in Montreal? Former Torontonian that escaped perhaps?",0.3375107743,True
928,648,648,"Hi- The Magnificent Clean-keeper- I note that you recently removed a contribution I made to the <url> page, citing lack of ""notability"" as the reason. Iu2019m not saying you where wrong to do so (notability is an important criteria in the Wiki project), however, since the definition of ""notability"" is hard to pin down, could we discuss this particular instance, in greater detail, at some point?",0.7632103004999999,True
763,2935,2935,I see you are a libertarian SULS alumnus. Did you ever have Professor Rounds?,0.1241717289,True
852,28,28,"I might have just done a wrong revert on this art - what do you think? Small cf Singapores Changi maybe - but, ...?",0.2377084889,True
830,1978,1978,"I was visiting the <url> article again today, and I had the same instinctive reaction to the image, that it is too specific and not representative of all pederastic relationships but only the sexual ones. Would you mind if I changed to something more representative of the practice, like a symposium image?",0.8497827933,True
734,1268,1268,Thanks for help! One more question: similar item at this address is a painting: http://sflib1.sfpl.org:82/record=b1035824~S0 Do I use the same tags?,1.166897227,True
1096,239,239,Thankyou for the message. Isn't it academic convention to specify which edition one has cited and give the page numbers therefrom?,0.3248337836,True
183,760,760,"Is this, perhaps, what the main article calls a ""Backshot wheel""? If so, should the article be renamed?",0.0848556868,True
777,568,568,"Please discuss general principles on <url>. Do you think there should be a controversies page, or do you think the controversies should be integrated into the mainline texts of the various Giuliani articles?",0.5810688628,True
195,2583,2583,"Hey, I'm inquiring about my <url> a few months ago for photos from the Flames-Rangers game that took place last week. I've gotten a few of these since then, but just wondering if you remembered and got any shots that would be worth using on here?",0.7059913731,True
744,2382,2382,"Thanks for your participation. Just out of curiosity, is a site preference for color over black and white explicitly indicated on some guideine or policy page?",0.4997398874,True
441,3703,3703,"its - it's - its - Sheesh ! Thanks for fixing :-) Scary, huh?",0.5538282127,True
154,2404,2404,"Hey ! There is a little problem on that image you uploaded from Lambiek : Caran d'Ache is supposed to be 2 years old in 1860, but his ''moustache'' and tallness let me think he is not so young... Do you know where to find the real date of the picture ?",0.1473642318,True
998,1975,1975,Please see <url>. Could you help with the list on the talk page?,0.8983238070999999,True
433,683,683,"I'm really very sorry, but no, I '''didn't''' know, didn't get a message saying that was wrong. Where was it?",0.7846248251000001,True
997,1468,1468,What if you just take the corresponding part from '' fand er sich in seinem Bett zu einem ungeheuren Ungeziefer verwandelt.''?,0.1856451391,True
994,2911,2911,These guys wanting that link to the leaked script on the page don't seem to be going away. You think a request for semi-protection is warranted yet?,0.267850131,True
801,2637,2637,I give that a huge second. Why haven't you signed onto the wikiproject yet?,0.02749010575,True
131,781,781,"I put both in the first sentence, to show a range. Is that OK?",0.5247334881,True
530,1178,1178,"And after seeing this talk page, I'll also note that there is no difference between scalars in math, physics and computing, those articles should all be merged together. :-/ Maybe you'd be interested in doing such a merge?",0.557739293,True
1095,1281,1281,Well I came to the same conclusion as Rpyle731. Perhaps a trip to the talk page is in order?,0.2050961007,True
870,3299,3299,"Hello...I looked up <url>, and found that this person is a previous vandal. Is this sufficient to block the user, since more vandalism was done on Cold War article?",0.4658647100999999,True
144,3450,3450,Anything else to add to this article? Shall we put it up for GAN?,0.4012313447,True
182,1013,1013,"True, true. But at least ''half'' that small minority are editing these articles ;-) And it's such a nice sentence to introduce the constitutional aspects... Perhaps I should re-frame it as legality ''""at the time""''?",0.3771325765,True
738,1927,1927,"I recently was approved for VandalProof, and I installed everything and stuff, but I'm confused on how it is actually run, like what do I click to start it. Could you please help me a little?",0.6461372354,True
897,2683,2683,"Hi, do you have a nationality for ''Belpamela''? If so, would you add the relevant flag?",0.2838751259,True
1073,175,175,The profile seems good as it is. Why don't we bring this back up after the Hibiki 2-parter?,0.5464100618,True
704,393,393,I get the regular edit page with the instructions and everything when I click on it. Did you replace SOCKMASTER with the actual name of the sockmaster (the account controlling all the sock puppets) in the box?,0.1332322989,True
976,3213,3213,"Done. I may have missed a few links when copying them across, so could you please look through it just in case?",1.406913483,True
546,2295,2295,"Hi there, I've reworded that paragraph a bit. Is it any clearer?",0.4308506594,True
290,795,795,"I vote that they stay, given that even though they're not ""Recurring"" in and of themselves, they're part of a recurring phenomenon, which is Stephen doing ""Better Know a District"" spin-offs. So, maybe we should re-group them under a heading of ""Spin-Offs"" in the ""BKaD"" section?",0.2382691778,True
909,1736,1736,"Sorry for the slow reply, something I needed to take care of. <url> is restored- if it is mentioned in such <url>, could you please <url> them in the article?",1.070741711,True
1034,3699,3699,"This is helpful for automatized transfer scripts. By the way, did I get the location tag right on <url> :-) ?",1.106053022,True
383,2790,2790,"Done, I think. How does that look?",0.1750965848,True
341,1952,1952,Hate to be a bother... but need help with getting the bot running? Anything I can do as a non programmer?,0.9952236185,True
1004,1767,1767,Did you discuss it with the user? Did you ask him/her to redact or remove it?,0.1975315975,True
735,3732,3732,Thanks for continuing to look over the article. Do you know or do you know anyone that knows anything about the <url> or the <url>?,1.369292212,True
639,1238,1238,"Thank you! Was I the only one who found Lima's tone to be, to say the least, unpleasant?",0.4320012183,True
380,1370,1370,"It may very well have been a better candidate for a stub rather than a speedy deletion. I would rather not talk about this on another users talk page, if you would like to discuss if further could we continue any further posts on <url>?",0.5398487742,True
331,3551,3551,"The items in question would have their notability already asserted in their own Wikipedia pages - or is this not a correct assumption? How can we resolve this, and how can we adapt our future preparation of, and reviewing of GAC, if in fact it is necessary?",0.0448030024299999,True
330,3228,3228,"Thanks. Aside from rewrites and creations (which I've no mind for), anything in particular you see that I should focus on, or is it going okay?",0.970407812,True
914,3368,3368,"Thanks for your support. Could you check and give me your opinion on the debate at <url> and, in case you agree with me, ask Critzu to explain himself?",0.08616607834,True
778,2722,2722,"Lol, yes, simply! I would have no objection to something like this ""According to "".... Records"" the song was sent to mainstream radio as the official third single in may."" OR something?",0.38779361,True
425,1136,1136,"By changing ''Category:New Zealand Mu0101ori people'' to ''Category:New Zealand Mu0101ori rugby union team players'' for many Kiwi rugby players -- such as <url>, <url> and <url> etc -- you have removed many Mu0101ori people from the only category that collates them together. Do you want to fix?",0.01049985034,True
983,1944,1944,"I'm sorry, but I'm unlikely to have time to help. Maybe try <url>?",0.5650495471,True
694,1588,1588,"I have put another warning on <url> with full details of the vandalism. Can this be reported to London Grid, please?",0.9505395953,True
543,2892,2892,"If the procedure for afd/copyvio is the same, that could certainly be possible. Can you please provide a link to the appropriate pages/templates in that language?",0.3609526245,True
702,945,945,I just did some edits on it. Feedback?,0.08345766499,True
933,2608,2608,I'm running out of ideas of useful edits to do. Have you got any ideas?,0.1904624661,True
145,577,577,"Well, I do have one question. If I were to come across a page that I would normally mark as a CSD- like copyright infringement, etc, as an admin can I just delete it or do I need to mark it CSD and ask another opinion?",0.1162856128,True
703,1849,1849,with an ndash rather than a hyphen. Can that be fixed?,0.5292234212,True
446,3681,3681,I note that you've edited since this was brought up here. Could you please respond?,0.5361753384000001,True
581,1541,1541,I got rid of the non-notable entries. What else needs to be done?,0.2861128507,True
990,1540,1540,Hi Sukh - gotta request to make. Could you please have a look at this article and its FAC and give it a copyedit?,0.462236576,True
454,2044,2044,"I noticed here <url> you mentioned ""horing"". Is that just a spelling typo for ""honoring""?",0.009192723614,True
628,1513,1513,"So, a couple of thoughts then - a) instead of saying ""XYZ is an SSSI"", I could say ""XYZ is a <url>"" and b) instead of just saying ""it has been notified as an SSSI"" I could say something like ""because of its <url>, it has been notified as an SSSI"". If I did those two things would that solve the problem, or do you think I need to do more than that?",0.1082565766,True
951,2913,2913,This is not a suitable candidate for CSD as it asserts notability. May I suggest you consider a <url>?,0.5849294607,True
413,96,96,"Hello Jennica, I noticed you revert vandalsm occasionally. Would you like me to grant your account <url> to help you revert vandalism more easily?",0.9679042355,True
1071,935,935,"Perfect, thank you! Can you help with the phonetics of other Nordic languages?",1.236243119,True
474,350,350,Take another look in my sandbox. Would that work to show the change of flag?,0.358772716,True
784,2960,2960,Hi I am still not clear if you have a commons account or not. If you do can you say what the name is?,0.5038780007,True
95,3556,3556,I figured that. Is there anything else I need to do?,0.6556264921,True
873,3366,3366,"The section starting with '''a philosophical defeat, etc''' is somewhat informal in style. Could you try to eliminate solecisms when you get a chance?",0.56447136,True
69,424,424,About ten days ago I made some changes in response to your comments. Can you please look at them and make your GA decision?,0.2207768846999999,True
619,428,428,Very nice. Did you visit also Romania or not?,0.8327786009,True
649,1421,1421,You're welcome. Do you have an opinion as to whether they would be worth adding to <url>?,0.8934068215000001,True
1081,3755,3755,Unfortunately the 4chan page you linked to in <url> does not exist now. Can you give a pointer to what is involved?,0.4129823817,True
560,2466,2466,I re-drew the captions on the tugboat diagram <url>. Do they render correctly for you now?,0.03383397999,True
599,1545,1545,By the way. Can you edit your own talk page when it is protected?,0.03794676748,True
150,2825,2825,"I tried to make sense of the CfD rules and procedures as I think this: <url> has no reason to exist, but I decided instead to just bug the first person on the CfD discussions who seemed to know what they are doing, so I come to you. Could you properly nominate this for deletion?",0.4061761490999999,True
775,20,20,Hi. Are you ready to start the RfA?,0.2573532523,True
981,758,758,Problem solved! Aren't administrators handy?,0.5997982741,True
877,1315,1315,"While I looked there, it had a nice little message at the top saying ""To report persistent vandalism or spamming, see WP:AIV"" And this definitely looked like persistent vandalism. Should that comment on <url> be updated then?",0.4171087902,True
344,3615,3615,"I'd really like to keep the image, just because it's of a Medal of Honor winner. Is there a way to shrink the table, or another place in the article (Like the Footnotes section) where the image would work?",0.5987182435,True
939,3001,3001,"I'm a bit busy IRL, but I've got a bit of time. What's up?",0.1562410555,True
22,1390,1390,Where are the actual findings of fact and sanctions in Haiduc's case? Do they need to be tweaked?,0.0426107735399999,True
926,1499,1499,"Steineresque! Shall I have a go, or will you?",0.1946298097,True
773,3832,3832,"We have an ongoing problem with this article, it is stated that he is ""Irish born British"", where in reality he was Irish, even though the United Kingdom of Great Britain and Ireland existed back then, it is not a reason. Could you help resolve the issue one way or another?",0.1222889947,True
903,866,866,"I think we're ready for FAC now. As the two top contributors, perhaps we should co-nom?",0.3785472157,True
819,3439,3439,I can't find it. Maybe I didn't manage to guess the right name; can you find it in your contribs?,0.05829830516,True
1039,2959,2959,"Hi again, OK, say we don't go along the lines of Blair will go before the end of 2007; but we list the announced candidates for when Blair does resign (which will inevitably happen at some point). Do you think this would be any better/more suitable?",0.8410515776999999,True
296,2967,2967,"The ""standard work"" on Introduction to... articles is presently <url>, maybe you could add your thoughts as some kind of appendix/discussion? I don't know what the procedure is for essays, single author of Wiki-style?",0.4827695796,True
717,471,471,"It appears the question posted to your comment <url> was not answered. Out of curiosity, where is the correct place?",0.1682703435,True
824,3498,3498,"Don't worry about it. Take it easy, keep the ranting to a minimum and the productive editing to a maximum :) And you're still not convinced you should get an account?",0.6645519307,True
749,1099,1099,"Hi, thanks for letting me know about my signature not being linked. I tried to save the settings in preferences - did it work?",0.8850057585,True
504,3007,3007,"I am assuming that I need libgtkembedmoz.so, but I don't know where to find it. What does that mean?",0.08275981014,True
447,2619,2619,I tried to create a similar map for Canada but couldn't get a usable output from the site you used for the Australia map. Could you create a Canadian one?,0.8073108548000001,True
217,50,50,"Hi there, it looks like the moving editor has added a bunch of references to the talk page supporting the fact Toto is no longer formally referred to as Moorland Totilas. Do you think if we added one or more of the refs he's added on the talk page to the article we could move it back?",0.9224970421,True
766,747,747,"The article doesn't seem to imply that ''The Game Keeper'' was created by WotC, nor does it give a hint when the company bought the stores. Were you thinking of something specific I can change to make that more clear, or is it fine as-is?",0.1868507954,True
590,366,366,The layout is there and also some content but due to lack of time during the recent past I was unable to bring it to the final 'publication suitable' form. Perhaps you could help me in giving the final touches?,0.2643519032,True
1053,2203,2203,"Hi, StuRat. Do you want to participate in <url>?",0.6394612399,True
1094,3092,3092,"It just has one too many anime cats, like ''Sailor Moon''. Could you also take a shot at it?",0.2132029694,True
570,3620,3620,"Josiah, believe me, I understand how you feel, and unless you really feel like it, I don't think you should involve yourself in the dispute, because it seems intractable. My question is more a procedural one: if an RfC doesn't generate consensus, and an edit war continues, what's the next step?",0.3912745402,True
464,1681,1681,"Sorry for the late reply, but I usually check new additions from the bottom of the page, not the top. What is your disappointment regarding?",0.9323931155,True
361,1171,1171,I sent you a Christmas message via e-mail. Did you receive it?,0.3986526337,True
376,1906,1906,Thanks for your response. What happens now?,1.2663972490000002,True
977,706,706,"About being part of a ""collective"" author on Wikipedia - about having your writing ""edited mercilessly"" by others - that sort of thing. I'm ""interviewing"" a bunch of people over email - can I add you to my list?",0.2407896819,True
223,2054,2054,"Hi, Are you able to archive any more of the discussion sections at Fruitarianism.?",0.3891306469,True
645,3588,3588,Im sorry to see that you withdrew. Maybe next time?,0.7211636237000001,True
418,1291,1291,"Thanks for the heads up, I don't think they will succeed but it's good to know they're planning it. Did you let Jayjg know as well?",1.147434903,True
918,492,492,"Hi there, I've found some peer-reviewed publications that discuss Hoser's work. Could you take another look at the article and the AfD discussion?",1.451658608,True
240,341,341,No problem. :) Did you see the additional notes on the project talk page about the rest of those books from the 70s?,1.070401964,True
15,687,687,"He's stumped about what the block is for, and so am I. Could you clarify?",0.4444790574,True
394,1645,1645,I have left a comment on the Talk page under that section. You haven't said much there - is there some place where you present your view with a little more detail?,0.8849104115,True
437,1549,1549,"I've had a go at sorting out markup for footnotes. Also many (most) of the external links were either direct-links or indirect-mentions of single research papers; I've worked these up where possible, but should they be moved from ""External links"" to ""References"" or better still to relevent place in the artice as footnotes?",0.223100834,True
14,2117,2117,"Some time ago, you uploaded separate maps for each town and unincorporated community in <url>. Do you have similar maps for any other counties, or a town-level map of the entire state?",0.9917768508,True
411,156,156,"Hi, would you have any objection to renaming the sub-categories of <url> to look more like the articles which describe them - i.e. <url> -> <url> and so on?",0.8732124752,True
968,3502,3502,"Sure, I'll have a look at it. It looks like it needs a bit of a copyedit though, hope you don't mind?",0.6376833078999999,True
472,3072,3072,"The film noir edits are continuing. Given the sockpuppetry, is WP:AIV appropriate without further warnings?",0.2018615312999999,True
342,2667,2667,"Looking at Kotorkid's contributions on <url>, three hours seems too short for a block. Considering that their three and only edits were all vandalism, would you support an indef-block for vandalism-only account for them?",0.3369096881,True
640,2678,2678,Thanks. Can I save your last line as ammo in my next edit war?,0.3311393167999999,True
808,1679,1679,Just musing on creating an article about the formation of the Pixies (I reckon I could write a decent-sized article on the whole thing). What are your thoughts?,0.7991385984,True
408,2629,2629,"Have made some comments on your list, looks pretty good overall, my points are just picky ones! Any chance you could return the favour and have a look over <url> for me?",0.6395139611,True
72,3224,3224,"Stopped and removed. Could you pease be more specific when speaking of anti-Russian bias, with references to articles that you think they have?",0.3423021454,True
157,3507,3507,"I find it done both ways on the web. If some convention requires capitalizing it even though it's not anything like a proper noun, I think that should get explained in the article, otherwise reasonable people will wonder who it's named after: someone named Saros, but what's his first name and where's the Wikipedia article about him?",0.3904060952,True
275,80,80,I wouldn't know where to put it. I know Record Charts is for charts etc and the certifications but where would I put a discography question?,0.3280237032999999,True
167,3752,3752,"Okay, I desaturated it just a bit. What do you think of it now?",0.4277857528,True
989,950,950,"I received a message from the bot you run telling me that one of two duplicate files I uploaded is due for speedy deletion. If possible, could it be made that Bath_badge.png is the one that is deleted, rather than Bath_rugby_badge.png please?",1.261143543,True
17,2426,2426,"I agree with you in that this chapter has no place on <url>, moreover its inclusion there seems highly suspicious. Is there any way to see who added a particular word/sentence/paragraph without manually going through the history?",0.6600347056,True
515,2885,2885,Hi Elen. Are you aware that you are currently listed at <url> as inactive?,0.3722022336,True
557,1912,1912,"How do I ""inform a Wikiproject""? I would have liked to do so in several articles, but is this not <url>?",0.190689109,True
5,1999,1999,"Hi, I recently got approval for your requested link replacement (sorry for the delay), but, after doing a <url> there seems to be very few links left to replace. Could you confirm the problem is solved?",1.025732761,True
684,3542,3542,"Go to <url> and create it like you would a page: just add a little text by putting in a little explanation at the top and adding categories u2014 see <url> for a basic category of this sort, although on a very different subject. Let me ask, however: are you planning to categorise articles about schools and/or districts, or articles on the cities where they are based?",0.4901604381,True
1090,1312,1312,No worries. So back to my question: what software makes them rock like that?,0.6902401544,True
922,2992,2992,"The SNL encyclopedia article says ""M/S Palatia"", while my book source says it probably was a steamship (with a note saying that their sources differ). Do you have any more details on this ship?",0.3803414054999999,True
905,2691,2691,I think I need to create some family trees. What did you create that one with?,0.3007491305,True
440,301,301,"Okay, perhaps we need to initiate a task force to go and address issues on these lists. I'm happy to participate or rubber-stamp... What do you think?",0.4767562214999999,True
1036,3584,3584,Done. Can you take care of <url> and <url>?,0.1318447968,True
894,426,426,"Thanks for the username change. Now, one last thingu2014since the account 'Dalahxe4st' already exists on Swedish Wikipedia and doesn't appear to have been taken over automatically, where should I go to take care of that?",1.303250167,True
606,3303,3303,Wow! How did you find this?,0.6331765655,True
1011,1297,1297,Thanks for approving my request. Should I remove my request?,1.356249543,True
536,3635,3635,"Thanks for the copyedit. Rather than waiting for the PR rigamarole, do you think it meets GA criteria and should I submit it?",0.5029772379999999,True
908,3733,3733,"I'm sorry, but there is no discussion on the talk page that indicates that there was a debate about renaming, so the keep vote stands, I'm afraid. There were nine votes to keep, and only one to merge, so I don't understand how a single vote trumps nine others?",0.07186403701,True
34,2127,2127,You say references at <url> are not specific and not enough. Can you be specific about that?,0.1754815134,True
92,2458,2458,"But in this case, at least there is an actual author making the claim, which is generally where I draw the line. Is Wood an inappropriate or fringe source, and if so, what makes her so?",0.3032664166,True
129,3643,3643,"King Kong is a notable legacy of Beauty and the Beast. What should an article do besides say what the subject is notable for, explain the subject's legacy?",0.2627095544,True
77,1881,1881,"on a separate point, several of the alternative names you mention (eg fan-tailed snipe) I have never heard in the UK or elsewhere in 20 years of birding. Perhaps you could clarify when you add them whether they are former obsolete names, or, if they are still current, where they are used?",0.08672759624,True
554,1407,1407,On <url> there's a comment by you about moving the page to its official name. Any more thoughts on that?,0.343319977,True
133,1895,1895,"I responded to your talk page comment, encouraging you to try your hand at reworking it. Good analysis of a potential problem, so why not take a whack at it?",0.8783154947,True
155,2795,2795,"And then people could not edit it, and my signature will become very long. Plus I think the loading is negligible, comparing people with SVG flags in their signature... What do you think?",0.1180272486999999,True
1037,249,249,"I began to make an article for <url> but found that one already existed but was deleted. After reading the deletion log and seeing that it was speedy deleted for a7, I think I can write an article that establishes notability, but am I required to get administration approval before recreating a deleted article or can I just create it on my own?",0.4787690233,True
1045,2194,2194,Have noted your rank edit. Do you want to add some sort of link to the ranks article so it can be accessed through the main F-FDTL page?,0.2613058001,True
816,2930,2930,"no problem. ic an hit it up through preferences seciton, right?",0.3461882781,True
66,685,685,Sounds great. Do you think you could add this over at the dicsussion I've started at <url>?,0.9448922103,True
8,2642,2642,Happy belated birthday to you too! How have you been?,2.013795426,True
521,911,911,"Tim, it strikes me that DNA is getting more than average vandalism for daytime; I suspect it's schoolbreak week somewhere. I'm not able to help much as it takes so long for the page to load; do you think it's time to ask for a semi-protection break?",0.01560560873,True
666,3748,3748,"I see you're quite zealous at Croatian articles, so I'm inviting you to support my <url>. What do you think?",0.1202546259999999,True
513,1865,1865,I added a clarifying sentence to my user page <url>. Do you think it distills the essence?,0.8457268158,True
736,2945,2945,"An anon IP has added ""Mhxf3r-Roinn"" to the infobox of <url>. Would I be wrong in thinking that is is a literal translation of ""mainland"" rather than a Gaelic name for the island?",0.0935829583,True
214,1660,1660,"The article already exists - see <url>. :) Pretty well hidden, huh?",0.4222958579,True
519,3799,3799,"I understand that this title refers to a particular arrangement of BWV 1068, but I get the sense that today it has taken the meaning of ''any'' arangement of the piece. Could we note this in the article, or is this not true at all?",0.2993659433,True
678,2675,2675,"Someone has Blocked the whole Opera mini Browser, as you know even i use my Mobile-Opera for editing. can you please help?",1.107746471,True
170,1402,1402,Hello. I was wondering if any of the books you have can shed much more light on <url>?,0.8394988266,True
752,1180,1180,"I'm always happy to give a second opinion on ID - you're welcome to put images on my talk page to discuss them. Regarding <url>, I would tend to go with ''<url>'', what do you think?",1.200359217,True
181,882,882,I dont disagree with your blocking it as promotional but its only edit was to remove an obvious BLP violation and the user who reported it as promo-username restored the violation. Would you mine reinforcing the WP:DOLT essay to Teapotgeorge?,0.2736236056,True
