,Unnamed: 0,label,expression,dataset,position,id,context,text
496,1529,0,sleep,TroFi_ORIGSPLIT,[25 30],TroFi.o.2982,`` That makes it easy to sleep at night . ''/'',`` That makes it easy to sleepsleep
497,1851,0,kick,TroFi_ORIGSPLIT,[125 129],TroFi.o.1789,"The more today 's candidates compare themselves to the little gamecock who scattered S.O.B.s like shrapnel and threatened to kick a journalist in his most tender parts , the more controlled most of them have become .",The more today 's candidates compare themselves to the little gamecock who scattered S.O.B.s like shrapnel and threatened to kickkick
498,1479,0,rain,TroFi_ORIGSPLIT,[20 24],TroFi.o.2669,"`` No , it does n't rain every day , '' protests a vendor at Cherrapunji 's waterlogged market , his face wreathed in swirling , midmorning mist .","`` No , it does n't rainrain"
499,876,0,drinking,TroFi_ORIGSPLIT,[170 178],TroFi.o.801,"It happens every year , says Dusty Saunders of the Rocky Mountain News , in Denver: Reporters put in long and weary days on the tour only to have their editors spot them drinking beer with a starlet on TV .","It happens every year , says Dusty Saunders of the Rocky Mountain News , in Denver: Reporters put in long and weary days on the tour only to have their editors spot them drinkingdrinking"
500,1549,0,fixed,TroFi_ORIGSPLIT,[257 262],TroFi.o.1342,"Less fortunate are cotton growers in Chinandega , ranchers near Leon and other private producers who must operate in the government-controlled formal economy that is ensnared in the red tape of paper work , acreage allotments , distribution regulations and fixed prices .","Less fortunate are cotton growers in Chinandega , ranchers near Leon and other private producers who must operate in the government-controlled formal economy that is ensnared in the red tape of paper work , acreage allotments , distribution regulations and fixedfixed"
501,615,0,besieged,TroFi_ORIGSPLIT,[52 60],TroFi.o.268,Thousands of Chinese soccer fans battled police and besieged a rival team 's hotel during a riot Monday night .,Thousands of Chinese soccer fans battled police and besiegedbesieged
502,1224,0,killed,TroFi_ORIGSPLIT,[15 21],TroFi.o.1916,One person was killed -- an engineer on one of the trains .,One person was killedkilled
503,399,0,striking,TroFi_ORIGSPLIT,[79 87],TroFi.o.3317,ORANGE JUICE: Prices declined for the second consecutive day as fears of frost striking Florida 's citrus-growing area were further abated .,ORANGE JUICE: Prices declined for the second consecutive day as fears of frost strikingstriking
504,635,0,miss,TroFi_ORIGSPLIT,[70 74],TroFi.o.2230,"Nothing Like the Sun '' left you relatively cool , you wo n't want to miss these concerts featuring the former Police chief and his hot new band .","Nothing Like the Sun '' left you relatively cool , you wo n't want to missmiss"
505,1594,0,sleep,TroFi_ORIGSPLIT,[13 18],TroFi.o.2971,"Their camels sleep tied to nearby posts , under blankets on a raked spit of sand .",Their camels sleepsleep
506,1788,0,fixed,TroFi_ORIGSPLIT,[76 81],TroFi.o.1345,"So , a few months ago he paid the equivalent of about $ 800 to get his nose fixed .","So , a few months ago he paid the equivalent of about $ 800 to get his nose fixedfixed"
507,614,0,fly,TroFi_ORIGSPLIT,[76 79],TroFi.o.1664,`` It takes time to move them through the training and to get them ready to fly . ''/'',`` It takes time to move them through the training and to get them ready to flyfly
508,1192,0,destroying,TroFi_ORIGSPLIT,[41 51],TroFi.o.513,"`` What the U.S. should do , rather than destroying those oil wells , is capture them as prizes of war and turn their production over for the benefit of the U.S. and its other allies in the gulf , '' he said .","`` What the U.S. should do , rather than destroyingdestroying"
509,1423,0,eat,TroFi_ORIGSPLIT,[163 166],TroFi.o.849,"Indiana Rep. Andrew Jacobs , a Democrat who 's neutral in the presidential-nomination contest , says Mr. Gephardt reminds him of a time in his life when he had to eat a lot of dinners at a drive-in restaurant .","Indiana Rep. Andrew Jacobs , a Democrat who 's neutral in the presidential-nomination contest , says Mr. Gephardt reminds him of a time in his life when he had to eateat"
510,1505,0,eat,TroFi_ORIGSPLIT,[34 37],TroFi.o.854,"Mr. Hudson hears that the Chinese eat the things , and someone 's looking into it .",Mr. Hudson hears that the Chinese eateat
511,818,0,wither,TroFi_ORIGSPLIT,[68 74],TroFi.o.3702,Economists ' food-inflation forecasts have been heating up as crops wither in the Midwest .,Economists ' food-inflation forecasts have been heating up as crops witherwither
512,1894,0,lend,TroFi_ORIGSPLIT,[182 186],TroFi.o.2056,"Changes in Florida Federal 's rate on its Liquidity Plus money market account are linked to a seven-day average for the federal funds rate , which is the rate on reserves that banks lend one another overnight .","Changes in Florida Federal 's rate on its Liquidity Plus money market account are linked to a seven-day average for the federal funds rate , which is the rate on reserves that banks lendlend"
513,1901,0,lend,TroFi_ORIGSPLIT,[157 161],TroFi.o.2083,"Some bankers said at the time that Bolivia 's buy-back was a unique exercise for one of the poorest Latin American countries , where few banks would wish to lend again .","Some bankers said at the time that Bolivia 's buy-back was a unique exercise for one of the poorest Latin American countries , where few banks would wish to lendlend"
514,610,0,flying,TroFi_ORIGSPLIT,[163 169],TroFi.o.1668,"Although most of the major airlines have such affiliations , they generally are n't involved in the operations of the smaller airlines-even when the commuters are flying under the big airlines ' logos .","Although most of the major airlines have such affiliations , they generally are n't involved in the operations of the smaller airlines-even when the commuters are flyingflying"
515,1373,0,rain,TroFi_ORIGSPLIT,[24 28],TroFi.o.2661,But I could n't make it rain . ''/'',But I could n't make it rainrain
516,171,0,lent,TroFi_ORIGSPLIT,[26 30],TroFi.o.2157,"The Atlanta-based company lent Ironton Iron $ 500 , 000 and has an option to buy it .",The Atlanta-based company lentlent
517,69,0,rain,TroFi_ORIGSPLIT,[85 89],TroFi.o.2663,"For now , he will just reseed the dry wheat fields to soybeans on the chance it will rain .","For now , he will just reseed the dry wheat fields to soybeans on the chance it will rainrain"
518,662,0,fly,TroFi_ORIGSPLIT,[14 17],TroFi.o.1627,"Air Inter can fly to Ibiza , Spain , in the summer and Madrid in the winter twice a week under an Air France flight number .",Air Inter can flyfly
519,780,0,dragged,TroFi_ORIGSPLIT,[36 43],TroFi.o.704,"TV viewers saw Mr. Chancellor being dragged out of the 1964 Republican convention in San Francisco when , during a live interview , he refused to clear an aisle .",TV viewers saw Mr. Chancellor being draggeddragged
520,93,0,sleeping,TroFi_ORIGSPLIT,[198 206],TroFi.o.2988,"Friends and analysts predict it will be very difficult for the hard-driving entrepreneur to let go of his company that , early on , succeeded in coming up with a highly successful device to monitor sleeping infants .","Friends and analysts predict it will be very difficult for the hard-driving entrepreneur to let go of his company that , early on , succeeded in coming up with a highly successful device to monitor sleepingsleeping"
521,1048,0,melted,TroFi_ORIGSPLIT,[81 87],TroFi.o.2194,"Unable to buy gold , he bought jewelry items cheap at government retail stores , melted them down and fashioned them into stylish items sold at a markup on the black market .","Unable to buy gold , he bought jewelry items cheap at government retail stores , meltedmelted"
522,384,0,sleeping,TroFi_ORIGSPLIT,[218 226],TroFi.o.2985,"At the core of the company 's problem is its Peach Bottom nuclear power facility , which the Nuclear Regulatory Commission ordered shut in March 1987 when control-room operators were discovered playing video games and sleeping on the job .","At the core of the company 's problem is its Peach Bottom nuclear power facility , which the Nuclear Regulatory Commission ordered shut in March 1987 when control-room operators were discovered playing video games and sleepingsleeping"
523,509,0,dragging,TroFi_ORIGSPLIT,[212 220],TroFi.o.713,"-- Last September , 22-year-old Kimberly Isaac of Baton Rouge , La . , was badly scraped over a large part of her body when a 1977 LTD she had just parked in a grocery-store lot backed up , knocking her over and dragging her in circles .","-- Last September , 22-year-old Kimberly Isaac of Baton Rouge , La . , was badly scraped over a large part of her body when a 1977 LTD she had just parked in a grocery-store lot backed up , knocking her over and draggingdragging"
524,507,0,riding,TroFi_ORIGSPLIT,[63 69],TroFi.o.2802,"John Matt , a 25-year-old stock-index options trader , started riding his bicycle to work to save money , then could n't afford to replace it when it was stolen .","John Matt , a 25-year-old stock-index options trader , started ridingriding"
525,197,0,eating,TroFi_ORIGSPLIT,[86 92],TroFi.o.881,"Beyond that , conditions on board were so vile that `` the sailor was at greater risk eating his meals aboard than fighting . ''/''","Beyond that , conditions on board were so vile that `` the sailor was at greater risk eatingeating"
526,477,0,missing,TroFi_ORIGSPLIT,[15 22],TroFi.o.2333,The only thing missing is wine .,The only thing missingmissing
527,315,0,killed,TroFi_ORIGSPLIT,[74 80],TroFi.o.1929,The failure of a rocket joint touched off the January 1986 explosion that killed the seven Challenger astronauts .,The failure of a rocket joint touched off the January 1986 explosion that killedkilled
528,1413,0,flown,TroFi_ORIGSPLIT,[49 54],TroFi.o.1606,A revenue passenger mile is one paying passenger flown one mile .,A revenue passenger mile is one paying passenger flownflown
529,958,0,kicking,TroFi_ORIGSPLIT,[27 34],TroFi.o.1837,"These interludes show Asta kicking her heels while bicycling in the country , splish-splashing merrily in a pond ; they have the emotional depth of a Tampax commercial , which they resemble .",These interludes show Asta kickingkicking
530,286,0,lent,TroFi_ORIGSPLIT,[38 42],TroFi.o.2147,"More recently , Pablo Casals 's widow lent him her husband 's precious Goffriller cello for two years and the teen-ager played chamber music at Carnegie Hall with Isaac Stern , Yo-Yo Ma and other luminaries .","More recently , Pablo Casals 's widow lentlent"
531,1231,0,dragged,TroFi_ORIGSPLIT,[65 72],TroFi.o.687,"Before there was much time for further decorating , the lady was dragged off to the guillotine .","Before there was much time for further decorating , the lady was draggeddragged"
532,566,0,grabbed,TroFi_ORIGSPLIT,[108 115],TroFi.o.1732,"His one spectacular crime came in the wee hours of Aug. 8 , 1963 , his 34th birthday , when he and his pals grabbed 120 sacks of well-worn bank notes being sent to London for pulping .","His one spectacular crime came in the wee hours of Aug. 8 , 1963 , his 34th birthday , when he and his pals grabbedgrabbed"
533,1013,0,dissolved,TroFi_ORIGSPLIT,[28 37],TroFi.o.635,"The potentially fatal clots dissolved within two hours among 82 % of patients given Genentech 's Activase brand of TPA , compared with 48 % who used Abbokinase , Abbott Laboratories 's brand of urokinase .",The potentially fatal clots dissolveddissolved
534,1713,0,eat,TroFi_ORIGSPLIT,[20 23],TroFi.o.848,"If someone wants to eat fruits , nuts and organically grown vegetables from the back yard every day , fine .",If someone wants to eateat
535,1121,0,killed,TroFi_ORIGSPLIT,[14 20],TroFi.o.1939,"The pilot was killed , the navigator seriously injured .",The pilot was killedkilled
536,1107,0,examined,TroFi_ORIGSPLIT,[11 19],TroFi.o.1102,"A Dr. E `` examined a horse that had warts on its forelegs , '' begins one item in the newsletter , which withholds names of vets and patients .",A Dr. E `` examinedexamined
537,1508,0,filled,TroFi_ORIGSPLIT,[80 86],TroFi.o.1243,"The airline said its January load factor , or the percentage of available seats filled , fell to 49.3 % from 52.8 % .","The airline said its January load factor , or the percentage of available seats filledfilled"
538,923,0,examined,TroFi_ORIGSPLIT,[45 53],TroFi.o.1128,They said the agency 's enforcement division examined suspicious trading with total potential profit of more than $ 1 million in the May 1986 takeover of Sperry by Burroughs .,They said the agency 's enforcement division examinedexamined
539,570,0,eating,TroFi_ORIGSPLIT,[51 57],TroFi.o.900,"`` Most Koreans ' stomachs turn when they think of eating snails , '' Mr. Lee concedes .",`` Most Koreans ' stomachs turn when they think of eatingeating
540,28,0,pumping,TroFi_ORIGSPLIT,[52 59],TroFi.o.2636,Lung congestion is a result of weakened or impaired pumping action by the heart 's key lower left chamber .,Lung congestion is a result of weakened or impaired pumpingpumping
541,909,0,killing,TroFi_ORIGSPLIT,[61 68],TroFi.o.1968,"Iran retaliated by firing two missiles that struck Baghdad , killing or injuring an unspecified number of people .","Iran retaliated by firing two missiles that struck Baghdad , killingkilling"
542,427,0,besieged,TroFi_ORIGSPLIT,[14 22],TroFi.o.269,"When radicals besieged his hotel while he was visiting Seoul last week , he promised them he would make yet another effort to play up to North Korea -- by renewing the offer to let the North host several Olympic events .",When radicals besiegedbesieged
543,1182,0,touches,TroFi_ORIGSPLIT,[21 28],TroFi.o.3674,"Now when a NATO ship touches the land between the Baltic and North seas , Denmark will notify the ship 's embassy the visit must `` take place in agreement with the rules laid down by the Danish government . ''/''",Now when a NATO ship touchestouches
544,274,0,die,TroFi_ORIGSPLIT,[29 32],TroFi.o.525,And millions of animals will die .,And millions of animals will diedie
545,1245,0,missed,TroFi_ORIGSPLIT,[11 17],TroFi.o.2301,"`` We just missed it , '' says a spokeswoman for Newsweek .",`` We just missedmissed
546,1439,0,ate,TroFi_ORIGSPLIT,[20 23],TroFi.o.112,Plus a man who once ate an entire plane piece by piece .,Plus a man who once ateate
547,1686,0,lend,TroFi_ORIGSPLIT,[105 109],TroFi.o.2076,"Oh , for the day when we all drive Yugos to our stagnant jobs , secure in the knowledge that no one will lend us money .","Oh , for the day when we all drive Yugos to our stagnant jobs , secure in the knowledge that no one will lendlend"
548,904,0,missed,TroFi_ORIGSPLIT,[243 249],TroFi.o.2267,"In nearby Henderson , Roger Ellis wakes up in the middle of the night because his Dallas-owned bank , which once promised him an endless supply of credit , is demanding that he pay off his construction company 's note even though he has never missed a payment .","In nearby Henderson , Roger Ellis wakes up in the middle of the night because his Dallas-owned bank , which once promised him an endless supply of credit , is demanding that he pay off his construction company 's note even though he has never missedmissed"
549,360,0,struck,TroFi_ORIGSPLIT,[87 93],TroFi.o.3394,"Wolverine Exploration Co. said a Lea County , N.M . , well in which it has an interest struck oil .","Wolverine Exploration Co. said a Lea County , N.M . , well in which it has an interest struckstruck"
550,257,0,killed,TroFi_ORIGSPLIT,[31 37],TroFi.o.1944,Thirty-seven U.S. crewmen were killed in that unexpected attack .,Thirty-seven U.S. crewmen were killedkilled
551,985,0,missing,TroFi_ORIGSPLIT,[87 94],TroFi.o.2314,"But now , he adds , `` I could n't even hazard a guess '' about the whereabouts of the missing painting .","But now , he adds , `` I could n't even hazard a guess '' about the whereabouts of the missingmissing"
552,971,0,pouring,TroFi_ORIGSPLIT,[132 139],TroFi.o.2547,"Here Mr. Brown plays barkeep mentor to Mr. Cruise , the wise old hand who teaches the pup how to succeed at the high-stakes game of pouring brew .","Here Mr. Brown plays barkeep mentor to Mr. Cruise , the wise old hand who teaches the pup how to succeed at the high-stakes game of pouringpouring"
553,473,0,die,TroFi_ORIGSPLIT,[38 41],TroFi.o.551,"Now , it is said that Duivree can not die .","Now , it is said that Duivree can not diedie"
554,350,0,grabbed,TroFi_ORIGSPLIT,[45 52],TroFi.o.1737,"Mr. Pavarotti sounded like a young man as he grabbed the hand of his old pal from Modena , Mirella Freni , and they both seemed to soar through the sets like the Chagall creatures , levitated by the force of Carlos Kleiber 's baton .",Mr. Pavarotti sounded like a young man as he grabbedgrabbed
555,1865,0,examining,TroFi_ORIGSPLIT,[ 7 16],TroFi.o.1171,"Then , examining supervisors ' performance ratings of managers and professionals in a large manufacturing company , they found the married men consistently drawing higher performance ratings than comparable single men and far more likely to be promoted into higher paying jobs .","Then , examiningexamining"
556,540,0,struck,TroFi_ORIGSPLIT,[14 20],TroFi.o.3393,"While workers struck three plants , the company locked out about 1 , 200 workers at a fourth plant , in Mobile , Ala .",While workers struckstruck
557,1191,0,dissolve,TroFi_ORIGSPLIT,[82 90],TroFi.o.595,"Eminase is given as a single injection over four to five minutes , but appears to dissolve blood clots effectively for several hours .","Eminase is given as a single injection over four to five minutes , but appears to dissolvedissolve"
558,913,0,drank,TroFi_ORIGSPLIT,[123 128],TroFi.o.745,"Its theme -- Peter dragging Russia out of the dank Dark Ages -- is vast and lofty , and perhaps only a man who dreamed and drank too much would have had the gumption to cut so wide and deep a swath into the heart of Russia .","Its theme -- Peter dragging Russia out of the dank Dark Ages -- is vast and lofty , and perhaps only a man who dreamed and drankdrank"
559,1087,0,withered,TroFi_ORIGSPLIT,[32 40],TroFi.o.3715,"In 1962 , when a fierce drought withered even the thorn trees , he sold his emaciated camels and moved , along with many others , to Tamanrasset .","In 1962 , when a fierce drought witheredwithered"
560,325,0,rolled,TroFi_ORIGSPLIT,[88 94],TroFi.o.2902,"The last B-1B , the warplane built for the Air Force by Rockwell International Corp . , rolled off the production line last week .","The last B-1B , the warplane built for the Air Force by Rockwell International Corp . , rolledrolled"
561,453,0,grab,TroFi_ORIGSPLIT,[135 139],TroFi.o.1714,"At one point , the shark disappears , then roars up from the deep to snatch a big chunk of horsemeat on the surface , the way it might grab an unsuspecting sea lion .","At one point , the shark disappears , then roars up from the deep to snatch a big chunk of horsemeat on the surface , the way it might grabgrab"
562,1268,0,rolled,TroFi_ORIGSPLIT,[117 123],TroFi.o.2895,"Mr. Groner touches down at the Orlando airport at 5:54 a.m . , and a dumpster-size container carrying our package is rolled onto a truck bound for a sorting center in Longwood , Fla .","Mr. Groner touches down at the Orlando airport at 5:54 a.m . , and a dumpster-size container carrying our package is rolledrolled"
563,1620,0,attacked,TroFi_ORIGSPLIT,[48 56],TroFi.o.171,"In Greece , an official said the terrorists who attacked the liner in the Aegean Sea may have been pro-Iranian Arabs trying to hijack it .","In Greece , an official said the terrorists who attackedattacked"
564,1526,0,lending,TroFi_ORIGSPLIT,[130 137],TroFi.o.2123,"The real estate division , which reports to Mr. Brown , has also lost seasoned leadership at a time when it has been aggressively lending to developers .","The real estate division , which reports to Mr. Brown , has also lost seasoned leadership at a time when it has been aggressively lendinglending"
565,1521,0,lends,TroFi_ORIGSPLIT,[142 147],TroFi.o.2130,"That got the IDB 's attention , but we now wonder about the administration 's strategy for winning a greater say in where and to whom the IDB lends money .","That got the IDB 's attention , but we now wonder about the administration 's strategy for winning a greater say in where and to whom the IDB lendslends"
566,647,0,eaten,TroFi_ORIGSPLIT,[114 119],TroFi.o.878,The Pac Man defense is named after the video game in which characters try to eat other characters before they get eaten themselves .,The Pac Man defense is named after the video game in which characters try to eat other characters before they get eateneaten
567,1869,0,lend,TroFi_ORIGSPLIT,[107 111],TroFi.o.2090,"The final portion of that loan totals $ 1.2 billion , bankers said , adding that they are legally bound to lend the money .","The final portion of that loan totals $ 1.2 billion , bankers said , adding that they are legally bound to lendlend"
568,529,0,played,TroFi_ORIGSPLIT,[88 94],TroFi.o.2440,Publisher Thomas Valentino complains BMI paid him just $ 12 when a piece he handled was played on the nationally syndicated program `` Lifestyles of the Rich and Famous . ''/'',Publisher Thomas Valentino complains BMI paid him just $ 12 when a piece he handled was playedplayed
569,1961,0,lend,TroFi_ORIGSPLIT,[55 59],TroFi.o.2061,"Earlier in the month , the rate on reserves that banks lend each other overnight was averaging around 7 3 8 % .","Earlier in the month , the rate on reserves that banks lendlend"
570,1189,0,plowing,TroFi_ORIGSPLIT,[25 32],TroFi.o.2487,Foreign farmers are fast plowing new acreage for soybeans to meet demand around the world .,Foreign farmers are fast plowingplowing
571,1531,0,lent,TroFi_ORIGSPLIT,[130 134],TroFi.o.2136,"About US $ 75 million of the debt is owed to the Brunei government , with the remainder due more than 30 international banks that lent the then Khoo-owned National Bank money before it was seized and closed by Brunei in November 1986 .","About US $ 75 million of the debt is owed to the Brunei government , with the remainder due more than 30 international banks that lentlent"
572,263,0,dissolving,TroFi_ORIGSPLIT,[67 77],TroFi.o.643,"And while TPA early showed itself far superior to streptokinase in dissolving deadly blood clots , that advantage has n't been transferred to the medical bottom line: better survival rates for patients .",And while TPA early showed itself far superior to streptokinase in dissolvingdissolving
573,980,0,ride,TroFi_ORIGSPLIT,[173 177],TroFi.o.2761,"A letter from Mayor Ed Koch went out early this month to chief executives of 11 , 000 companies , urging them to reduce the city 's traffic woes by encouraging employees to ride subways .","A letter from Mayor Ed Koch went out early this month to chief executives of 11 , 000 companies , urging them to reduce the city 's traffic woes by encouraging employees to rideride"
574,1206,0,flowing,TroFi_ORIGSPLIT,[87 94],TroFi.o.1587,"To hold the property-tax rate low , Addison never built a system to process the sewage flowing from its many developments .","To hold the property-tax rate low , Addison never built a system to process the sewage flowingflowing"
575,858,0,pumped,TroFi_ORIGSPLIT,[157 163],TroFi.o.2612,The LCG produced for the Apollo astronauts and used by current shuttle crews is made of white spandex and ribbed with 1 8-inch tubing through which water is pumped from a heat exchanger worn on a backpack to maintain an even body temperature .,The LCG produced for the Apollo astronauts and used by current shuttle crews is made of white spandex and ribbed with 1 8-inch tubing through which water is pumpedpumped
576,500,0,eat,TroFi_ORIGSPLIT,[89 92],TroFi.o.863,"The first two days , Dr. Kroll collapsed into his sleeping bag and had to be awakened to eat .","The first two days , Dr. Kroll collapsed into his sleeping bag and had to be awakened to eateat"
577,1587,0,die,TroFi_ORIGSPLIT,[66 69],TroFi.o.534,He adds: `` To die in defense of one 's country is one thing ; to die unnecessarily because of a defect in a product is quite another . ''/'',He adds: `` To die in defense of one 's country is one thing ; to diedie
578,1308,0,eating,TroFi_ORIGSPLIT,[15 21],TroFi.o.895,"They should be eating chocolate cake , instead they are bleeding from their souls . ''/''",They should be eatingeating
579,272,0,flew,TroFi_ORIGSPLIT,[3 7],TroFi.o.1386,He flew off in one of his three 707s for long weekends in places like Australia with people like John and Bo Derek .,He flewflew
580,474,0,flew,TroFi_ORIGSPLIT,[46 50],TroFi.o.1393,"Seeking new tactics , Mr. Corella last summer flew to the Philippines to meet leaders of the popular uprising that ousted the Marcos regime in 1986 .","Seeking new tactics , Mr. Corella last summer flewflew"
581,1735,0,kill,TroFi_ORIGSPLIT,[216 220],TroFi.o.1846,"-- The high court , 6-2 , temporarily reversed U.S. attempts to strip an alleged Nazi collaborator of U.S. citizenship and ordered new hearings for a retired New Jersey dental technician who is accused of helping to kill Jews in Lithuania during World War II .","-- The high court , 6-2 , temporarily reversed U.S. attempts to strip an alleged Nazi collaborator of U.S. citizenship and ordered new hearings for a retired New Jersey dental technician who is accused of helping to killkill"
582,102,0,lent,TroFi_ORIGSPLIT,[20 24],TroFi.o.2159,"The FBI immediately lent Mr. Pelleu $ 3 , 800 , and arranged to tape several phone conversations he had with Mr. Sanders about the ring .",The FBI immediately lentlent
583,305,0,roll,TroFi_ORIGSPLIT,[146 150],TroFi.o.2847,"Company officials argue , too , that the maneuvers used could have caused any number of other vehicles -- including standard passenger cars -- to roll over .","Company officials argue , too , that the maneuvers used could have caused any number of other vehicles -- including standard passenger cars -- to rollroll"
584,388,0,die,TroFi_ORIGSPLIT,[294 297],TroFi.o.556,"Quiet pressure from top businessmen combined with British and German threats of more sanctions to convince Pretoria to soften legislation that would cut off overseas funding of opposition groups , and to indefinitely postpone the hanging of the Sharpeville Six , a group of blacks sentenced to die for the mob killing of a black town councillor .","Quiet pressure from top businessmen combined with British and German threats of more sanctions to convince Pretoria to soften legislation that would cut off overseas funding of opposition groups , and to indefinitely postpone the hanging of the Sharpeville Six , a group of blacks sentenced to diedie"
585,947,0,kicked,TroFi_ORIGSPLIT,[13 19],TroFi.o.1822,Then he drop-kicked the ball through some goal posts about 50 yards distant .,Then he drop-kickedkicked
586,366,0,passing,TroFi_ORIGSPLIT,[33 40],TroFi.o.2345,Wotan and Brunnhilde thus met on passing crags in the night for a final passionate embrace .,Wotan and Brunnhilde thus met on passingpassing
587,1657,0,stick,TroFi_ORIGSPLIT,[20 25],TroFi.o.3221,"`` They just wo n't stick , '' predicts Mr. Frent , the dealer .",`` They just wo n't stickstick
588,585,0,drank,TroFi_ORIGSPLIT,[112 117],TroFi.o.741,"His father , a bootlegger and dance-hall operator , shot and killed his own brother in self-defense , and later drank himself to death .","His father , a bootlegger and dance-hall operator , shot and killed his own brother in self-defense , and later drankdrank"
589,739,0,drowned,TroFi_ORIGSPLIT,[32 39],TroFi.o.823,"As Teresina , the maiden who is drowned in the Bay of Naples and ends up as a Nereid in the Blue Grotto before being restored to life by her faithful fisherman lover , Gennaro , Linda Hindberg was too inflexible in body and too stolid in personality .","As Teresina , the maiden who is drowneddrowned"
590,280,0,lends,TroFi_ORIGSPLIT,[288 293],TroFi.o.2129,"Its administration expenses come to only 0.5 % of its assets -- an enviably low figure -- and its rock-solid finances , coupled with the good repayment record on its lending , have earned it an AAA rating on the world 's capital markets where it raises nearly 90 % of the capital that it lends .","Its administration expenses come to only 0.5 % of its assets -- an enviably low figure -- and its rock-solid finances , coupled with the good repayment record on its lending , have earned it an AAA rating on the world 's capital markets where it raises nearly 90 % of the capital that it lendslends"
591,1401,0,fixing,TroFi_ORIGSPLIT,[30 36],TroFi.o.1370,The new method of temporarily fixing them involved installing an overlay of sheet metal with screws and liquid adhesives .,The new method of temporarily fixingfixing
592,1259,0,destroy,TroFi_ORIGSPLIT,[81 88],TroFi.o.425,He testified that he was ordered by the Robins former general counsel in 1975 to destroy sensitive documents about the Dalkon Shield .,He testified that he was ordered by the Robins former general counsel in 1975 to destroydestroy
593,1936,0,struck,TroFi_ORIGSPLIT,[21 27],TroFi.o.3395,Yesterday its planes struck a nuclear-power plant and industrial targets near the Persian Gulf coast city of Bushehr and raided Khuzestan .,Yesterday its planes struckstruck
594,21,0,sleep,TroFi_ORIGSPLIT,[2 7],TroFi.o.2955,I sleep better when I compete . ''/'',I sleepsleep
595,606,0,attacking,TroFi_ORIGSPLIT,[14 23],TroFi.o.227,"Preassembling attacking teams on a number of single bases , so that the loss of no one base could mess things up too badly , would help , although it would be a logistical nightmare .",Preassembling attackingattacking
596,1438,0,dissolve,TroFi_ORIGSPLIT,[51 59],TroFi.o.586,"Although some research indicates that Activase can dissolve clots faster than streptokinase , there is n't any published research showing that the Genentech product can increase survival but such research may be available soon .",Although some research indicates that Activase can dissolvedissolve
597,865,0,attacking,TroFi_ORIGSPLIT,[160 169],TroFi.o.244,"This suggests a panicky response from the Vincennes , particularly since a Pentagon air-combat specialist quoted by Mr. Kaplan in the Boston Globe said that an attacking F-14 probably would be traveling `` at at least 550 to 580 knots , '' 100 knots faster than Adm. Crow says the Airbus was flying , and `` well under 1 , 000 feet . . . .","This suggests a panicky response from the Vincennes , particularly since a Pentagon air-combat specialist quoted by Mr. Kaplan in the Boston Globe said that an attackingattacking"
598,1414,0,kick,TroFi_ORIGSPLIT,[128 132],TroFi.o.1780,"His legislative tactics include ripping microphones off the speaker 's desk to prevent his calling a vote , jumping on desks to kick away piles of paper recording offensive legislation and rolling on the floor in shoving matches with KMT opponents .","His legislative tactics include ripping microphones off the speaker 's desk to prevent his calling a vote , jumping on desks to kickkick"
599,588,0,examining,TroFi_ORIGSPLIT,[146 155],TroFi.o.1163,"Prompted by news reports of alleged misappropriation of funds , the SEC visited the firm 's New York headquarters last week with the intention of examining business records .","Prompted by news reports of alleged misappropriation of funds , the SEC visited the firm 's New York headquarters last week with the intention of examiningexamining"
600,347,0,flying,TroFi_ORIGSPLIT,[59 65],TroFi.o.1697,"The locust-control organization said five swarms were seen flying near Asmara , capital of Eritrea , between July 21 and 24 .",The locust-control organization said five swarms were seen flyingflying
601,407,0,killed,TroFi_ORIGSPLIT,[92 98],TroFi.o.1898,"In 1983 , North Korean agents are believed to have set off a bomb in Rangoon , Burma , that killed four South Korean cabinet ministers and 13 other Koreans in what may have been an attempt on the life of then-President Chun Doo Hwan .","In 1983 , North Korean agents are believed to have set off a bomb in Rangoon , Burma , that killedkilled"
602,227,0,drag,TroFi_ORIGSPLIT,[55 59],TroFi.o.669,"The government had a change of heart and threatened to drag him off the boat in mid-Baltic , but then relented .",The government had a change of heart and threatened to dragdrag
603,146,0,killed,TroFi_ORIGSPLIT,[73 79],TroFi.o.1881,"According to Indian government estimates , more than 2 , 800 people were killed by the escaping gas and thousands were injured .","According to Indian government estimates , more than 2 , 800 people were killedkilled"
604,596,0,die,TroFi_ORIGSPLIT,[33 36],TroFi.o.574,"`` He will take up my gun when I die , '' the captain says .",`` He will take up my gun when I diedie
605,1589,0,kill,TroFi_ORIGSPLIT,[43 47],TroFi.o.1856,"But the Nazis did n't occupy Hungary , and kill half a million Jews , until 1944 .","But the Nazis did n't occupy Hungary , and killkill"
606,1606,0,played,TroFi_ORIGSPLIT,[119 125],TroFi.o.2437,"Displaying his erudition , however , Mr. Bonin soon says he will handle the position the way Mr. Kasparov himself once played against Grandmaster Ljubomir Ljubojevic , the leading Yugoslav player .","Displaying his erudition , however , Mr. Bonin soon says he will handle the position the way Mr. Kasparov himself once playedplayed"
