,Unnamed: 0,text,label
732,2647,leigh succeeds in delivering a dramatic slap in the face that's simultaneously painful and refreshing .,1
1018,3049,mama africa pretty much delivers on that promise . it does give you a peek . the main problem being that it's only a peek .,1
523,1036,u . s . audiences may find [attal and gainsbourg's] unfamiliar personas give the film an intimate and quaint reality that is a little closer to human nature than what hollywood typically concocts .,1
550,772,"works because , for the most part , it avoids the stupid cliches and formulaic potholes that befall its brethren .",1
873,2550,"a conventional , but well-crafted film about a historic legal battle in ireland over a man's right to raise his own children .",1
1026,1493,"if you've ever wondered what an ending without the input of studio executives or test audiences would look like , here it is .",1
165,3512,alternates between deadpan comedy and heartbreaking loneliness and isn't afraid to provoke introspection in both its characters and its audience .,1
124,383,"as green-guts monster movies go , it's a beaut .",1
767,1672,the pianist is the film roman polanski may have been born to make .,1
12,4940,"a grittily beautiful film that looks , sounds , and feels more like an extended , open-ended poem than a traditionally structured story .",1
243,833,a fast-moving and remarkable film that appears destined to become a landmark in japanese animation .,1
792,4301,"as directed by dani kouyate of burkina faso , sia lacks visual flair . but kouyate elicits strong performances from his cast , and he delivers a powerful commentary on how governments lie , no matter who runs them .",1
802,1105,"this is as respectful a film as byatt fans could hope for , though lovers of the book may wonder why it's necessary .",1
119,2706,"this isn't a retooled genre piece , the tale of a guy and his gun , but an amiably idiosyncratic work .",1
186,2646,"irwin is so earnest that it's hard to resist his pleas to spare wildlife and respect their environs . there are far worse messages to teach a young audience , which will probably be perfectly happy with the sloppy slapstick comedy .",1
1062,3786,"rarely , indeed almost never , is such high-wattage brainpower coupled with pitch-perfect acting and an exquisite , unfakable sense of cinema .",1
974,4921,"ana's journey is not a stereotypical one of self-discovery , as she's already comfortable enough in her own skin to be proud of her rubenesque physique . . .",1
427,3464,"like shrek , spirit's visual imagination reminds you of why animation is such a perfect medium for children , because of the way it allows the mind to enter and accept another world .",1
140,35,"though everything might be literate and smart , it never took off and always seemed static .",1
159,4819,"making such a tragedy the backdrop to a love story risks trivializing it , though chouraqui no doubt intended the film to affirm love's power to help people endure almost unimaginable horror .",1
895,2954,it's a fun adventure movie for kids ( of all ages ) that like adventure .,1
798,1001,"its gross-out gags and colorful set pieces . . . are of course stultifyingly contrived and too stylized by half . still , it gets the job done -- a sleepy afternoon rental .",1
204,2918,"what makes barbershop so likable , with all its flaws , is that it has none of the pushiness and decibel volume of most contemporary comedies .",1
778,1151,"84 minutes of rolling musical back beat and supercharged cartoon warfare . it's also , clearly , great fun .",1
438,4398,"if you've grown tired of going where no man has gone before , but several movies have - take heart . this is the best star trek movie in a long time .",1
461,1909,an immensely entertaining look at some of the unsung heroes of 20th century pop music .,1
564,2592,"suffice to say that after seeing this movie in imax form , you'll be more acquainted with the tiniest details of tom hanks' face than his wife is .",1
443,5115,"sayles has a knack for casting , often resurrecting performers who rarely work in movies now . . . and drawing flavorful performances from bland actors .",1
339,1102,it's a coming-of-age story we've all seen bits of in other films -- but it's rarely been told with such affecting grace and cultural specificity .,1
686,1491,"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters",1
789,603,the warm presence of zhao benshan makes the preposterous lying hero into something more than he reasonably should be .,1
207,3760,os problemas têm início a partir do momento em que saímos do cinema e começamos a pensar sobre o que acabamos de ver . É então que sinais realmente desaponta .,1
741,3278,"take any 12-year-old boy to see this picture , and he'll be your slave for a year .",1
184,4982,"if you're looking for an intelligent movie in which you can release your pent up anger , enough is just the ticket you need .",1
217,4990,"if you can keep your eyes open amid all the blood and gore , you'll see del toro has brought unexpected gravity to blade ii .",1
649,2180,"director alfonso cuaron gets vivid , convincing performances from a fine cast , and generally keeps things going at a rapid pace , occasionally using an omniscient voice-over narrator in the manner of french new wave films .",1
547,1228,"maud and roland's search for an unknowable past makes for a haunting literary detective story , but labute pulls off a neater trick in possession : he makes language sexy .",1
533,81,"painful to watch , but viewers willing to take a chance will be rewarded with two of the year's most accomplished and riveting film performances .",1
317,4253,"despite these annoyances , the capable clayburgh and tambor really do a great job of anchoring the characters in the emotional realities of middle age .",1
714,1243,"as a first-time director , paxton has tapped something in himself as an actor that provides frailty with its dark soul .",1
534,3576,"i like it . there is a freedom to watching stunts that are this crude , this fast-paced and this insane .",1
942,4676,"while we no longer possess the lack-of-attention span that we did at seventeen , we had no trouble sitting for blade ii .",1
910,902,this is art paying homage to art .,1
415,5143,"as warm as it is wise , deftly setting off uproarious humor with an underlying seriousness that sneaks up on the viewer , providing an experience that is richer than anticipated .",1
1083,2947,exhilarating but blatantly biased .,1
612,513,"a lighthearted , feel-good film that embraces the time-honored truth that the most powerful thing in life is love .",1
421,1856,"i found the ring moderately absorbing , largely for its elegantly colorful look and sound .",1
418,2426,"pure cinematic intoxication , a wildly inventive mixture of comedy and melodrama , tastelessness and swooning elegance .",1
52,5263,a compelling story of musical passion against governmental odds .,1
660,1147,the magic of the film lies not in the mysterious spring but in the richness of its performances .,1
503,813,a dream cast of solid female talent who build a seamless ensemble . there isn't a weak or careless performance amongst them .,1
305,4354,"the entire movie has a truncated feeling , but what's available is lovely and lovable .",1
80,2981,"spider-man is in the same category as x-men - occasionally brilliant but mostly average , showing signs of potential for the sequels , but not giving us much this time around .",1
519,1000,the weakest of the four harry potter books has been transformed into the stronger of the two films by the thinnest of margins .,1
1058,1931,"it's burns' visuals , characters and his punchy dialogue , not his plot , that carry waydowntown .",1
875,2832,may seriously impair your ability to ever again maintain a straight face while speaking to a highway patrolman .,1
730,2250,"shattering , devastating documentary on two maladjusted teens in a downward narcotized spiral . extraordinary debut from josh koury .",1
888,1444,it's great escapist fun that recreates a place and time that will never happen again .,1
252,4199,"a strong script , powerful direction and splendid production design allows us to be transported into the life of wladyslaw szpilman , who is not only a pianist , but a good human being .",1
304,2843,"though the story . . . is hackneyed , the characters have a freshness and modesty that transcends their predicament .",1
161,274,"ultimately , the message of trouble every day seems to be that all sexual desire disrupts life's stasis .",1
1013,4866,"despite its faults , gangs excels in spectacle and pacing .",1
720,2399,"the movie ultimately relies a bit too heavily on grandstanding , emotional , rocky-like moments . . . but it's such a warm and charming package that you'll feel too happy to argue much .",1
529,3295,"rouge is less about a superficial midlife crisis than it is about the need to stay in touch with your own skin , at 18 or 80 .",1
1023,1207,a movie that reminds us of just how exciting and satisfying the fantasy cinema can be when it's approached with imagination and flair .,1
87,3251,an original little film about one young woman's education .,1
73,3180,"the movie is our story as much as it is schmidt's , no matter if it's viewed as a self-reflection or cautionary tale .",1
1001,3846,"woven together handsomely , recalling sixties' rockumentary milestones from lonely boy to don't look back .",1
784,5024,"there is a real subject here , and it is handled with intelligence and care .",1
1019,2208,spielberg has managed to marry science fiction with film noir and action flicks with philosophical inquiry .,1
376,2698,"my big fat greek wedding is not only the best date movie of the year , it's also a -- dare i say it twice -- delightfully charming -- and totally american , i might add -- slice of comedic bliss .",1
1086,3871,"argento , at only 26 , brings a youthful , out-to-change-the-world aggressiveness to the project , as if she's cut open a vein and bled the raw film stock .",1
348,3963,"the word that comes to mind , while watching eric rohmer's tribute to a courageous scottish lady , is painterly .",1
405,4917,"will assuredly rank as one of the cleverest , most deceptively amusing comedies of the year .",1
1017,4158,"an 83 minute document of a project which started in a muddle , seesawed back and forth between controlling interests multiple times , then found its sweet spot",1
240,4705,". . . it's as comprehensible as any dummies guide , something even non-techies can enjoy .",1
1065,5235,"a violent initiation rite for the audience , as much as it is for angelique , the [opening] dance guarantees karmen's enthronement among the cinema's memorable women .",1
22,4403,delirious fun .,1
499,4358,"a worthy addition to the cinematic canon , which , at last count , numbered 52 different versions .",1
30,2235,"amazing ! a college story that works even without vulgarity , sex scenes , and cussing !",1
757,2525,"a fine documentary can be distinguished from a mediocre one by the better film's ability to make its subject interesting to those who aren't part of its supposed target audience . judging by those standards , 'scratch' is a pretty decent little documentary .",1
661,4665,"berling and béart . . . continue to impress , and isabelle huppert . . . again shows uncanny skill in getting under the skin of her characters .",1
294,1487,'de niro . . . is a veritable source of sincere passion that this hollywood contrivance orbits around . ',1
127,1654,what could have been a daytime soap opera is actually a compelling look at a young woman's tragic odyssey .,1
483,3870,a sweet-tempered comedy that forgoes the knee-jerk misogyny that passes for humor in so many teenage comedies .,1
302,4943,a well-rounded tribute to a man whose achievements -- and complexities -- reached far beyond the end zone .,1
640,4796,a sly dissection of the inanities of the contemporary music business and a rather sad story of the difficulties of artistic collaboration .,1
535,4743,"as quiet , patient and tenacious as mr . lopez himself , who approaches his difficult , endless work with remarkable serenity and discipline .",1
241,2678,see it . debate it . remember it .,1
501,143,"like mike doesn't win any points for originality . it does succeed by following a feel-good formula with a winning style , and by offering its target audience of urban kids some welcome role models and optimism .",1
182,3344,""" mr . deeds "" is suitable summer entertainment that offers escapism without requiring a great deal of thought .",1
71,4522,"while [roman coppola] scores points for style , he staggers in terms of story .",1
851,5093,"it's like an old warner bros . costumer jived with sex -- this could be the movie errol flynn always wanted to make , though bette davis , cast as joan , would have killed him .",1
102,5151,"where this was lazy but enjoyable , a formula comedy redeemed by its stars , that is even lazier and far less enjoyable .",1
808,2456,"as animation increasingly emphasizes the computer and the cool , this is a film that takes a stand in favor of tradition and warmth .",1
93,520,it's a count for our times .,1
672,1139,"far more imaginative and ambitious than the trivial , cash-in features nickelodeon has made from its other animated tv series .",1
979,2070,"as a film director , labute continues to improve .",1
769,3657,"what makes the film special is the refreshingly unhibited enthusiasm that the people , in spite of clearly evident poverty and hardship , bring to their music .",1
581,3673,hard to resist .,1
504,5258,"max pokes , provokes , takes expressionistic license and hits a nerve . . . as far as art is concerned , it's mission accomplished .",1
1044,5099,there is something that is so meditative and lyrical about babak payami's boldly quirky iranian drama secret ballot . . . a charming and evoking little ditty that manages to show the gentle and humane side of middle eastern world politics,1
187,2354,it manages to squeeze by on angelina jolie's surprising flair for self-deprecating comedy .,1
514,375,"although it bangs a very cliched drum at times , this crowd-pleaser's fresh dialogue , energetic music , and good-natured spunk are often infectious .",1
1034,3252,"the film is about the relationships rather than about the outcome . and it sees those relationships , including that between the son and his wife , and the wife and the father , and between the two brothers , with incredible subtlety and acumen .",1
478,4072,"[gulpilil] is a commanding screen presence , and his character's abundant humanism makes him the film's moral compass .",1
100,1721,"stands as one of the year's most intriguing movie experiences , letting its imagery speak for it while it forces you to ponder anew what a movie can be .",1
840,1166,reign of fire looks as if it was made without much thought -- and is best watched that way .,1
1,1062,"it provides the grand , intelligent entertainment of a superior cast playing smart people amid a compelling plot .",1
347,1704,"cineasts will revel in those visual in-jokes , as in the film's verbal pokes at everything from the likes of miramax chief harvey weinstein's bluff personal style to the stylistic rigors of denmark's dogma movement .",1
598,2626,"it's pretty linear and only makeup-deep , but bogdanovich ties it together with efficiency and an affection for the period .",1
68,2971,"thanks to a small star with big heart , this family film sequel is plenty of fun for all .",1
69,2271,"you may be captivated , as i was , by its moods , and by its subtly transformed star , and still wonder why paul thomas anderson ever had the inclination to make the most sincere and artful movie in which adam sandler will probably ever appear .",1
485,2396,a delightful entree in the tradition of food movies .,1
955,2178,it's no lie -- big fat liar is a real charmer .,1
91,1162,"manages to transcend the sex , drugs and show-tunes plot into something far richer .",1
72,4242,a hidden-agenda drama that shouts classic french nuance .,1
253,4625,"ub equally spoofs and celebrates the more outre aspects of 'black culture' and the dorkier aspects of 'white culture , ' even as it points out how inseparable the two are .",1
235,2302,"the stripped-down dramatic constructs , austere imagery and abstract characters are equal parts poetry and politics , obvious at times but evocative and heartfelt .",1
1027,246,provides an intriguing window into the imagination and hermetic analysis of todd solondz .,1
258,4165,"though writer/director bart freundlich's film ultimately becomes a simplistic story about a dysfunctional parent-child relationship , it has some special qualities and the soulful gravity of crudup's anchoring performance .",1
862,3668,takes a simple premise and carries it to unexpected heights .,1
231,1891,"the funny thing is , i didn't mind all this contrived nonsense a bit .",1
66,1420,"an exhilarating futuristic thriller-noir , minority report twists the best of technology around a gripping story , delivering a riveting , pulse intensifying escapist adventure of the first order",1
716,3460,. . . quite endearing .,1
492,5162,a realistically terrifying movie that puts another notch in the belt of the long list of renegade-cop tales .,1
170,1071,a rarity among recent iranian films : it's a comedy full of gentle humor that chides the absurdity of its protagonist's plight .,1
248,4700,"poetic , heartbreaking .",1
739,4638,nolan proves that he can cross swords with the best of them and helm a more traditionally plotted popcorn thriller while surrendering little of his intellectual rigor or creative composure .,1
871,5095,"satisfyingly scarifying , fresh and old-fashioned at the same time .",1
890,4745,"evokes the style and flash of the double-cross that made mamet's "" house of games "" and last fall's "" heist "" so much fun .",1
56,3506,"a meatier deeper beginning and/or ending would have easily tipped this film into the "" a "" range , as is , it's a very very strong "" b+ . "" i love the robust middle of this picture .",1
135,2019,writer and director otar iosseliani's pleasant tale about a factory worker who escapes for a holiday in venice reveals how we all need a playful respite from the grind to refresh our souls .,1
1091,3158,the movie is a trove of delights .,1
8,2995,"the film has an infectious enthusiasm and we're touched by the film's conviction that all life centered on that place , that time and that sport .",1
254,4068,kinnear and dafoe give what may be the performances of their careers .,1
698,2481,"the whole mildly pleasant outing -- the r rating is for brief nudity and a grisly corpse -- remains aloft not on its own self-referential hot air , but on the inspired performance of tim allen .",1
273,2148,"mastering its formidable arithmetic of cameras and souls , group articulates a flood of emotion .",1
857,2666,it's a perfect show of respect to just one of those underrated professionals who deserve but rarely receive it .,1
408,4978,the story is smart and entirely charming in intent and execution .,1
786,1713,[reno] delivers a monologue that manages to incorporate both the horror and the absurdity of the situation in a well-balanced fashion .,1
147,2828,"performances all around are tops , with the two leads delivering oscar-caliber performances .",1
524,1263,"for anyone unfamiliar with pentacostal practices in general and theatrical phenomenon of hell houses in particular , it's an eye-opener .",1
424,3827,"leigh's daring here is that without once denying the hardscrabble lives of people on the economic fringes of margaret thatcher's ruinous legacy , he insists on the importance of those moments when people can connect and express their love for each other .",1
1055,4379,his work transcends the boy-meets-girl posturing of typical love stories .,1
138,5211,there is a general air of exuberance in all about the benjamins that's hard to resist .,1
762,5142,"a brilliant , absurd collection of vignettes that , in their own idiosyncratic way , sum up the strange horror of life in the new millennium .",1
155,5136,"much credit must be given to the water-camera operating team of don king , sonny miller , and michael stewart . their work is fantastic .",1
2,3461,its almost too-spectacular coastal setting distracts slightly from an eccentric and good-naturedly aimless story .,1
99,2677,"payne has created a beautiful canvas , and nicholson proves once again that he's the best brush in the business .",1
303,2598,deserves a place of honor next to nanook as a landmark in film history .,1
948,2744,"the film's constant mood of melancholy and its unhurried narrative are masterfully controlled . but  in trying to capture the novel's deeper intimate resonances , the film has  ironically - distanced us from the characters .",1
1036,3745,a piquant meditation on the things that prevent people from reaching happiness .,1
197,776,"occasionally , in the course of reviewing art-house obscurities and slam-bam action flicks , a jaded critic smacks into something truly new .",1
409,3865,weird . rewarding .,1
880,3719,an effective portrait of a life in stasis -- of the power of inertia to arrest development in a dead-end existence .,1
60,2857,"it's a fine , old-fashioned-movie movie , which is to say it's unburdened by pretensions to great artistic significance .",1
1069,2258,"you just know something terrible is going to happen . but when it does , you're entirely unprepared .",1
344,4016,captivates and shows how a skillful filmmaker can impart a message without bludgeoning the audience over the head .,1
674,4129,what's infuriating about full frontal is that it's too close to real life to make sense . what's invigorating about it is that it doesn't give a damn .,1
502,4654,"it pulls the rug out from under you , just when you're ready to hate one character , or really sympathize with another character , something happens to send you off in different direction .",1
900,2650,a fascinating glimpse into an insular world that gives the lie to many clichés and showcases a group of dedicated artists .,1
669,4093,"while cherish doesn't completely survive its tonal transformation from dark comedy to suspense thriller , it's got just enough charm and appealing character quirks to forgive that still serious problem .",1
996,3612,"[dong] makes a valiant effort to understand everyone's point of view , and he does such a good job of it that family fundamentals gets you riled up .",1
828,299,it's one of the saddest films i have ever seen that still manages to be uplifting but not overly sentimental .,1
565,3958,offers a guilt-free trip into feel-good territory .,1
490,2457,"blade ii merges bits and pieces from fighting games , wire fu , horror movies , mystery , james bond , wrestling , sci-fi and anime into one big bloody stew .",1
200,3098,"a wild , endearing , masterful documentary .",1
75,291,"as a director , mr . ratliff wisely rejects the temptation to make fun of his subjects .",1
134,2065,"birthday girl lucks out with chaplin and kidman , who are capable of anteing up some movie star charisma when they need it to sell us on this twisted love story , but who can also negotiate the movie's darker turns .",1
308,1443,the socio-histo-political treatise is told in earnest strides . . . [and] personal illusion is deconstructed with poignancy .,1
1031,2222,the beautifully choreographed kitchen ballet is simple but absorbing .,1
801,4879,"zhuangzhuang creates delicate balance of style , text , and subtext that's so simple and precise that anything discordant would topple the balance , but against all odds , nothing does .",1
1060,597,"workmanlike , maybe , but still a film with all the elements that made the other three great , scary times at the movies .",1
553,2800,manages to be wholesome and subversive at the same time .,1
812,4897,"an unusually dry-eyed , even analytical approach to material that is generally played for maximum moisture .",1
1014,355,absorbing character study by andré turpin .,1
646,1253,huppert's superbly controlled display of murderous vulnerability ensures that malice has a very human face .,1
945,3108,"assured , glossy and shot through with brittle desperation .",1
289,1019,"chicago is , in many ways , an admirable achievement .",1
10,4782,"some body will take you places you haven't been , and also places you have .",1
899,4563,"it's not particularly well made , but since i found myself howling more than cringing , i'd say the film works .",1
599,1374,a painfully funny ode to bad behavior .,1
571,4063,"writer/director david caesar ladles on the local flavour with a hugely enjoyable film about changing times , clashing cultures and the pleasures of a well-made pizza .",1
222,1746,probably the best case for christianity since chesterton and lewis .,1
430,1067,the film's welcome breeziness and some unbelievably hilarious moments -- most portraying the idiocy of the film industry -- make it mostly worth the trip .,1
370,3753,the script is smart and dark - hallelujah for small favors .,1
62,540,an ironic speculation on democracy in a culture unaccustomed to it .,1
383,2144,"as a vehicle to savour binoche's skill , the film is well worthwhile .",1
310,4973,"there are so few films about the plight of american indians in modern america that skins comes as a welcome , if downbeat , missive from a forgotten front .",1
770,2521,"although it doesn't always hang together -- violence and whimsy don't combine easily -- "" cherish "" certainly isn't dull .",1
37,583,"an offbeat , sometimes gross and surprisingly appealing animated film about the true meaning of the holidays .",1
939,2970,the best of the pierce brosnan james bond films to date .,1
435,1269,it inspires a continuing and deeply satisfying awareness of the best movies as monumental 'picture shows . ',1
131,101,steve irwin's method is ernest hemmingway at accelerated speed and volume .,1
671,3041,"texan director george ratliff had unlimited access to families and church meetings , and he delivers fascinating psychological fare .",1
329,4836,"its use of the thriller form to examine the labyrinthine ways in which people's lives cross and change , buffeted by events seemingly out of their control , is intriguing , provocative stuff .",1
213,4827,a soul-stirring documentary about the israeli/palestinian conflict as revealed through the eyes of some children who remain curious about each other against all odds .,1
193,3582,"the film does a solid job of slowly , steadily building up to the climactic burst of violence .",1
582,1805,"the fascination comes in the power of the huston performance , which seems so larger than life and yet so fragile , and in the way the ivan character accepts the news of his illness so quickly but still finds himself unable to react .",1
566,2807,"the movie has no respect for laws , political correctness or common decency , but it displays something more important : respect for its flawed , crazy people .",1
611,48,tender yet lacerating and darkly funny fable .,1
879,3002,"this is the kind of subject matter that could so easily have been fumbled by a lesser filmmaker , but ayres makes the right choices at every turn .",1
497,1086,a sober and affecting chronicle of the leveling effect of loss .,1
872,3819,"death to smoochy is often very funny , but what's even more remarkable is the integrity of devito's misanthropic vision .",1
242,4725,"[ "" safe conduct "" ] is a long movie at 163 minutes but it fills the time with drama , romance , tragedy , bravery , political intrigue , partisans and sabotage . viva le resistance !",1
493,2195,"miyazaki has created such a vibrant , colorful world , it's almost impossible not to be swept away by the sheer beauty of his images .",1
223,2966,"walter hill's undisputed is like a 1940s warner bros . b picture , and i mean that as a compliment .",1
28,4885,[grant] goes beyond his usual fluttering and stammering and captures the soul of a man in pain who gradually comes to recognize it and deal with it .,1
367,5032,"this is one of mr . chabrol's subtlest works , but also one of his most uncanny .",1
913,2145,. . . wise and elegiac . . .,1
468,2053,"warm in its loving yet unforgivingly inconsistent depiction of everyday people , relaxed in its perfect quiet pace and proud in its message . i loved this film .",1
233,1633,a movie that at its best doesn't just make the most out of its characters' flaws but insists on the virtue of imperfection .,1
994,1327,"morton uses her face and her body language to bring us morvern's soul , even though the character is almost completely deadpan .",1
77,219,"though this film can be clumsy , its ambitions are equally -- and admirably -- uncommercial .",1
446,1383,candid and comfortable ; a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work .,1
731,2703,"shiri is an action film that delivers on the promise of excitement , but it also has a strong dramatic and emotional pull that gradually sneaks up on the audience .",1
326,1204,"chilling but uncommercial look into the mind of jeffrey dahmer , serial killer .",1
959,1983,"despite besson's high-profile name being wasabi's big selling point , there is no doubt that krawczyk deserves a huge amount of the credit for the film's thoroughly winning tone .",1
198,619,"what "" empire "" lacks in depth it makes up for with its heart .",1
201,649,"the path ice age follows most closely , though , is the one established by warner bros . giant chuck jones , who died a matter of weeks before the movie's release .",1
386,4318,"an action/thriller of the finest kind , evoking memories of day of the jackal , the french connection , and heat .",1
287,4441,""" frailty "" offers chills much like those that you get when sitting around a campfire around midnight , telling creepy stories to give each other the willies . and , there's no way you won't be talking about the film once you exit the theater .",1
487,86,"together , tok and o orchestrate a buoyant , darkly funny dance of death . in the process , they demonstrate that there's still a lot of life in hong kong cinema .",1
682,929,". . . a haunting vision , with images that seem more like disturbing hallucinations .",1
334,2741,"not the best herzog perhaps , but unmistakably herzog .",1
980,1454,"escaping the studio , piccoli is warmly affecting and so is this adroitly minimalist movie .",1
440,5082,the engagingly primitive animated special effects contribute to a mood that's sustained through the surprisingly somber conclusion .,1
432,3747,rifkin's references are . . . impeccable throughout .,1
936,3445,"an ambitious movie that , like shiner's organizing of the big fight , pulls off enough of its effects to make up for the ones that don't come off .",1
448,2068,there's lots of cool stuff packed into espn's ultimate x .,1
215,1100,. . . a true delight .,1
500,4707,"moretti . . . is the rare common-man artist who's wise enough to recognize that there are few things in this world more complex -- and , as it turns out , more fragile -- than happiness .",1
839,4267,rodriguez does a splendid job of racial profiling hollywood style--casting excellent latin actors of all ages--a trend long overdue .,1
300,368,"by the end of no such thing the audience , like beatrice , has a watchful affection for the monster .",1
203,4166,"y tu mamá también es un buen filme gracias a lo poco convencional de su narrativa , y es quizá el proyecto más arriesgado en la carrera de alfonso cuarón",1
318,4709,features fincher's characteristically startling visual style and an almost palpable sense of intensity .,1
211,4680,"thanks to ice cube , benjamins feels an awful lot like friday in miami .",1
174,4397,"fortunately , elling never gets too cloying thanks to the actors' perfect comic timing and sweet , genuine chemistry .",1
656,1039,a loving little film of considerable appeal .,1
392,1799,it somehow managed to make its way past my crappola radar and find a small place in my heart,1
877,3458,together writer-director danny verete's three tales comprise a powerful and reasonably fulfilling gestalt .,1
912,3931,piccoli gives a superb performance full of deep feeling .,1
113,484,"elling really is about a couple of crazy guys , and it's therapeutic to laugh along with them .",1
712,1362,true tale of courage -- and complicity -- at auschwitz is a harrowing drama that tries to tell of the unspeakable .,1
865,3765,"a colorful , vibrant introduction to a universal human impulse , lushly photographed and beautifully recorded .",1
221,2671,a wonderfully speculative character study that made up for its rather slow beginning by drawing me into the picture .,1
528,4010,"a movie that will thrill you , touch you and make you laugh as well .",1
540,4803,fresnadillo has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense .,1
743,1081,"[t]his beguiling belgian fable , very much its own droll and delicate little film , has some touching things to say about what is important in life and why .",1
17,4193,"eight legged freaks is clever and funny , is amused by its special effects , and leaves you feeling like you've seen a movie instead of an endless trailer .",1
1011,5262,"the story itself it mostly told through on-camera interviews with several survivors , whose riveting memories are rendered with such clarity that it's as if it all happened only yesterday .",1
388,2346,very well-written and very well-acted .,1
96,1209,"nine queens is not only than a frighteningly capable debut and genre piece , but also a snapshot of a dangerous political situation on the verge of coming to a head .",1
38,3589,"insomnia is one of the year's best films and pacino gives one of his most daring , and complicated , performances .",1
1089,1569,""" birthday girl "" is an actor's movie first and foremost .",1
1073,740,"it's a brave attempt to tap into the heartbeat of the world , a salute to the universal language of rhythm and a zippy sampling of sounds .",1
272,1691,"flawed , but worth seeing for ambrose's performance .",1
848,3777,"adams , with four scriptwriters , takes care with the characters , who are so believable that you feel what they feel .",1
351,1153,"seldahl's barbara is a precise and moving portrait of someone whose world is turned upside down , first by passion and then by illness .",1
451,2077,a knowing sense of humor and a lot of warmth ignite son of the bride .,1
800,5086,"the film's best trick is the way that it treats conspiracy as a kind of political blair witch , a monstrous murk that haunts us precisely because it can never be seen .",1
327,3941,"though a touch too arthouse 101 in its poetic symbolism , heaven proves to be a good match of the sensibilities of two directors .",1
1057,5049,my wife's plotting is nothing special ; it's the delivery that matters here .,1
479,3253,one of those terrific documentaries that collect a bunch of people who are enthusiastic about something and then figures out how to make us share their enthusiasm .,1
357,3435,sad to say -- it accurately reflects the rage and alienation that fuels the self-destructiveness of many young people .,1
617,2018,a complex psychological drama about a father who returns to his son's home after decades away .,1
1000,3054,speaks eloquently about the symbiotic relationship between art and life .,1
733,2100,there's so much to look at in metropolis you hate to tear your eyes away from the images long enough to read the subtitles .,1
771,4598,contrasting the original ringu with the current americanized adaptation is akin to comparing the evil dead with evil dead ii,1
164,3,"if you sometimes like to go to the movies to have fun , wasabi is a good place to start .",1
819,1902,real women have curves wears its empowerment on its sleeve but even its worst harangues are easy to swallow thanks to remarkable performances by ferrera and ontiveros .,1
282,2023,"keenly observed and refreshingly natural , swimming gets the details right , from its promenade of barely clad bodies in myrtle beach , s . c . , to the adrenaline jolt of a sudden lunch rush at the diner .",1
178,3621,"the film , while not exactly assured in its execution , is notable for its sheer audacity and openness .",1
442,3987,"the spaniel-eyed jean reno infuses hubert with a mixture of deadpan cool , wry humor and just the measure of tenderness required to give this comic slugfest some heart .",1
734,2149,"a pretty decent kid-pleasing , tolerable-to-adults lark of a movie .",1
343,1270,"awesome creatures , breathtaking scenery , and epic battle scenes add up to another 'spectacular spectacle . '",1
1087,2397,an escapist confection that's pure entertainment .,1
635,4905,"this is a nervy , risky film , and villeneuve has inspired croze to give herself over completely to the tormented persona of bibi .",1
437,888,"it is a kickass , dense sci-fi action thriller hybrid that delivers and then some . i haven't seen one in so long , no wonder i didn't recognize it at first .",1
445,3768,"for those in search of something different , wendigo is a genuinely bone-chilling tale .",1
48,3440,what makes the movie special is its utter sincerity .,1
525,433,"the story feels more like a serious read , filled with heavy doses of always enticing sayles dialogue .",1
633,309,"high on melodrama . but it's emotionally engrossing , too , thanks to strong , credible performances from the whole cast .",1
325,2072,"the touch is generally light enough and the performances , for the most part , credible .",1
1093,469,what might have been a predictably heartwarming tale is suffused with complexity .,1
394,3593,"each punch seen through prison bars , the fights become not so much a struggle of man vs . man as brother-man vs . the man .",1
466,1687,". . . best seen as speculative history , as much an exploration of the paranoid impulse as a creative sequel to the warren report .",1
1041,358,"if no one singles out any of these performances as award-worthy , it's only because we would expect nothing less from this bunch .",1
538,3279,but this is not a movie about an inhuman monster ; it's about a very human one .,1
559,1009,"a blessed gift to film geeks and historians . if the '70's were your idea of a good time at the movies , this will make you very happy .",1
824,708,"even if the ride's a little bumpy , with a final lap that's all too suspiciously smooth , you gotta give director roger michell , best known for the superfluous notting hill , credit for trying .",1
441,2200,"i've never seen or heard anything quite like this film , and i recommend it for its originality alone .",1
590,803,a psychological thriller with a smart script and an obsessive-compulsive's attention to detail .,1
562,1676,cho's latest comic set isn't as sharp or as fresh as i'm the one that i want . . . but it's still damn funny stuff .,1
158,2818,"filled with alexandre desplat's haunting and sublime music , the movie completely transfixes the audience .",1
853,1457,"the special effects and many scenes of weightlessness look as good or better than in the original , while the oscar-winning sound and james horner's rousing score make good use of the hefty audio system .",1
557,2166,"apart from its own considerable achievement , metropolis confirms tezuka's status as both the primary visual influence on the animé tradition and its defining philosophical conscience .",1
218,4410,even better than the first one !,1
346,3485,"ultimately too repellent to fully endear itself to american art house audiences , but it is notable for its stylistic austerity and forcefulness .",1
677,3136,cube's charisma and chemistry compensate for corniness and cliche .,1
97,184,a cop story that understands the medium amazingly well .,1
269,2298,"it's funny and human and really pretty damned wonderful , all at once .",1
